auto_participant_id,participant_id,participant_age,participant_gender,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,blueprint_id,check_times,responses,start_time,end_time,stimulus_on,stimulus_off,response_enabled_time,response_time,response_answer,answer_index,response_correct,trial_task_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,248,869183,0.0-248.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,863245.23,"[863749.2300000013,864252.5250000035,864749.5050000143,865247.2300000081,865751.7100000114,866251.0800000018]",866405.84,NULL,NULL,1,NULL,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,282,980353,0.0-282.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,975017.07,"[975525.6050000025,976030.070000008,976525.8549999853,977022.2899999935,977525.9849999857,978022.495000012]",978182.39,980688.735,1,2,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,250,875551,0.0-250.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,869617.59,"[870120.7950000098,870625.5600000004,871123.5100000049,871620.1650000003,872124.4050000096,872621.8500000105]",872774.11,874327.52,1,0,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,284,987344,0.0-284.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,982026.185,"[982535.3649999888,983031.8299999926,983535.6050000119,984032.0449999999,984535.8549999946,985032.3250000074]",985184.33,987352.99,0,2,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,252,882705,0.0-252.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,876770.055,"[877274.860000005,877773.6150000128,878272.7600000071,878772.1200000087,879271.2950000132,879773.3450000087]",879927.86,881442.315,0,0,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,286,993746,0.0-286.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,988433.15,"[988936.4399999904,989440.0650000025,989936.5899999975,990440.1650000073,990936.6649999865,991440.2699999919]",991592.675,993082.6,0,0,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,254,889255,0.0-254.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,883316.675,"[883825.5500000087,884322.0900000015,884820.6000000064,885320.8450000093,885818.4150000016,886318.975000002]",886474.715,887832.315,0,0,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,288,1000860,0.0-288.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,995548.135,"[996058.1700000039,996553.8900000101,997058.4150000068,997554.2399999977,998050.6750000059,998554.604999983]",998706.905,1000604.67,1,0,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-info-card,4,50097,0.0-4.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,47820.485,51821.155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-info-card,289,1004867,0.0-289.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,1001713.09,1005717.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,256,895565,0.0-256.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,889626.37,"[890132.420000009,890634.1500000126,891131.5000000031,891635.9450000018,892134.9450000125,892635.0000000093]",892785.71,894656.085,0,2,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,5,54758,0.0-5.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,51823.17,"[52076.27000001958,52325.49999997718,52575.63500001561,52824.789999984205,53075.00000001164,53325.305000005756]",53477.31,55706.38,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,290,1009544,0.0-290.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1005721.26,"[1005981.1699999846,1006228.8100000005,1006476.6749999835,1006725.4400000093,1006981.3049999939,1007228.6000000022]",1007381.075,1009175.17,2,2,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,258,902130,0.0-258.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,896193.655,"[896697.7700000134,897201.9650000002,897698.9750000066,898195.7150000089,898696.2600000115,899197.5400000083]",899352.85,900570.625,0,0,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,7,60518,0.0-7.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,57584.31,"[57838.64500001073,58089.174999971874,58339.24499998102,58587.31999999145,58837.174999993294,59085.949999978766]",59240.555,61518.555,2,2,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,292,1015235,0.0-292.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1011408.515,"[1011677.3349999858,1011918.639999989,1012166.4499999897,1012421.715000004,1012670.1049999974,1012918.6950000003]",1013078.72,1015453.12,2,0,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,9,65764,0.0-9.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,62823.38,"[63082.669999974314,63330.32499998808,63579.55999998376,63828.41999997618,64077.73000001907,64326.25499996357]",64485.225,66770.915,2,2,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,260,908496,0.0-260.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,902563.9,"[903067.9800000071,903571.6750000138,904070.0600000127,904569.325000004,905070.5600000074,905567.8850000113]",905719.82,907742.35,2,2,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,294,1020853,0.0-294.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1017031.36,"[1017291.5550000034,1017540.1999999885,1017788.6949999956,1018036.5799999854,1018292.4399999902,1018540.2649999887]",1018692.33,1020374.28,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,11,70707,0.0-11.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,67767.465,"[68025.16999997897,68273.11999996891,68522.6149999653,68771.9250000082,69022.11499999976,69270.05499997176]",69427.415,NULL,NULL,1,NULL,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,262,914840,0.0-262.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,908901.68,"[909406.8400000106,909909.645000007,910404.2550000013,910908.7400000135,911408.2550000021,911907.1400000103]",912058.75,913530.675,0,2,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,296,1026242,0.0-296.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1022416.07,"[1022677.1899999876,1022925.9249999886,1023173.8100000075,1023421.5350000013,1023677.6250000112,1023926.1499999848]",1024078.19,1026127.825,1,0,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,13,76058,0.0-13.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,73119.21,"[73376.42499996582,73625.6149999681,73874.21500001801,74123.72999999207,74373.61999996938,74622.37499997718]",74780.29,75914.95,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,298,1031856,0.0-298.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1028033.93,"[1028294.980000006,1028542.9050000093,1028791.505000001,1029039.3549999862,1029295.1849999954,1029543.1099999987]",1029695.095,NULL,NULL,2,NULL,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,264,922016,0.0-264.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,916082.38,"[916587.830000004,917085.7700000051,917585.3250000073,918085.8050000097,918589.2500000045,919087.0350000041]",919239.425,920760.285,2,0,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,15,81486,0.0-15.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,78547.525,"[78804.52999996487,79054.51499996707,79302.62999999104,79552.32999997679,79802.23500001011,80050.85499997949]",80207.945,81468.475,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-info-card,265,926022,0.0-265.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,922242.715,926247.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,300,1037089,0.0-300.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1033266.69,"[1033527.9600000067,1033776.7349999922,1034024.5099999884,1034272.3849999893,1034528.244999994,1034768.8149999885]",1034928.925,1037042.425,0,0,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,17,86661,0.0-17.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,83721.22,"[83979.03499996755,84227.28499997174,84478.29499997897,84726.17999999784,84975.1249999972,85224.30499998154]",85382.445,86592.395,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,266,930683,0.0-266.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,926249.205,"[926507.4300000124,926757.1200000093,927006.1000000132,927255.9950000141,927501.5100000019,927750.3700000088]",927905.74,930106.075,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,302,1042506,0.0-302.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1038683.625,"[1038945.6899999932,1039193.5149999917,1039441.3500000082,1039689.2250000092,1039937.9349999945,1040193.6949999945]",1040345.67,1042515.365,1,2,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,19,92029,0.0-19.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,89083.64,"[89343.07000000263,89592.56499999901,89841.56500000972,90088.95499998471,90339.44999997038,90587.07000000868]",90749.015,92726.795,0,0,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,268,935647,0.0-268.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,931206.47,"[931464.6000000066,931714.2850000091,931963.2000000129,932212.3850000062,932463.1950000039,932711.9100000127]",932865.3,934979.465,2,2,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-info-card,303,1046513,0.0-303.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,1043359.16,1047363.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-info-card,20,96034,0.0-20.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,93756.825,97758.335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,270,940673,0.0-270.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,936236.735,"[936493.5350000014,936741.0450000025,936990.3000000049,937242.2150000057,937490.2900000016,937739.8300000059]",937896.465,940317.045,1,2,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,304,1052692,0.0-304.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1047367.08,"[1047875.7749999932,1048379.4099999941,1048875.9750000027,1049371.6199999908,1049876.264999999,1050371.8799999915]",1050531.955,1052918.235,0,0,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,21,102199,0.0-21.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,97761.89,"[98268.7600000063,98767.46499998262,99266.4999999688,99766.21500001056,100265.32000000589,100764.41499998327]",100920.79,103298.88,0,1,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,272,945992,0.0-272.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,941554.8,"[941813.2600000099,942062.7300000051,942307.9650000145,942561.7550000024,942811.320000008,943056.4500000037]",943214.9,945404.845,1,0,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,306,1059875,0.0-306.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1054543.575,"[1055053.3649999998,1055557.1449999989,1056053.6399999983,1056549.3549999956,1057053.899999999,1057549.6949999942]",1057710.48,1059912.175,1,1,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,274,951529,0.0-274.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,947087.48,"[947340.9100000135,947590.7800000132,947840.5000000057,948089.3300000025,948339.0450000006,948590.830000001]",948746.935,950659.695,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,23,109287,0.0-23.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,104850.05,"[105356.21499997796,105855.84500001278,106354.57500000484,106854.63499999605,107353.36499998812,107852.659999975]",108008.97,109294.61,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,308,1066452,0.0-308.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1061129.525,"[1061638.654999988,1062135.1600000053,1062638.9100000088,1063135.4299999948,1063639.1749999893,1064135.6899999955]",1064295.63,1066905.415,0,0,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,276,956819,0.0-276.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,952381.41,"[952634.9800000025,952889.360000001,953133.8350000005,953383.8900000119,953634.1250000114,953882.6300000073]",954041.395,956027.6,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,25,115864,0.0-25.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,111425.37,"[111932.57000000449,112431.37499998556,112929.60999999195,113429.35499997111,113928.58499998692,114428.26499999501]",114584.655,116124.785,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,278,962164,0.0-278.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,957725.175,"[957983.9100000099,958230.4650000005,958480.705000009,958730.3000000102,958981.6900000005,959229.3100000097]",959385.625,962073.515,1,0,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,310,1073134,0.0-310.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1067811.555,"[1068320.619999984,1068817.2799999884,1069320.9050000005,1069817.5099999935,1070321.1249999877,1070817.8299999854]",1070977.67,1072819.775,2,2,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,27,122734,0.0-27.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,118294.96,"[118800.9449999663,119300.54999998538,119798.85999998078,120298.29999996582,120797.55999997724,121297.68999997759]",121454.945,123762.715,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-info-card,279,966167,0.0-279.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,962390.385,966391.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,312,1080071,0.0-312.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1074749.05,"[1075258.3900000027,1075762.9949999973,1076258.7150000036,1076754.7699999996,1077258.919999993,1077755.0650000048]",1077915.14,1080813.51,2,2,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,29,129245,0.0-29.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,124806.37,"[125312.38000001758,125811.30000000121,126310.7799999998,126810.2249999647,127310.02500001341,127809.1499999864]",127966.28,129260.595,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,280,972329,0.0-280.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,966392.72,"[966901.4100000059,967401.0250000138,967900.1750000025,968396.0050000023,968899.2350000044,969398.8500000123]",969550.825,971085.585,2,2,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,314,1087305,0.0-314.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1081974.825,"[1082483.984999999,1082988.5049999866,1083484.1700000106,1083980.819999997,1084484.534999996,1084981.1049999844]",1085141.135,1087654.305,1,1,1,ts-trial-spatial-rotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-info-card,315,1087815,0.0-315.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,1088154.725,1088661.395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,31,135936,0.0-31.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,131496.94,"[132002.41999997525,132503.0399999814,133001.41999998596,133500.83999999333,133999.63500001468,134499.29000000702]",134656.14,136658.59,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,282,979091,0.0-282.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,973152.75,"[973660.155000005,974159.2750000127,974658.7650000001,975158.1750000041,975659.3050000083,976156.4450000005]",976312.71,978065.2,1,2,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,316,1092482,0.0-316.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1088665.025,"[1088925.099999993,1089173.0150000076,1089420.6499999855,1089668.6699999846,1089918.2300000102,1090174.1049999837]",1090326.08,1092088.5,1,1,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,33,142380,0.0-33.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,137942.095,"[138448.5599999898,138947.4099999643,139446.85000000754,139946.1499999743,140445.15499996487,140944.61000000592]",141100.165,143660.59,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,284,985824,0.0-284.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,979884.885,"[980393.7800000131,980893.3700000052,981391.690000004,981891.8800000101,982391.4200000145,982886.8650000077]",983041.08,984862.84,1,1,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,318,1097436,0.0-318.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1093609.63,"[1093871.5599999996,1094119.3449999846,1094367.2800000058,1094615.0999999954,1094863.7699999963,1095119.63999999]",1095271.62,1097329.3,2,2,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-trial,35,149212,0.0-35.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,NULL,NULL,144771.52,"[145279.90999998292,145779.58500001114,146277.75000000838,146776.39000001363,147275.794999965,147774.47000000393]",147933.4,149832.02,2,2,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,320,1102373,0.0-320.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1098546.69,"[1098808.645000012,1099056.509999995,1099304.3849999958,1099552.4900000019,1099801.0399999912,1100056.734999991]",1100208.75,1102426.27,0,0,1,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,286,992567,0.0-286.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,986630.285,"[987134.5500000025,987638.0300000019,988132.4850000092,988632.7350000065,989136.7000000027,989635.7450000069]",989787.5,991597.57,1,0,,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718.75_45854,6578551,19,Female,NULL,NULL,ts-info-card,36,153216,0.0-36.0,2020-06-08_blueprint_f53310e0ae46d1d0194818b39bdc243e.json,NULL,NULL,150938.685,154939.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831.5449999936391_42874,6482872,21,female,NULL,NULL,ts-trial,322,1107542,0.0-322.0,2020-06-08_blueprint_3f1dfe34726f5a3e1bb900a1224d1c53.json,NULL,NULL,NULL,NULL,1103716.09,"[1103977.8550000046,1104225.6300000008,1104473.5799999908,1104722.219999996,1104970.1549999882,1105225.849999988]",1105377.93,1107748.255,1,2,,ts-trial-digit-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.67000001238193_90175,6532944,20,Female,NULL,NULL,ts-trial,288,999086,0.0-288.0,2020-06-08_blueprint_c1ca12fa12d72de21f86868142d10f50.json,NULL,NULL,NULL,NULL,993148.915,"[993653.7000000098,994157.435000001,994656.3950000127,995155.9500000003,995651.640000011,996154.5000000042]",996304.79,997997.595,2,2,1,ts-trial-spatial-span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
