type,occurence,index_raw,participant_id,participant_age,participant_gender,time_start,participant_ans,target_ans,response_time,changed_shifted,switch_type,first_switch_rt,accuracy
TrialSpatialRotation,1,12,aan_pilot,20,f,180.817497,2,2,2.6139226,,none,,1
TrialSpatialRotation,1,13,aan_pilot,20,f,196.8090026,0,2,2.8847382,,none,,0
TrialSpatialRotation,1,14,aan_pilot,20,f,212.5594957,0,1,2.867378,,none,,0
TrialSpatialRotation,1,15,aan_pilot,20,f,228.477639,2,2,2.8292131,,none,,1
TrialSpatialRotation,1,16,aan_pilot,20,f,244.8327589,0,0,2.3242576,,none,,1
TrialSpatialRotation,1,17,aan_pilot,20,f,260.1676025,1,1,2.4611552,,none,,1
TrialSpatialRotation,1,18,aan_pilot,20,f,275.7172174,1,0,2.0112832,,none,,0
TrialSpatialRotation,1,51,aan_pilot,20,f,752.8041713,0,1,1.9745783,,none,,0
TrialSpatialRotation,1,71,dan_pilot,24,m,1087.370691,1,1,1.878354,1,none,,1
TrialSpatialRotation,1,72,dan_pilot,24,m,1100.942343,0,0,1.594145,,none,,1
TrialSpatialRotation,1,73,dan_pilot,24,m,1114.705362,1,1,1.463202,,none,,1
TrialSpatialRotation,1,74,dan_pilot,24,m,1127.945606,0,1,1.482049,,none,,0
TrialSpatialRotation,1,75,dan_pilot,24,m,1141.654566,1,2,1.66213,,none,,0
TrialSpatialRotation,1,76,dan_pilot,24,m,1155.979048,2,2,2.160579,,none,,1
TrialSpatialRotation,1,77,dan_pilot,24,m,1170.814461,1,1,2.466115,,none,,1
TrialSpatialRotation,1,78,dan_pilot,24,m,1186.208826,2,2,2.10056,,none,,1
TrialSpatialRotation,1,79,dan_pilot,24,m,1201.142409,0,1,1.631347,,none,,0
TrialSpatialRotation,1,80,dan_pilot,24,m,1214.474415,2,1,2.161075,,none,,0
TrialSpatialRotation,1,81,dan_pilot,24,m,1229.438739,1,1,1.489489,,none,,1
TrialSpatialRotation,1,82,dan_pilot,24,m,1242.97212,1,1,1.513794,,none,,1
TrialSpatialRotation,1,83,dan_pilot,24,m,1256.284975,0,1,1.958706,,none,,0
TrialSpatialRotation,1,84,dan_pilot,24,m,1270.08668,1,1,2.108496,,none,,1
TrialSpatialRotation,1,85,dan_pilot,24,m,1284.831283,1,1,1.957713,,none,,1
TrialSpatialRotation,1,86,dan_pilot,24,m,1299.402326,0,0,2.297971,,none,,1
TrialSpatialRotation,1,87,dan_pilot,24,m,1313.789833,0,1,2.118418,,none,,0
TrialSpatialRotation,1,105,dan_pilot,24,m,1566.854334,0,1,1.584723,,none,,0
TrialSpatialRotation,1,42,gus_pilot,26,m,592.8644919,-1,1,,1,none,,0
TrialSpatialRotation,1,43,gus_pilot,26,m,603.1917176,0,0,1.9830098,,none,,1
TrialSpatialRotation,1,44,gus_pilot,26,m,618.6456037,1,0,1.9482253,,none,,0
TrialSpatialRotation,1,45,gus_pilot,26,m,633.0471463,0,2,2.0960974,,none,,0
TrialSpatialRotation,1,46,gus_pilot,26,m,648.688571,0,0,1.9959064,,none,,1
TrialSpatialRotation,1,47,gus_pilot,26,m,663.5281892,-1,1,,,none,,0
TrialSpatialRotation,1,48,gus_pilot,26,m,674.1450782,2,2,2.8807705,,none,,1
TrialSpatialRotation,1,49,gus_pilot,26,m,691.3668363,1,1,1.7836172,,none,,1
TrialSpatialRotation,1,50,gus_pilot,26,m,706.0146866,2,2,1.331291,,none,,1
TrialSpatialRotation,1,51,gus_pilot,26,m,719.73137,1,1,1.938369,,none,,1
TrialSpatialRotation,1,52,gus_pilot,26,m,734.1577711,-1,1,,,none,,0
TrialSpatialRotation,1,53,gus_pilot,26,m,744.5574536,1,1,2.3718738,,none,,1
TrialSpatialRotation,1,54,gus_pilot,26,m,759.8317378,2,2,1.9969075,,none,,1
TrialSpatialRotation,1,55,gus_pilot,26,m,774.4195123,0,0,1.7141798,,none,,1
TrialSpatialRotation,1,56,gus_pilot,26,m,789.0698717,0,0,1.3535829,,none,,1
TrialSpatialRotation,1,57,gus_pilot,26,m,802.3552611,2,2,1.4180646,,none,,1
TrialSpatialRotation,1,92,gus_pilot,26,m,1434.01131,0,0,2.159585,,none,,1
TrialSpatialRotation,1,36,hazel_pilot,25,f,524.0310669,2,1,2.301939,1,none,,0
TrialSpatialRotation,1,37,hazel_pilot,25,f,539.2810946,1,1,1.5916655,,none,,1
TrialSpatialRotation,1,38,hazel_pilot,25,f,552.848702,0,0,2.3659225,,none,,1
TrialSpatialRotation,1,39,hazel_pilot,25,f,567.6255355,1,0,2.2543232,,none,,0
TrialSpatialRotation,1,40,hazel_pilot,25,f,582.521924,0,0,2.1576013,,none,,1
TrialSpatialRotation,1,41,hazel_pilot,25,f,597.3617551,-1,0,,,none,,0
TrialSpatialRotation,1,42,hazel_pilot,25,f,607.3125243,0,1,1.9086099,,none,,0
TrialSpatialRotation,1,43,hazel_pilot,25,f,621.7877939,2,2,2.0117781,,none,,1
TrialSpatialRotation,1,44,hazel_pilot,25,f,636.5735726,0,2,2.3882417,,none,,0
TrialSpatialRotation,1,45,hazel_pilot,25,f,651.7913554,0,0,2.3217762,,none,,1
TrialSpatialRotation,1,46,hazel_pilot,25,f,666.4898317,1,1,2.0946107,,none,,1
TrialSpatialRotation,1,47,hazel_pilot,25,f,681.4616661,2,2,1.8823233,,none,,1
TrialSpatialRotation,1,48,hazel_pilot,25,f,695.4284863,2,2,1.5549624,,none,,1
TrialSpatialRotation,1,49,hazel_pilot,25,f,709.3011327,0,0,2.186867,,none,,1
TrialSpatialRotation,1,50,hazel_pilot,25,f,724.512079,2,2,1.7846093,,none,,1
TrialSpatialRotation,1,51,hazel_pilot,25,f,738.7294359,2,2,1.6139842,,none,,1
TrialSpatialRotation,1,52,hazel_pilot,25,f,752.6621122,2,2,1.2970407,,none,,1
TrialSpatialRotation,1,89,hazel_pilot,25,f,1393.304327,1,1,2.132307,,none,,1
TrialSpatialRotation,1,42,henry_pilot,26,m,597.5138788,-1,0,,1,none,,0
TrialSpatialRotation,1,43,henry_pilot,26,m,607.6977596,2,1,2.6923218,,none,,0
TrialSpatialRotation,1,44,henry_pilot,26,m,623.7042537,1,1,1.7394731,,none,,1
TrialSpatialRotation,1,45,henry_pilot,26,m,637.7370353,1,1,1.8485613,,none,,1
TrialSpatialRotation,1,46,henry_pilot,26,m,651.8298998,2,2,1.458241,,none,,1
TrialSpatialRotation,1,47,henry_pilot,26,m,665.0915329,2,2,1.7850725,,none,,1
TrialSpatialRotation,1,48,henry_pilot,26,m,679.2701302,1,0,2.445282,,none,,0
TrialSpatialRotation,1,49,henry_pilot,26,m,694.9744954,1,1,2.5474565,,none,,1
TrialSpatialRotation,1,50,henry_pilot,26,m,710.4323916,1,1,2.17149,,none,,1
TrialSpatialRotation,1,51,henry_pilot,26,m,724.9686334,1,1,2.7151063,,none,,1
TrialSpatialRotation,1,52,henry_pilot,26,m,740.3729341,-1,2,,,none,,0
TrialSpatialRotation,1,53,henry_pilot,26,m,750.6123986,2,2,1.8347049,,none,,1
TrialSpatialRotation,1,54,henry_pilot,26,m,764.8437085,0,0,1.8495851,,none,,1
TrialSpatialRotation,1,55,henry_pilot,26,m,778.4460299,2,2,1.6045625,,none,,1
TrialSpatialRotation,1,56,henry_pilot,26,m,791.8331058,0,0,2.0469934,,none,,1
TrialSpatialRotation,1,74,henry_pilot,26,m,1152.414983,2,2,1.947297,,none,,1
TrialSpatialRotation,1,20,jess_pilot,21,f,283.4260299,0,0,2.1828964,1,none,,1
TrialSpatialRotation,1,21,jess_pilot,21,f,298.9166512,1,2,2.3773596,,none,,0
TrialSpatialRotation,1,22,jess_pilot,21,f,314.3845389,0,0,2.3376115,,none,,1
TrialSpatialRotation,1,23,jess_pilot,21,f,330.5306613,2,2,2.6719143,,none,,1
TrialSpatialRotation,1,24,jess_pilot,21,f,346.4289353,2,2,2.5836639,,none,,1
TrialSpatialRotation,1,25,jess_pilot,21,f,362.6640155,0,0,2.8748104,,none,,1
TrialSpatialRotation,1,26,jess_pilot,21,f,379.2626164,2,2,2.1729748,,none,,1
TrialSpatialRotation,1,27,jess_pilot,21,f,394.8058794,1,1,2.2692003,,none,,1
TrialSpatialRotation,1,28,jess_pilot,21,f,409.8152823,2,0,2.5454688,,none,,0
TrialSpatialRotation,1,29,jess_pilot,21,f,425.9626458,2,2,2.169503,,none,,1
TrialSpatialRotation,1,30,jess_pilot,21,f,440.82761,-1,2,,,none,,0
TrialSpatialRotation,1,31,jess_pilot,21,f,451.0243223,2,0,2.0712619,,none,,0
TrialSpatialRotation,1,32,jess_pilot,21,f,465.7712691,0,2,1.986475,,none,,0
TrialSpatialRotation,1,33,jess_pilot,21,f,480.6046288,-1,1,,,none,,0
TrialSpatialRotation,1,34,jess_pilot,21,f,490.9912143,0,0,2.7627201,,none,,1
TrialSpatialRotation,1,35,jess_pilot,21,f,507.580725,2,2,2.8653903,,none,,1
TrialSpatialRotation,1,53,jess_pilot,21,f,753.8770411,1,0,1.5961258,,none,,0
TrialSpatialRotation,1,2,pete_pilot,31,m,25.49789429,0,2,2.0345943,1,none,,0
TrialSpatialRotation,1,3,pete_pilot,31,m,39.41433907,2,2,2.43883562,,none,,1
TrialSpatialRotation,1,4,pete_pilot,31,m,54.61774397,0,2,2.51571464,,none,,0
TrialSpatialRotation,1,5,pete_pilot,31,m,69.75815725,0,0,1.91009665,,none,,1
TrialSpatialRotation,1,6,pete_pilot,31,m,83.45868182,1,1,1.57678437,,none,,1
TrialSpatialRotation,1,7,pete_pilot,31,m,96.44249463,1,1,2.2300167,,none,,1
TrialSpatialRotation,1,8,pete_pilot,31,m,110.9018917,0,0,1.5118108,,none,,1
TrialSpatialRotation,1,9,pete_pilot,31,m,124.0252678,1,1,2.3058743,,none,,1
TrialSpatialRotation,1,10,pete_pilot,31,m,138.6453764,1,1,2.5916006,,none,,1
TrialSpatialRotation,1,11,pete_pilot,31,m,153.7436662,1,1,2.6769144,,none,,1
TrialSpatialRotation,1,12,pete_pilot,31,m,169.8453298,0,0,1.8441296,,none,,1
TrialSpatialRotation,1,13,pete_pilot,31,m,183.4324088,-1,1,,,none,,0
TrialSpatialRotation,1,14,pete_pilot,31,m,193.8789012,2,2,1.7240973,,none,,1
TrialSpatialRotation,1,15,pete_pilot,31,m,207.5928173,2,2,1.8019708,,none,,1
TrialSpatialRotation,1,16,pete_pilot,31,m,221.523001,2,2,1.9224982,,none,,1
TrialSpatialRotation,1,17,pete_pilot,31,m,235.8881564,-1,2,,,none,,0
TrialSpatialRotation,1,18,pete_pilot,31,m,245.6777174,2,2,1.4339385,,none,,1
TrialSpatialRotation,1,19,pete_pilot,31,m,259.0394726,0,0,2.262752,,none,,1
TrialSpatialRotation,1,20,pete_pilot,31,m,273.7523327,2,0,2.2221127,,none,,0
TrialSpatialRotation,1,80,pete_pilot,31,m,1210.784297,2,2,1.536608,,none,,1
TrialSpatialRotation,1,22,rahul_pilot,20,m,304.0607324,2,2,2.6352508,1,none,,1
TrialSpatialRotation,1,23,rahul_pilot,20,m,319.9838159,2,2,2.5885949,,none,,1
TrialSpatialRotation,1,24,rahul_pilot,20,m,335.3771882,-1,0,,,none,,0
TrialSpatialRotation,1,25,rahul_pilot,20,m,345.3963971,2,2,2.9189622,,none,,1
TrialSpatialRotation,1,26,rahul_pilot,20,m,361.3740597,0,0,2.7934746,,none,,1
TrialSpatialRotation,1,27,rahul_pilot,20,m,377.1746497,1,2,2.8291867,,none,,0
TrialSpatialRotation,1,28,rahul_pilot,20,m,393.2743287,0,0,2.6575999,,none,,1
TrialSpatialRotation,1,29,rahul_pilot,20,m,408.6235602,1,1,2.5464657,,none,,1
TrialSpatialRotation,1,30,rahul_pilot,20,m,424.5159104,0,2,2.9402917,,none,,0
TrialSpatialRotation,1,31,rahul_pilot,20,m,440.879458,-1,0,,,none,,0
TrialSpatialRotation,1,32,rahul_pilot,20,m,451.3425922,1,1,2.8817634,,none,,1
TrialSpatialRotation,1,33,rahul_pilot,20,m,466.9571786,0,0,2.3143379,,none,,1
TrialSpatialRotation,1,34,rahul_pilot,20,m,481.7513826,0,0,2.4502096,,none,,1
TrialSpatialRotation,1,35,rahul_pilot,20,m,496.977108,1,2,2.9517286,,none,,0
TrialSpatialRotation,1,36,rahul_pilot,20,m,513.0579405,-1,1,,,none,,0
TrialSpatialRotation,1,37,rahul_pilot,20,m,523.4640296,1,1,2.1859081,,none,,1
TrialSpatialRotation,1,38,rahul_pilot,20,m,538.2135966,2,2,2.6441775,,none,,1
TrialSpatialRotation,1,92,rahul_pilot,20,m,1425.999857,1,1,2.512739,,none,2.58812856,1
TrialSpatialRotation,2,52,aan_pilot,20,f,766.7249215,2,2,2.0370744,1,none,,1
TrialSpatialRotation,2,53,aan_pilot,20,f,781.177887,0,0,2.3138399,,none,,1
TrialSpatialRotation,2,54,aan_pilot,20,f,796.2711744,1,2,1.9373777,,none,,0
TrialSpatialRotation,2,55,aan_pilot,20,f,810.2629178,1,1,2.8425767,,none,,1
TrialSpatialRotation,2,56,aan_pilot,20,f,826.5772939,-1,1,,,none,,0
TrialSpatialRotation,2,57,aan_pilot,20,f,836.994792,1,2,1.5023866,,none,,0
TrialSpatialRotation,2,58,aan_pilot,20,f,850.1968961,0,0,1.7022722,,none,,1
TrialSpatialRotation,2,59,aan_pilot,20,f,864.3933697,0,0,1.7865928,,none,,1
TrialSpatialRotation,2,60,aan_pilot,20,f,878.3175926,0,2,1.6730113,,none,,0
TrialSpatialRotation,2,61,aan_pilot,20,f,1012.651548,0,0,2.181409,,none,,1
TrialSpatialRotation,2,62,aan_pilot,20,f,1027.223069,2,2,2.163056,,none,,1
TrialSpatialRotation,2,63,aan_pilot,20,f,1041.798516,2,2,2.038065,,none,,1
TrialSpatialRotation,2,64,aan_pilot,20,f,1055.937505,2,0,2.285073,,none,,0
TrialSpatialRotation,2,65,aan_pilot,20,f,1071.08287,0,0,2.106018,,none,,1
TrialSpatialRotation,2,66,aan_pilot,20,f,1085.975004,2,0,2.171986,,none,,0
TrialSpatialRotation,2,67,aan_pilot,20,f,1101.04145,2,2,2.035584,,none,,1
TrialSpatialRotation,2,68,aan_pilot,20,f,1115.5455,2,0,2.287555,,none,,0
TrialSpatialRotation,2,69,aan_pilot,20,f,1130.302005,0,0,1.90365,,none,,1
TrialSpatialRotation,2,70,aan_pilot,20,f,1143.993125,0,0,1.656146,,none,,1
TrialSpatialRotation,2,71,aan_pilot,20,f,1157.660397,0,2,2.213649,,none,,0
TrialSpatialRotation,2,89,aan_pilot,20,f,1415.225021,0,0,2.572753,,none,,1
TrialSpatialRotation,2,106,dan_pilot,24,m,1580.694336,1,1,1.621426,1,none,,1
TrialSpatialRotation,2,107,dan_pilot,24,m,1593.783786,1,0,1.836196,,none,,0
TrialSpatialRotation,2,108,dan_pilot,24,m,1607.288393,1,1,1.794033,,none,,1
TrialSpatialRotation,2,109,dan_pilot,24,m,1621.192769,1,0,1.492993,,none,,0
TrialSpatialRotation,2,110,dan_pilot,24,m,1634.284204,1,1,1.880834,,none,,1
TrialSpatialRotation,2,111,dan_pilot,24,m,1648.718938,2,1,2.570274,,none,,0
TrialSpatialRotation,2,112,dan_pilot,24,m,1787.853032,2,2,0.975138,,none,,1
TrialSpatialRotation,2,113,dan_pilot,24,m,1799.683652,0,0,2.15909,,none,,1
TrialSpatialRotation,2,114,dan_pilot,24,m,1813.877198,1,1,1.543056,,none,,1
TrialSpatialRotation,2,115,dan_pilot,24,m,1827.342127,0,0,1.473122,,none,,1
TrialSpatialRotation,2,116,dan_pilot,24,m,1840.210357,0,0,2.303425,,none,,1
TrialSpatialRotation,2,117,dan_pilot,24,m,1855.128571,0,0,1.86298,,none,,1
TrialSpatialRotation,2,118,dan_pilot,24,m,1869.210514,-1,1,,,none,,0
TrialSpatialRotation,2,119,dan_pilot,24,m,1879.319186,1,1,1.601585,,none,,1
TrialSpatialRotation,2,136,dan_pilot,24,m,2117.844136,1,2,2.013264,,none,,0
TrialSpatialRotation,2,93,gus_pilot,26,m,1448.963246,0,0,2.431394,1,none,,1
TrialSpatialRotation,2,94,gus_pilot,26,m,1463.72124,1,1,2.57077,,none,,1
TrialSpatialRotation,2,95,gus_pilot,26,m,1479.284245,-1,2,,,none,,0
TrialSpatialRotation,2,96,gus_pilot,26,m,1490.360431,2,0,2.344097,,none,,0
TrialSpatialRotation,2,97,gus_pilot,26,m,1505.930945,2,2,1.65912,,none,,1
TrialSpatialRotation,2,98,gus_pilot,26,m,1519.220226,0,0,2.196784,,none,,1
TrialSpatialRotation,2,99,gus_pilot,26,m,1534.318481,0,0,2.358976,,none,,1
TrialSpatialRotation,2,100,gus_pilot,26,m,1549.81208,-1,1,,,none,,0
TrialSpatialRotation,2,101,gus_pilot,26,m,1559.585789,1,1,1.584225,,none,,1
TrialSpatialRotation,2,102,gus_pilot,26,m,1573.007154,2,2,1.619441,,none,,1
TrialSpatialRotation,2,103,gus_pilot,26,m,1586.714549,1,1,2.595075,,none,,1
TrialSpatialRotation,2,104,gus_pilot,26,m,1602.21804,1,1,2.4552,,none,,1
TrialSpatialRotation,2,105,gus_pilot,26,m,1617.52511,2,2,1.426499,,none,,1
TrialSpatialRotation,2,106,gus_pilot,26,m,1631.000445,0,0,1.927955,,none,,1
TrialSpatialRotation,2,107,gus_pilot,26,m,1644.963357,2,2,2.027154,,none,,1
TrialSpatialRotation,2,108,gus_pilot,26,m,1659.223886,1,1,1.875872,,none,,1
TrialSpatialRotation,2,109,gus_pilot,26,m,1673.386726,2,2,2.108001,,none,,1
TrialSpatialRotation,2,110,gus_pilot,26,m,1687.712641,1,1,2.661042,,none,,1
TrialSpatialRotation,2,111,gus_pilot,26,m,1702.940858,-1,1,,,none,,0
TrialSpatialRotation,2,146,gus_pilot,26,m,2318.662292,0,0,1.840164,,none,,1
TrialSpatialRotation,2,90,hazel_pilot,25,f,1407.766687,2,2,1.501394,1,none,,1
TrialSpatialRotation,2,91,hazel_pilot,25,f,1421.173638,2,2,1.321841,,none,,1
TrialSpatialRotation,2,92,hazel_pilot,25,f,1434.352802,0,0,1.684915,,none,,1
TrialSpatialRotation,2,93,hazel_pilot,25,f,1447.957113,2,2,1.304976,,none,,1
TrialSpatialRotation,2,94,hazel_pilot,25,f,1461.343165,2,1,2.50282,,none,,0
TrialSpatialRotation,2,95,hazel_pilot,25,f,1476.885022,1,1,1.624401,,none,,1
TrialSpatialRotation,2,96,hazel_pilot,25,f,1490.829553,0,0,1.524704,,none,,1
TrialSpatialRotation,2,97,hazel_pilot,25,f,1504.568269,0,0,2.009298,,none,,1
TrialSpatialRotation,2,98,hazel_pilot,25,f,1518.854098,0,0,1.182465,,none,,1
TrialSpatialRotation,2,99,hazel_pilot,25,f,1531.645456,0,0,2.256306,,none,,1
TrialSpatialRotation,2,100,hazel_pilot,25,f,1546.829028,2,0,1.91357,,none,,0
TrialSpatialRotation,2,101,hazel_pilot,25,f,1561.10855,1,1,1.448817,,none,,1
TrialSpatialRotation,2,102,hazel_pilot,25,f,1574.28827,0,1,2.320291,,none,,0
TrialSpatialRotation,2,103,hazel_pilot,25,f,1589.366199,0,1,1.085217,,none,,0
TrialSpatialRotation,2,104,hazel_pilot,25,f,1601.397238,2,2,2.046994,,none,,1
TrialSpatialRotation,2,105,hazel_pilot,25,f,1615.388854,0,1,2.133266,,none,,0
TrialSpatialRotation,2,122,hazel_pilot,25,f,1982.800979,1,1,1.301009,,none,,1
TrialSpatialRotation,2,75,henry_pilot,26,m,1166.216195,0,0,2.195794,1,none,,1
TrialSpatialRotation,2,76,henry_pilot,26,m,1181.447873,0,0,1.830736,,none,,1
TrialSpatialRotation,2,77,henry_pilot,26,m,1195.019471,1,1,2.250355,,none,,1
TrialSpatialRotation,2,78,henry_pilot,26,m,1210.04479,1,1,2.090114,,none,,1
TrialSpatialRotation,2,79,henry_pilot,26,m,1224.900986,1,1,2.529602,,none,,1
TrialSpatialRotation,2,80,henry_pilot,26,m,1240.23831,0,1,2.730483,,none,,0
TrialSpatialRotation,2,81,henry_pilot,26,m,1256.037108,1,2,2.522623,,none,,0
TrialSpatialRotation,2,82,henry_pilot,26,m,1271.143793,1,1,2.262755,,none,,1
TrialSpatialRotation,2,83,henry_pilot,26,m,1285.899827,1,0,1.794035,,none,,0
TrialSpatialRotation,2,84,henry_pilot,26,m,1300.135023,1,0,1.321345,,none,,0
TrialSpatialRotation,2,85,henry_pilot,26,m,1312.844535,2,2,2.43685,,none,,1
TrialSpatialRotation,2,86,henry_pilot,26,m,1328.090612,1,1,1.03813,,none,,1
TrialSpatialRotation,2,87,henry_pilot,26,m,1340.27584,1,0,2.039555,,none,,0
TrialSpatialRotation,2,88,henry_pilot,26,m,1354.291846,0,0,1.61597,,none,,1
TrialSpatialRotation,2,89,henry_pilot,26,m,1368.322185,0,2,1.975074,,none,,0
TrialSpatialRotation,2,160,henry_pilot,26,m,2446.991654,2,2,2.536051,,none,,1
TrialSpatialRotation,2,54,jess_pilot,21,f,768.1709321,0,1,2.0435171,1,none,,0
TrialSpatialRotation,2,55,jess_pilot,21,f,783.3779314,0,0,2.4790042,,none,,1
TrialSpatialRotation,2,56,jess_pilot,21,f,799.7242622,0,0,1.6983009,,none,,1
TrialSpatialRotation,2,57,jess_pilot,21,f,814.1127608,1,1,2.099066,,none,,1
TrialSpatialRotation,2,58,jess_pilot,21,f,829.4762897,0,2,2.4640896,,none,,0
TrialSpatialRotation,2,59,jess_pilot,21,f,845.4445024,-1,0,,,none,,0
TrialSpatialRotation,2,60,jess_pilot,21,f,855.7365587,0,1,2.0812145,,none,,0
TrialSpatialRotation,2,61,jess_pilot,21,f,991.4091244,2,2,2.2255481,,none,,1
TrialSpatialRotation,2,62,jess_pilot,21,f,1005.901359,1,2,1.904142,,none,,0
TrialSpatialRotation,2,63,jess_pilot,21,f,1020.456445,1,2,2.626843,,none,,0
TrialSpatialRotation,2,64,jess_pilot,21,f,1036.318485,2,1,2.576715,,none,,0
TrialSpatialRotation,2,65,jess_pilot,21,f,1051.704128,2,1,2.658523,,none,,0
TrialSpatialRotation,2,66,jess_pilot,21,f,1067.113154,1,1,1.989421,,none,,1
TrialSpatialRotation,2,67,jess_pilot,21,f,1081.61465,1,1,2.727996,,none,,1
TrialSpatialRotation,2,68,jess_pilot,21,f,1096.941254,2,2,2.493887,,none,,1
TrialSpatialRotation,2,87,jess_pilot,21,f,1369.89552,1,1,2.086671,,none,,1
TrialSpatialRotation,2,81,pete_pilot,31,m,1224.086104,1,1,1.827266,1,none,,1
TrialSpatialRotation,2,82,pete_pilot,31,m,1237.932886,0,0,2.38725,,none,,1
TrialSpatialRotation,2,83,pete_pilot,31,m,1252.926973,1,1,1.981023,,none,,1
TrialSpatialRotation,2,84,pete_pilot,31,m,1267.560474,2,2,2.551428,,none,,1
TrialSpatialRotation,2,85,pete_pilot,31,m,1283.099674,0,0,2.023682,,none,,1
TrialSpatialRotation,2,86,pete_pilot,31,m,1297.09482,2,2,1.52768,,none,,1
TrialSpatialRotation,2,87,pete_pilot,31,m,1310.478553,0,0,2.085156,,none,,1
TrialSpatialRotation,2,88,pete_pilot,31,m,1324.932993,2,1,2.92938,,none,,0
TrialSpatialRotation,2,89,pete_pilot,31,m,1340.69986,-1,0,,,none,,0
TrialSpatialRotation,2,90,pete_pilot,31,m,1351.136201,2,0,1.693841,,none,,0
TrialSpatialRotation,2,91,pete_pilot,31,m,1365.094645,0,0,2.189345,,none,,1
TrialSpatialRotation,2,92,pete_pilot,31,m,1379.479153,0,0,2.249859,,none,,1
TrialSpatialRotation,2,93,pete_pilot,31,m,1393.986502,2,2,2.548449,,none,,1
TrialSpatialRotation,2,94,pete_pilot,31,m,1409.004901,2,2,1.824784,,none,,1
TrialSpatialRotation,2,95,pete_pilot,31,m,1422.984741,1,1,2.940289,,none,,1
TrialSpatialRotation,2,96,pete_pilot,31,m,1439.031775,2,2,1.684915,,none,,1
TrialSpatialRotation,2,156,pete_pilot,31,m,2389.677997,1,2,1.497891,,none,,0
TrialSpatialRotation,2,93,rahul_pilot,20,m,1441.127345,2,2,2.455201,1,none,,1
TrialSpatialRotation,2,94,rahul_pilot,20,m,1456.556457,-1,1,,,none,,0
TrialSpatialRotation,2,95,rahul_pilot,20,m,1466.761642,1,1,2.47256,,none,,1
TrialSpatialRotation,2,96,rahul_pilot,20,m,1481.88519,0,0,2.668976,,none,,1
TrialSpatialRotation,2,97,rahul_pilot,20,m,1497.584597,-1,0,,,none,,0
TrialSpatialRotation,2,98,rahul_pilot,20,m,1507.501157,1,0,2.823729,,none,,0
TrialSpatialRotation,2,99,rahul_pilot,20,m,1523.276427,-1,0,,,none,,0
TrialSpatialRotation,2,100,rahul_pilot,20,m,1533.159266,2,2,1.619937,,none,,1
TrialSpatialRotation,2,101,rahul_pilot,20,m,1547.186632,1,2,2.37882,,none,,0
TrialSpatialRotation,2,102,rahul_pilot,20,m,1561.879148,0,0,1.950768,,none,,1
TrialSpatialRotation,2,103,rahul_pilot,20,m,1575.753272,-1,1,,,none,,0
TrialSpatialRotation,2,104,rahul_pilot,20,m,1585.803732,1,1,2.396705,,none,,1
TrialSpatialRotation,2,105,rahul_pilot,20,m,1601.312175,-1,0,,,none,,0
TrialSpatialRotation,2,106,rahul_pilot,20,m,1611.191519,2,0,2.563331,,none,,0
TrialSpatialRotation,2,107,rahul_pilot,20,m,1626.819499,2,2,2.246422,,none,,1
TrialSpatialRotation,2,108,rahul_pilot,20,m,1641.160356,1,1,2.707171,,none,,1
TrialSpatialRotation,2,109,rahul_pilot,20,m,1656.869186,0,1,2.335171,,none,,0
TrialSpatialRotation,2,110,rahul_pilot,20,m,1671.604862,1,1,1.768737,,none,,1
TrialSpatialRotation,2,111,rahul_pilot,20,m,1685.222556,1,1,1.483537,,none,,1
TrialSpatialRotation,2,112,rahul_pilot,20,m,1698.917127,1,1,2.404611,,none,,1
TrialSpatialRotation,2,128,rahul_pilot,20,m,2046.61896,2,2,2.406097,,none,2.0370744,1
TrialSpatialRotation,3,90,aan_pilot,20,f,1430.512752,1,1,2.262754,1,none,,1
TrialSpatialRotation,3,91,aan_pilot,20,f,1445.49542,-1,1,,,none,,0
TrialSpatialRotation,3,92,aan_pilot,20,f,1455.880172,1,1,2.317809,,none,,1
TrialSpatialRotation,3,93,aan_pilot,20,f,1470.690771,2,2,2.497361,,none,,1
TrialSpatialRotation,3,94,aan_pilot,20,f,1485.855484,1,1,2.507284,,none,,1
TrialSpatialRotation,3,95,aan_pilot,20,f,1501.343597,0,0,2.667488,,none,,1
TrialSpatialRotation,3,96,aan_pilot,20,f,1516.944768,1,1,2.95269,,none,,1
TrialSpatialRotation,3,97,aan_pilot,20,f,1533.304869,-1,2,,,none,,0
TrialSpatialRotation,3,98,aan_pilot,20,f,1543.646454,1,0,2.251348,,none,,0
TrialSpatialRotation,3,99,aan_pilot,20,f,1558.26365,2,0,2.580691,,none,,0
TrialSpatialRotation,3,100,aan_pilot,20,f,1574.193137,0,1,2.45917,,none,,0
TrialSpatialRotation,3,101,aan_pilot,20,f,1589.15698,1,1,1.764275,,none,,1
TrialSpatialRotation,3,102,aan_pilot,20,f,1603.244875,0,0,2.941778,,none,,1
TrialSpatialRotation,3,103,aan_pilot,20,f,1619.567768,1,1,2.006323,,none,,1
TrialSpatialRotation,3,104,aan_pilot,20,f,1633.433445,2,2,2.901107,,none,,1
TrialSpatialRotation,3,177,aan_pilot,20,f,2929.153542,0,2,2.580691,,none,,0
TrialSpatialRotation,3,137,dan_pilot,24,m,2132.626237,2,2,2.059392,1,none,,1
TrialSpatialRotation,3,138,dan_pilot,24,m,2147.507721,2,2,1.883314,,none,,1
TrialSpatialRotation,3,139,dan_pilot,24,m,2161.553458,2,2,2.165539,,none,,1
