type,occurence,index_raw,participant_id,participant_age,participant_gender,time_start,participant_ans,target_ans,response_time,changed_shifted,switch_type,first_switch_rt,accuracy
TrialDigitSpan,2,80,rahul_pilot,20,m,1255.098928,0,0,1.91605,,none,,1
TrialDigitSpan,2,81,rahul_pilot,20,m,1269.431834,0,0,2.526131,,none,,1
TrialDigitSpan,2,82,rahul_pilot,20,m,1284.543476,0,0,1.090737,,none,,1
TrialDigitSpan,2,83,rahul_pilot,20,m,1297.327911,1,1,1.886288,,none,,1
TrialDigitSpan,2,84,rahul_pilot,20,m,1311.190604,1,1,1.806435,,none,,1
TrialDigitSpan,2,85,rahul_pilot,20,m,1325.212072,1,1,1.802466,,none,,1
TrialDigitSpan,2,86,rahul_pilot,20,m,1339.545961,1,0,1.617457,,none,,0
TrialDigitSpan,2,87,rahul_pilot,20,m,1353.151748,1,1,2.16653,,none,,1
TrialDigitSpan,2,88,rahul_pilot,20,m,1367.348289,0,1,1.121955,,none,,0
TrialDigitSpan,2,89,rahul_pilot,20,m,1380.183778,1,1,2.121394,,none,,1
TrialDigitSpan,2,90,rahul_pilot,20,m,1394.832649,0,0,1.623904,,none,,1
TrialDigitSpan,2,91,rahul_pilot,20,m,1407.956838,1,1,2.170993,,none,,1
TrialDigitSpan,2,113,rahul_pilot,20,m,1713.987605,1,1,1.922002,,none,2.24093,1
TrialDigitSpan,3,163,aan_pilot,20,f,2612.97334,0,0,1.571329,1,none,,1
TrialDigitSpan,3,164,aan_pilot,20,f,2626.837057,2,2,1.930434,,none,,1
TrialDigitSpan,3,165,aan_pilot,20,f,2640.637244,0,0,1.985489,,none,,1
TrialDigitSpan,3,166,aan_pilot,20,f,2654.495992,1,1,1.230577,,none,,1
TrialDigitSpan,3,167,aan_pilot,20,f,2667.023971,0,0,1.529171,,none,,1
TrialDigitSpan,3,168,aan_pilot,20,f,2680.923887,2,2,2.127841,,none,,1
TrialDigitSpan,3,169,aan_pilot,20,f,2816.28888,-1,1,,,none,,0
TrialDigitSpan,3,170,aan_pilot,20,f,2826.547138,2,2,2.121888,,none,,1
TrialDigitSpan,3,171,aan_pilot,20,f,2840.554193,0,2,1.942834,,none,,0
TrialDigitSpan,3,172,aan_pilot,20,f,2855.000205,2,1,2.663523,,none,,0
TrialDigitSpan,3,173,aan_pilot,20,f,2870.382715,1,1,2.856468,,none,,1
TrialDigitSpan,3,174,aan_pilot,20,f,2886.533689,2,2,1.908609,,none,,1
TrialDigitSpan,3,175,aan_pilot,20,f,2900.961864,0,0,2.240434,,none,,1
TrialDigitSpan,3,176,aan_pilot,20,f,2915.98771,2,0,1.47805,,none,,0
TrialDigitSpan,3,197,aan_pilot,20,f,3215.410757,2,2,2.268209,,none,,1
TrialDigitSpan,3,157,dan_pilot,24,m,2407.779224,1,1,1.466176,1,none,,1
TrialDigitSpan,3,158,dan_pilot,24,m,2420.568233,2,2,1.377393,,none,,1
TrialDigitSpan,3,159,dan_pilot,24,m,2433.855093,2,2,1.166593,,none,,1
TrialDigitSpan,3,160,dan_pilot,24,m,2446.93264,2,2,1.42253,,none,,1
TrialDigitSpan,3,161,dan_pilot,24,m,2460.477918,0,0,0.888337,,none,,1
TrialDigitSpan,3,162,dan_pilot,24,m,2472.894794,1,1,1.375905,,none,,1
TrialDigitSpan,3,163,dan_pilot,24,m,2486.258532,0,0,1.628369,,none,,1
TrialDigitSpan,3,164,dan_pilot,24,m,2499.873249,0,0,2.095105,,none,,1
TrialDigitSpan,3,165,dan_pilot,24,m,2635.044362,2,2,1.386817,,none,,1
TrialDigitSpan,3,166,dan_pilot,24,m,2648.03528,0,0,1.673507,,none,,1
TrialDigitSpan,3,167,dan_pilot,24,m,2661.962982,2,2,1.266289,,none,,1
TrialDigitSpan,3,168,dan_pilot,24,m,2674.685404,2,2,0.812943,,none,,1
TrialDigitSpan,3,169,dan_pilot,24,m,2686.853792,2,2,1.928451,,none,,1
TrialDigitSpan,3,170,dan_pilot,24,m,2700.91197,1,1,1.775683,,none,,1
TrialDigitSpan,3,171,dan_pilot,24,m,2714.469151,0,0,1.634819,,none,,1
TrialDigitSpan,3,172,dan_pilot,24,m,2727.827437,0,0,1.198833,,none,,1
TrialDigitSpan,3,173,dan_pilot,24,m,2740.349956,2,2,1.075329,,none,,1
TrialDigitSpan,3,192,dan_pilot,24,m,3018.914718,0,0,1.07232,,none,,1
TrialDigitSpan,3,130,gus_pilot,26,m,2094.169516,0,0,1.678465,1,none,,1
TrialDigitSpan,3,131,gus_pilot,26,m,2107.838832,1,1,1.953778,,none,,1
TrialDigitSpan,3,132,gus_pilot,26,m,2121.912862,2,2,1.609025,,none,,1
TrialDigitSpan,3,133,gus_pilot,26,m,2135.647067,2,2,1.386322,,none,,1
TrialDigitSpan,3,134,gus_pilot,26,m,2149.317821,0,0,1.688385,,none,,1
TrialDigitSpan,3,135,gus_pilot,26,m,2163.478643,0,0,1.6616,,none,,1
TrialDigitSpan,3,136,gus_pilot,26,m,2177.761464,2,2,1.590178,,none,,1
TrialDigitSpan,3,137,gus_pilot,26,m,2191.427266,2,2,1.631345,,none,,1
TrialDigitSpan,3,138,gus_pilot,26,m,2204.94179,1,1,1.327793,,none,,1
TrialDigitSpan,3,139,gus_pilot,26,m,2217.662219,2,2,1.838178,,none,,1
TrialDigitSpan,3,140,gus_pilot,26,m,2231.409366,1,1,1.140801,,none,,1
TrialDigitSpan,3,141,gus_pilot,26,m,2243.882785,0,0,2.130322,,none,,1
TrialDigitSpan,3,142,gus_pilot,26,m,2257.982094,1,1,2.073778,,none,,1
TrialDigitSpan,3,143,gus_pilot,26,m,2272.844748,2,2,2.162067,,none,,1
TrialDigitSpan,3,144,gus_pilot,26,m,2287.821988,1,1,1.736992,,none,,1
TrialDigitSpan,3,145,gus_pilot,26,m,2301.637573,0,0,1.655649,,none,,1
TrialDigitSpan,3,167,gus_pilot,26,m,2619.969666,2,2,1.817344,,none,,1
TrialDigitSpan,3,142,hazel_pilot,25,f,2261.080967,0,0,2.171491,1,none,,1
TrialDigitSpan,3,143,hazel_pilot,25,f,2275.78455,2,2,0.999937,,none,,1
TrialDigitSpan,3,144,hazel_pilot,25,f,2287.694035,-1,1,,,none,,0
TrialDigitSpan,3,145,hazel_pilot,25,f,2297.591202,1,0,2.614418,,none,,0
TrialDigitSpan,3,146,hazel_pilot,25,f,2313.133391,1,1,1.028704,,none,,1
TrialDigitSpan,3,147,hazel_pilot,25,f,2325.495237,1,1,1.551986,,none,,1
TrialDigitSpan,3,148,hazel_pilot,25,f,2339.099496,1,1,2.235971,,none,,1
TrialDigitSpan,3,149,hazel_pilot,25,f,2354.271656,1,1,1.279185,,none,,1
TrialDigitSpan,3,150,hazel_pilot,25,f,2367.1412,1,1,1.206271,,none,,1
TrialDigitSpan,3,151,hazel_pilot,25,f,2380.213661,1,1,1.536609,,none,,1
TrialDigitSpan,3,152,hazel_pilot,25,f,2393.327415,1,1,1.933409,,none,,1
TrialDigitSpan,3,153,hazel_pilot,25,f,2407.000166,0,0,2.2072,,none,,1
TrialDigitSpan,3,154,hazel_pilot,25,f,2421.677315,2,2,1.771714,,none,,1
TrialDigitSpan,3,155,hazel_pilot,25,f,2435.313945,2,2,1.677971,,none,,1
TrialDigitSpan,3,156,hazel_pilot,25,f,2448.983699,2,2,2.149667,,none,,1
TrialDigitSpan,3,157,hazel_pilot,25,f,2463.993172,0,0,1.564386,,none,,1
TrialDigitSpan,3,158,hazel_pilot,25,f,2477.171441,0,0,2.382785,,none,,1
TrialDigitSpan,3,159,hazel_pilot,25,f,2491.876828,2,2,1.102113,,none,,1
TrialDigitSpan,3,180,hazel_pilot,25,f,2900.29362,0,0,1.636306,,none,,1
TrialDigitSpan,3,126,henry_pilot,26,m,1996.893438,-1,0,,1,none,,0
TrialDigitSpan,3,127,henry_pilot,26,m,2006.606592,0,0,1.26133,,none,,1
TrialDigitSpan,3,128,henry_pilot,26,m,2019.784839,0,0,1.249425,,none,,1
TrialDigitSpan,3,129,henry_pilot,26,m,2032.889159,2,2,0.929009,,none,,1
TrialDigitSpan,3,130,henry_pilot,26,m,2045.522799,0,0,0.656705,,none,,1
TrialDigitSpan,3,131,henry_pilot,26,m,2056.939731,0,0,0.933968,,none,,1
TrialDigitSpan,3,132,henry_pilot,26,m,2069.429024,2,2,0.977122,,none,,1
TrialDigitSpan,3,133,henry_pilot,26,m,2081.902932,0,0,0.983041,,none,,1
TrialDigitSpan,3,134,henry_pilot,26,m,2094.064862,2,2,0.784673,,none,,1
TrialDigitSpan,3,135,henry_pilot,26,m,2105.620188,1,1,2.055921,,none,,1
TrialDigitSpan,3,136,henry_pilot,26,m,2119.811254,2,2,1.420049,,none,,1
TrialDigitSpan,3,137,henry_pilot,26,m,2133.547984,0,0,1.017794,,none,,1
TrialDigitSpan,3,138,henry_pilot,26,m,2146.156813,0,0,0.632896,,none,,1
TrialDigitSpan,3,139,henry_pilot,26,m,2157.332201,0,0,1.534626,,none,,1
TrialDigitSpan,3,175,henry_pilot,26,m,2781.353984,1,1,1.927953,,none,,1
TrialDigitSpan,3,145,jess_pilot,21,f,2317.248234,0,0,1.93982,1,none,,1
TrialDigitSpan,3,146,jess_pilot,21,f,2331.747475,-1,2,,,none,,0
TrialDigitSpan,3,147,jess_pilot,21,f,2341.381335,0,0,1.746912,,none,,1
TrialDigitSpan,3,148,jess_pilot,21,f,2354.999153,1,1,1.399215,,none,,1
TrialDigitSpan,3,149,jess_pilot,21,f,2368.087581,1,1,2.239934,,none,,1
TrialDigitSpan,3,150,jess_pilot,21,f,2383.191478,2,2,2.433389,,none,,1
TrialDigitSpan,3,151,jess_pilot,21,f,2398.155657,2,0,2.729484,,none,,0
TrialDigitSpan,3,152,jess_pilot,21,f,2413.45796,1,1,2.183389,,none,,1
TrialDigitSpan,3,153,jess_pilot,21,f,2427.769214,1,0,1.65267,,none,,0
TrialDigitSpan,3,154,jess_pilot,21,f,2441.727196,0,0,2.767677,,none,,1
TrialDigitSpan,3,155,jess_pilot,21,f,2457.01018,2,2,2.28755,,none,,1
TrialDigitSpan,3,156,jess_pilot,21,f,2471.554369,-1,2,,,none,,0
TrialDigitSpan,3,157,jess_pilot,21,f,2481.626632,0,0,1.920982,,none,,1
TrialDigitSpan,3,158,jess_pilot,21,f,2495.738042,2,2,1.79003,,none,,1
TrialDigitSpan,3,178,jess_pilot,21,f,2916.265906,1,1,2.385757,,none,,1
TrialDigitSpan,3,119,pete_pilot,31,m,1766.059928,2,2,1.517265,1,none,,1
TrialDigitSpan,3,120,pete_pilot,31,m,1779.258555,0,0,1.331266,,none,,1
TrialDigitSpan,3,121,pete_pilot,31,m,1792.580628,0,2,1.066896,,none,,0
TrialDigitSpan,3,122,pete_pilot,31,m,1805.022137,2,2,1.425505,,none,,1
TrialDigitSpan,3,123,pete_pilot,31,m,1818.438961,2,2,1.962178,,none,,1
TrialDigitSpan,3,124,pete_pilot,31,m,1832.910258,2,2,1.306959,,none,,1
TrialDigitSpan,3,125,pete_pilot,31,m,1846.031006,2,2,1.143777,,none,,1
TrialDigitSpan,3,126,pete_pilot,31,m,1858.34674,2,2,1.400209,,none,,1
TrialDigitSpan,3,127,pete_pilot,31,m,1991.563972,0,0,1.351601,,none,,1
TrialDigitSpan,3,128,pete_pilot,31,m,2004.040864,1,1,1.334739,,none,,1
TrialDigitSpan,3,129,pete_pilot,31,m,2016.961676,2,2,1.388305,,none,,1
TrialDigitSpan,3,130,pete_pilot,31,m,2030.427725,0,0,1.706738,,none,,1
TrialDigitSpan,3,131,pete_pilot,31,m,2044.55435,1,1,1.428976,,none,,1
TrialDigitSpan,3,132,pete_pilot,31,m,2057.690921,0,0,1.119969,,none,,1
TrialDigitSpan,3,133,pete_pilot,31,m,2069.994213,2,2,1.081282,,none,,1
TrialDigitSpan,3,134,pete_pilot,31,m,2082.880313,1,1,1.282656,,none,,1
TrialDigitSpan,3,135,pete_pilot,31,m,2095.339837,2,2,1.357553,,none,,1
TrialDigitSpan,3,210,pete_pilot,31,m,3268.275954,2,2,1.168577,,none,,1
TrialDigitSpan,3,114,rahul_pilot,20,m,1727.755584,2,2,2.017234,1,none,,1
TrialDigitSpan,3,115,rahul_pilot,20,m,1742.010179,0,0,1.474143,,none,,1
TrialDigitSpan,3,116,rahul_pilot,20,m,1754.85209,0,0,2.092131,,none,,1
TrialDigitSpan,3,117,rahul_pilot,20,m,1769.061514,2,2,1.783122,,none,,1
TrialDigitSpan,3,118,rahul_pilot,20,m,1782.852306,1,2,2.090147,,none,,0
TrialDigitSpan,3,119,rahul_pilot,20,m,1797.084055,2,2,2.202738,,none,,1
TrialDigitSpan,3,120,rahul_pilot,20,m,1932.468922,2,2,1.427488,,none,,1
TrialDigitSpan,3,121,rahul_pilot,20,m,1945.776117,0,0,1.469153,,none,,1
TrialDigitSpan,3,122,rahul_pilot,20,m,1959.201885,2,2,2.050962,,none,,1
TrialDigitSpan,3,123,rahul_pilot,20,m,1974.070968,0,0,1.220161,,none,,1
TrialDigitSpan,3,124,rahul_pilot,20,m,1986.518099,2,2,1.871907,,none,,1
TrialDigitSpan,3,125,rahul_pilot,20,m,2000.781079,1,1,2.396178,,none,,1
TrialDigitSpan,3,126,rahul_pilot,20,m,2016.073799,0,0,2.0004,,none,,1
TrialDigitSpan,3,127,rahul_pilot,20,m,2030.67106,0,0,2.888707,,none,,1
TrialDigitSpan,3,200,rahul_pilot,20,m,3216.878445,2,2,1.907617,,none,1.571329,1
TrialDigitSpan,4,198,aan_pilot,20,f,3230.033892,1,1,2.221091,1,none,,1
TrialDigitSpan,4,199,aan_pilot,20,f,3244.424288,2,2,2.073778,,none,,1
TrialDigitSpan,4,200,aan_pilot,20,f,3258.637684,1,0,2.624835,,none,,0
TrialDigitSpan,4,201,aan_pilot,20,f,3274.308812,0,0,2.369395,,none,,1
TrialDigitSpan,4,202,aan_pilot,20,f,3289.025143,1,2,2.91549,,none,,0
TrialDigitSpan,4,203,aan_pilot,20,f,3304.80409,2,0,1.594642,,none,,0
TrialDigitSpan,4,204,aan_pilot,20,f,3317.86625,2,2,2.641202,,none,,1
TrialDigitSpan,4,205,aan_pilot,20,f,3333.772548,2,2,1.58968,,none,,1
TrialDigitSpan,4,206,aan_pilot,20,f,3347.290483,1,1,2.68485,,none,,1
TrialDigitSpan,4,207,aan_pilot,20,f,3363.25975,1,1,2.096593,,none,,1
TrialDigitSpan,4,208,aan_pilot,20,f,3377.67299,1,0,2.791987,,none,,0
TrialDigitSpan,4,209,aan_pilot,20,f,3393.389765,-1,2,,,none,,0
TrialDigitSpan,4,210,aan_pilot,20,f,3403.628704,1,1,2.445779,,none,,1
TrialDigitSpan,4,211,aan_pilot,20,f,3418.714561,1,1,1.243968,,none,,1
TrialDigitSpan,4,193,dan_pilot,24,m,3031.236052,2,2,1.348623,1,none,,1
TrialDigitSpan,4,194,dan_pilot,24,m,3043.824549,1,1,1.282656,,none,,1
TrialDigitSpan,4,195,dan_pilot,24,m,3056.325269,1,2,2.308882,,none,,0
TrialDigitSpan,4,196,dan_pilot,24,m,3071.168552,1,1,1.933409,,none,,1
TrialDigitSpan,4,197,dan_pilot,24,m,3085.4117,0,0,1.609026,,none,,1
TrialDigitSpan,4,198,dan_pilot,24,m,3099.19704,1,1,1.651682,,none,,1
TrialDigitSpan,4,199,dan_pilot,24,m,3112.371324,2,2,1.772178,,none,,1
TrialDigitSpan,4,200,dan_pilot,24,m,3126.560889,1,1,2.390692,,none,,1
TrialDigitSpan,4,201,dan_pilot,24,m,3141.579851,2,2,1.171055,,none,,1
TrialDigitSpan,4,202,dan_pilot,24,m,3154.446182,1,1,1.868433,,none,,1
TrialDigitSpan,4,203,dan_pilot,24,m,3168.033132,-1,2,,,none,,0
TrialDigitSpan,4,204,dan_pilot,24,m,3178.50369,1,1,1.296049,,none,,1
TrialDigitSpan,4,205,dan_pilot,24,m,3191.59959,0,0,1.667058,,none,,1
TrialDigitSpan,4,206,dan_pilot,24,m,3205.416674,2,2,1.301009,,none,,1
TrialDigitSpan,4,207,dan_pilot,24,m,3217.72692,2,2,1.141791,,none,,1
TrialDigitSpan,4,208,dan_pilot,24,m,3230.443865,0,0,1.966642,,none,,1
TrialDigitSpan,4,209,dan_pilot,24,m,3244.630471,0,0,1.525203,,none,,1
TrialDigitSpan,4,168,gus_pilot,26,m,2633.488185,0,0,1.368961,1,none,,1
TrialDigitSpan,4,169,gus_pilot,26,m,2646.100952,1,1,1.250944,,none,,1
TrialDigitSpan,4,170,gus_pilot,26,m,2658.752932,2,2,1.887282,,none,,1
TrialDigitSpan,4,171,gus_pilot,26,m,2672.837858,2,2,1.429474,,none,,1
TrialDigitSpan,4,172,gus_pilot,26,m,2685.976925,0,0,1.316881,,none,,1
TrialDigitSpan,4,173,gus_pilot,26,m,2699.023708,1,1,1.291554,,none,,1
TrialDigitSpan,4,174,gus_pilot,26,m,2712.138999,0,0,1.067889,,none,,1
TrialDigitSpan,4,175,gus_pilot,26,m,2724.363878,2,2,1.772209,,none,,1
TrialDigitSpan,4,176,gus_pilot,26,m,2861.840313,0,0,2.05893,,none,,1
TrialDigitSpan,4,177,gus_pilot,26,m,2876.568556,1,1,1.70875,,none,,1
TrialDigitSpan,4,178,gus_pilot,26,m,2890.708532,0,0,1.684913,,none,,1
TrialDigitSpan,4,179,gus_pilot,26,m,2904.572251,1,1,2.758724,,none,,1
TrialDigitSpan,4,180,gus_pilot,26,m,2920.406106,0,0,1.934403,,none,,1
TrialDigitSpan,4,181,gus_pilot,26,m,2934.92353,1,1,2.162066,,none,,1
TrialDigitSpan,4,182,gus_pilot,26,m,2949.579322,0,0,1.778163,,none,,1
TrialDigitSpan,4,183,gus_pilot,26,m,2963.778326,-1,1,,,none,,0
TrialDigitSpan,4,184,gus_pilot,26,m,2974.164086,0,0,2.315329,,none,,1
TrialDigitSpan,4,185,gus_pilot,26,m,2989.008379,0,0,1.520737,,none,,1
TrialDigitSpan,4,181,hazel_pilot,25,f,2913.681576,2,2,2.400145,1,none,,1
TrialDigitSpan,4,182,hazel_pilot,25,f,2928.278373,0,0,1.858513,,none,,1
TrialDigitSpan,4,183,hazel_pilot,25,f,2942.600593,1,1,2.689313,,none,,1
TrialDigitSpan,4,184,hazel_pilot,25,f,2958.322442,2,2,2.380771,,none,,1
TrialDigitSpan,4,185,hazel_pilot,25,f,2973.010504,0,0,1.866419,,none,,1
TrialDigitSpan,4,186,hazel_pilot,25,f,2987.173985,0,0,1.872401,,none,,1
TrialDigitSpan,4,187,hazel_pilot,25,f,3001.44243,0,0,2.116466,,none,,1
TrialDigitSpan,4,188,hazel_pilot,25,f,3016.120755,2,2,1.644738,,none,,1
TrialDigitSpan,4,189,hazel_pilot,25,f,3029.714622,2,2,1.724595,,none,,1
TrialDigitSpan,4,190,hazel_pilot,25,f,3043.85857,1,1,2.559858,,none,,1
TrialDigitSpan,4,191,hazel_pilot,25,f,3058.888908,1,1,2.52861,,none,,1
TrialDigitSpan,4,192,hazel_pilot,25,f,3074.298774,1,0,1.895217,,none,,0
TrialDigitSpan,4,193,hazel_pilot,25,f,3088.832092,2,2,2.321281,,none,,1
TrialDigitSpan,4,194,hazel_pilot,25,f,3103.418602,1,1,2.538499,,none,,1
TrialDigitSpan,4,195,hazel_pilot,25,f,3118.680536,2,2,1.528176,,none,,1
TrialDigitSpan,4,176,henry_pilot,26,m,2795.984014,2,2,1.904611,1,none,,1
TrialDigitSpan,4,177,henry_pilot,26,m,2810.170651,2,2,1.283153,,none,,1
TrialDigitSpan,4,178,henry_pilot,26,m,2823.447062,2,2,1.731537,,none,,1
TrialDigitSpan,4,179,henry_pilot,26,m,2837.54786,0,0,1.11749,,none,,1
TrialDigitSpan,4,180,henry_pilot,26,m,2850.088744,1,1,2.202739,,none,,1
TrialDigitSpan,4,181,henry_pilot,26,m,2864.291732,1,1,1.588194,,none,,1
TrialDigitSpan,4,182,henry_pilot,26,m,2877.756661,0,0,1.635312,,none,,1
TrialDigitSpan,4,183,henry_pilot,26,m,2891.05341,2,2,1.607537,,none,,1
TrialDigitSpan,4,184,henry_pilot,26,m,2904.533711,0,0,0.754381,,none,,1
TrialDigitSpan,4,185,henry_pilot,26,m,2916.658466,0,0,1.16312,,none,,1
TrialDigitSpan,4,186,henry_pilot,26,m,2929.726564,2,2,1.50437,,none,,1
TrialDigitSpan,4,187,henry_pilot,26,m,2943.517857,0,0,0.831792,,none,,1
TrialDigitSpan,4,188,henry_pilot,26,m,2955.832563,2,2,1.615473,,none,,1
TrialDigitSpan,4,189,henry_pilot,26,m,2969.171992,2,2,1.670995,,none,,1
TrialDigitSpan,4,190,henry_pilot,26,m,2982.844769,1,1,1.619441,,none,,1
TrialDigitSpan,4,191,henry_pilot,26,m,2996.872155,0,0,1.062433,,none,,1
TrialDigitSpan,4,192,henry_pilot,26,m,3009.550921,0,0,0.781695,,none,,1
TrialDigitSpan,4,193,henry_pilot,26,m,3021.548675,1,1,1.27472,,none,,1
TrialDigitSpan,4,194,henry_pilot,26,m,3034.091011,1,1,1.218175,,none,,1
TrialDigitSpan,4,195,henry_pilot,26,m,3046.708295,1,1,1.626882,,none,,1
TrialDigitSpan,4,179,jess_pilot,21,f,2930.84723,2,2,2.072283,1,none,,1
TrialDigitSpan,4,180,jess_pilot,21,f,2945.259171,-1,0,,,none,,0
TrialDigitSpan,4,181,jess_pilot,21,f,2955.531143,1,1,1.305968,,none,,1
TrialDigitSpan,4,182,jess_pilot,21,f,2968.539227,1,0,2.817244,,none,,0
TrialDigitSpan,4,183,jess_pilot,21,f,2984.642369,1,1,2.290028,,none,,1
TrialDigitSpan,4,184,jess_pilot,21,f,2999.552501,1,1,2.827209,,none,,1
TrialDigitSpan,4,185,jess_pilot,21,f,3015.172376,-1,2,,,none,,0
TrialDigitSpan,4,186,jess_pilot,21,f,3025.023534,0,0,2.187355,,none,,1
TrialDigitSpan,4,187,jess_pilot,21,f,3039.350904,1,1,1.583726,,none,,1
TrialDigitSpan,4,188,jess_pilot,21,f,3052.544725,-1,2,,,none,,0
TrialDigitSpan,4,189,jess_pilot,21,f,3063.060131,2,2,1.866445,,none,,1
TrialDigitSpan,4,190,jess_pilot,21,f,3077.456942,1,1,2.198767,,none,,1
TrialDigitSpan,4,191,jess_pilot,21,f,3091.929346,2,2,2.23547,,none,,1
TrialDigitSpan,4,192,jess_pilot,21,f,3106.913218,2,2,1.536575,,none,,1
TrialDigitSpan,4,193,jess_pilot,21,f,3120.061558,1,2,1.975567,,none,,0
TrialDigitSpan,4,194,jess_pilot,21,f,3134.533133,0,0,1.601583,,none,,1
TrialDigitSpan,4,195,jess_pilot,21,f,3148.389459,-1,1,,,none,,0
TrialDigitSpan,4,211,pete_pilot,31,m,3281.207671,1,1,1.751378,1,none,,1
TrialDigitSpan,4,212,pete_pilot,31,m,3295.15967,2,2,1.369951,,none,,1
TrialDigitSpan,4,213,pete_pilot,31,m,3308.637274,0,0,1.312416,,none,,1
TrialDigitSpan,4,214,pete_pilot,31,m,3321.113431,2,2,1.179488,,none,,1
TrialDigitSpan,4,215,pete_pilot,31,m,3333.985584,2,2,2.080227,,none,,1
TrialDigitSpan,4,216,pete_pilot,31,m,3348.548145,1,1,1.38784,,none,,1
TrialDigitSpan,4,217,pete_pilot,31,m,3361.436718,1,1,1.350611,,none,,1
TrialDigitSpan,4,218,pete_pilot,31,m,3374.470798,1,1,1.363007,,none,,1
TrialDigitSpan,4,219,pete_pilot,31,m,3387.678813,0,0,1.27968,,none,,1
TrialDigitSpan,4,220,pete_pilot,31,m,3400.540647,2,2,1.296048,,none,,1
TrialDigitSpan,4,221,pete_pilot,31,m,3413.427176,2,2,1.333745,,none,,1
TrialDigitSpan,4,222,pete_pilot,31,m,3425.843049,1,1,1.150225,,none,,1
TrialDigitSpan,4,223,pete_pilot,31,m,3438.853646,1,1,1.34069,,none,,1
TrialDigitSpan,4,224,pete_pilot,31,m,3452.101846,2,2,1.067393,,none,,1
TrialDigitSpan,4,225,pete_pilot,31,m,3464.824754,2,2,1.352593,,none,,1
TrialDigitSpan,4,226,pete_pilot,31,m,3477.835377,1,1,1.193376,,none,,1
TrialDigitSpan,4,227,pete_pilot,31,m,3490.252711,2,2,1.689871,,none,,1
TrialDigitSpan,4,228,pete_pilot,31,m,3503.65764,0,0,1.026224,,none,,1
TrialDigitSpan,4,229,pete_pilot,31,m,3516.235198,1,1,1.594114,,none,,1
TrialDigitSpan,4,201,rahul_pilot,20,m,3231.4435,0,0,1.487537,1,none,,1
TrialDigitSpan,4,202,rahul_pilot,20,m,3244.698608,1,1,1.946304,,none,,1
TrialDigitSpan,4,203,rahul_pilot,20,m,3258.542996,1,1,1.72509,,none,,1
TrialDigitSpan,4,204,rahul_pilot,20,m,3272.128922,1,1,2.03757,,none,,1
TrialDigitSpan,4,205,rahul_pilot,20,m,3286.964291,0,0,1.661106,,none,,1
TrialDigitSpan,4,206,rahul_pilot,20,m,3300.759554,2,2,1.971602,,none,,1
TrialDigitSpan,4,207,rahul_pilot,20,m,3315.510129,0,0,1.272736,,none,,1
TrialDigitSpan,4,208,rahul_pilot,20,m,3328.371405,1,2,1.936386,,none,,0
TrialDigitSpan,4,209,rahul_pilot,20,m,3342.863568,1,1,1.856065,,none,,1
TrialDigitSpan,4,210,rahul_pilot,20,m,3356.977236,2,2,2.545474,,none,,1
TrialDigitSpan,4,211,rahul_pilot,20,m,3372.699953,-1,0,,,none,,0
TrialDigitSpan,4,212,rahul_pilot,20,m,3382.782156,-1,1,,,none,,0
TrialDigitSpan,4,213,rahul_pilot,20,m,3393.092019,1,2,2.604994,,none,,0
TrialDigitSpan,4,214,rahul_pilot,20,m,3408.679825,2,2,2.055921,,none,,1
TrialDigitSpan,4,215,rahul_pilot,20,m,3422.878835,0,0,1.306001,,none,,1
TrialDigitSpan,4,216,rahul_pilot,20,m,3435.848746,2,2,1.962674,,none,,1
TrialDigitSpan,4,217,rahul_pilot,20,m,3449.714934,2,2,1.880339,,none,2.221091,1
TrialSpatialRotation,0,1,aan_pilot,20,f,18.07625794,1,1,2.19380784,,none,,1
TrialSpatialRotation,0,70,dan_pilot,24,m,1072.967851,2,2,2.229523,,none,,1
TrialSpatialRotation,0,41,gus_pilot,26,m,582.680392,-1,2,,,none,,0
TrialSpatialRotation,0,35,hazel_pilot,25,f,509.892575,1,2,2.0301295,,none,,0
TrialSpatialRotation,0,41,henry_pilot,26,m,581.643357,0,1,2.6491384,,none,,0
TrialSpatialRotation,0,19,jess_pilot,21,f,267.3240552,1,0,2.6783672,,none,,0
TrialSpatialRotation,0,1,pete_pilot,31,m,11.95066071,2,0,1.47212959,,none,,0
TrialSpatialRotation,0,21,rahul_pilot,20,m,287.8067784,2,2,2.8236988,,none,2.19380784,1
TrialSpatialRotation,1,2,aan_pilot,20,f,32.58028555,1,2,2.58812856,1,none,,0
TrialSpatialRotation,1,3,aan_pilot,20,f,47.63757515,2,2,1.72260999,,none,,1
TrialSpatialRotation,1,4,aan_pilot,20,f,61.62824726,0,0,1.89971304,,none,,1
TrialSpatialRotation,1,5,aan_pilot,20,f,75.81435466,1,1,2.48000026,,none,,1
TrialSpatialRotation,1,6,aan_pilot,20,f,91.10817385,0,0,2.32029032,,none,,1
TrialSpatialRotation,1,7,aan_pilot,20,f,106.3552256,1,1,0.9319842,,none,,1
TrialSpatialRotation,1,8,aan_pilot,20,f,118.8559246,0,0,2.8738243,,none,,1
TrialSpatialRotation,1,9,aan_pilot,20,f,135.2249396,2,0,2.7488341,,none,,0
TrialSpatialRotation,1,10,aan_pilot,20,f,151.1472127,1,1,1.9869778,,none,,1
TrialSpatialRotation,1,11,aan_pilot,20,f,165.1651683,0,0,2.4636355,,none,,1
