,participant_id,block,type,response_time,accuracy,switch_type,occurence
76,danielle_pilot,1.0,TrialSpatialSpan,1.9836947917938232,0,none,3.0
77,danielle_pilot,2.0,TrialDigitSpan,0.768944501876831,1,SS-DS,1.0
78,danielle_pilot,2.0,TrialDigitSpan,1.3424096107485184,1,none,1.0
79,danielle_pilot,2.0,TrialDigitSpan,2.039546966553189,1,none,1.0
80,danielle_pilot,2.0,TrialDigitSpan,1.4690701961517334,1,none,1.0
81,danielle_pilot,2.0,TrialDigitSpan,2.0844266414642334,1,none,1.0
82,danielle_pilot,2.0,TrialDigitSpan,2.0285747051239014,0,none,1.0
83,danielle_pilot,2.0,TrialDigitSpan,1.0771183967588058,1,none,1.0
84,danielle_pilot,2.0,TrialSpatialRotation,1.99666094779991,1,NONE-SR,1.0
85,danielle_pilot,2.0,TrialSpatialRotation,3.0,0,none,1.0
86,danielle_pilot,2.0,TrialSpatialRotation,1.7563025951385498,1,none,1.0
87,danielle_pilot,2.0,TrialSpatialRotation,2.2838909626002533,0,none,1.0
88,danielle_pilot,2.0,TrialSpatialRotation,1.5378854274747482,1,SS-SR,2.0
89,danielle_pilot,2.0,TrialSpatialRotation,2.373651266097795,0,none,2.0
90,danielle_pilot,2.0,TrialSpatialRotation,2.24000954627968,1,none,2.0
91,danielle_pilot,2.0,TrialSpatialRotation,2.5092868804929367,0,none,2.0
92,danielle_pilot,2.0,TrialSpatialRotation,1.9447999000547043,1,none,2.0
93,danielle_pilot,2.0,TrialSpatialRotation,2.636947870254744,0,none,2.0
94,danielle_pilot,2.0,TrialSpatialRotation,1.6805036067962646,1,none,2.0
95,danielle_pilot,2.0,TrialSpatialRotation,3.0,0,none,2.0
96,danielle_pilot,2.0,TrialSpatialRotation,1.7582979202268234,1,SS-SR,3.0
97,danielle_pilot,2.0,TrialSpatialRotation,3.0,0,none,3.0
98,danielle_pilot,2.0,TrialSpatialRotation,1.7882175445558914,1,none,3.0
99,danielle_pilot,2.0,TrialSpatialRotation,1.5578336715698242,1,none,3.0
100,danielle_pilot,2.0,TrialSpatialRotation,3.0,0,none,3.0
101,danielle_pilot,2.0,TrialSpatialRotation,1.7642793655395508,1,none,3.0
102,danielle_pilot,2.0,TrialSpatialRotation,1.6076996326446533,1,none,3.0
103,danielle_pilot,2.0,TrialSpatialRotation,1.5079658031463623,1,none,3.0
104,danielle_pilot,2.0,TrialSpatialRotation,1.7004520893096924,1,SS-SR,4.0
105,danielle_pilot,2.0,TrialSpatialRotation,1.8988893032073975,1,none,4.0
106,danielle_pilot,2.0,TrialSpatialRotation,1.8999500274658203,1,none,4.0
107,danielle_pilot,2.0,TrialSpatialRotation,1.9846925735475907,1,none,4.0
108,danielle_pilot,2.0,TrialSpatialRotation,1.7663068771362305,1,none,4.0
109,danielle_pilot,2.0,TrialSpatialRotation,1.4910120964050293,1,none,4.0
110,danielle_pilot,2.0,TrialSpatialRotation,1.2686092853546143,1,none,4.0
111,danielle_pilot,2.0,TrialSpatialRotation,2.3457252979278564,1,none,4.0
112,danielle_pilot,2.0,TrialSpatialRotation,1.5977272987365723,1,DS-SR,5.0
113,danielle_pilot,2.0,TrialSpatialRotation,2.284888982772827,1,none,5.0
114,danielle_pilot,2.0,TrialSpatialRotation,1.4301762580873856,0,none,5.0
115,danielle_pilot,2.0,TrialSpatialRotation,2.153240919112932,0,none,5.0
116,danielle_pilot,2.0,TrialSpatialSpan,1.9308364391326904,0,SR-SS,1.0
117,danielle_pilot,2.0,TrialSpatialSpan,2.0854225158689133,1,none,1.0
118,danielle_pilot,2.0,TrialSpatialSpan,1.8101580142974854,0,none,1.0
119,danielle_pilot,2.0,TrialSpatialSpan,2.2709250450134277,0,none,1.0
120,danielle_pilot,2.0,TrialSpatialSpan,1.9737210273742676,1,none,1.0
121,danielle_pilot,2.0,TrialSpatialSpan,1.6106932163238525,1,none,1.0
122,danielle_pilot,2.0,TrialSpatialSpan,2.3307685852048508,1,SR-SS,2.0
123,danielle_pilot,2.0,TrialSpatialSpan,2.3347558975219727,0,none,2.0
124,danielle_pilot,2.0,TrialSpatialSpan,2.386617422103882,0,none,2.0
125,danielle_pilot,2.0,TrialSpatialSpan,1.7174057960510254,1,none,2.0
126,danielle_pilot,2.0,TrialSpatialSpan,2.280900239944458,1,none,2.0
127,danielle_pilot,2.0,TrialSpatialSpan,1.6625235080718994,0,none,2.0
128,danielle_pilot,2.0,TrialSpatialSpan,1.7912116050720215,1,none,2.0
129,danielle_pilot,2.0,TrialSpatialSpan,1.591741323470842,1,SR-SS,3.0
130,danielle_pilot,2.0,TrialSpatialSpan,1.7582981586456299,1,none,3.0
131,danielle_pilot,2.0,TrialSpatialSpan,1.6525797843933105,1,none,3.0
132,danielle_pilot,2.0,TrialSpatialSpan,1.500985860824585,1,none,3.0
133,danielle_pilot,2.0,TrialSpatialSpan,1.833099126815796,1,none,3.0
134,danielle_pilot,2.0,TrialSpatialSpan,3.0,0,none,3.0
135,danielle_pilot,2.0,TrialSpatialSpan,1.4192039966583252,0,none,3.0
136,danielle_pilot,2.0,TrialSpatialSpan,1.5857586860656738,1,SR-SS,4.0
137,danielle_pilot,2.0,TrialSpatialSpan,2.203108072281111,1,none,4.0
138,danielle_pilot,2.0,TrialSpatialSpan,1.8171415328970397,1,none,4.0
139,danielle_pilot,2.0,TrialSpatialSpan,3.0,0,none,4.0
140,danielle_pilot,2.0,TrialSpatialSpan,1.9517803192138672,0,none,4.0
141,danielle_pilot,2.0,TrialSpatialSpan,1.937819480895996,0,none,4.0
142,danielle_pilot,2.0,TrialSpatialSpan,1.9876825809476486,0,none,4.0
143,danielle_pilot,3.0,TrialDigitSpan,1.106042146683194,1,SR-DS,1.0
144,danielle_pilot,3.0,TrialDigitSpan,1.6465961933131439,1,none,1.0
145,danielle_pilot,3.0,TrialDigitSpan,1.2087678909306305,1,none,1.0
146,danielle_pilot,3.0,TrialDigitSpan,1.6057057380671722,1,none,1.0
147,danielle_pilot,3.0,TrialDigitSpan,1.808164358139038,1,none,1.0
148,danielle_pilot,3.0,TrialDigitSpan,1.680476665497281,1,none,1.0
149,danielle_pilot,3.0,TrialDigitSpan,1.1249911785125732,1,SS-DS,2.0
150,danielle_pilot,3.0,TrialDigitSpan,1.5548436641693115,1,none,2.0
151,danielle_pilot,3.0,TrialDigitSpan,1.2905488014221191,1,none,2.0
152,danielle_pilot,3.0,TrialDigitSpan,1.5199370384216309,1,none,2.0
153,danielle_pilot,3.0,TrialDigitSpan,1.7852253913883942,1,none,2.0
154,danielle_pilot,3.0,TrialDigitSpan,1.9039082527160645,1,none,2.0
155,danielle_pilot,3.0,TrialDigitSpan,2.418564558029175,0,SR-DS,3.0
156,danielle_pilot,3.0,TrialDigitSpan,1.2057752609248382,1,none,3.0
157,danielle_pilot,3.0,TrialDigitSpan,1.1130235195159912,0,none,3.0
158,danielle_pilot,3.0,TrialDigitSpan,1.5089645385742188,1,none,3.0
159,danielle_pilot,3.0,TrialDigitSpan,1.5498566627511536,1,none,3.0
160,danielle_pilot,3.0,TrialDigitSpan,2.0176031589508057,1,none,3.0
161,danielle_pilot,3.0,TrialDigitSpan,1.4371564388275146,1,SR-DS,4.0
162,danielle_pilot,3.0,TrialDigitSpan,1.5508527755737305,1,none,4.0
163,danielle_pilot,3.0,TrialDigitSpan,1.446131944656372,1,none,4.0
164,danielle_pilot,3.0,TrialDigitSpan,1.2566404342651367,1,none,4.0
165,danielle_pilot,3.0,TrialSpatialRotation,1.7902119159693939,1,NONE-SR,1.0
166,danielle_pilot,3.0,TrialSpatialRotation,1.7722618579864502,1,none,1.0
167,danielle_pilot,3.0,TrialSpatialRotation,2.4414389133444274,0,none,1.0
168,danielle_pilot,3.0,TrialSpatialRotation,2.29685783386185,0,none,1.0
169,danielle_pilot,3.0,TrialSpatialRotation,1.4521167278289795,1,SS-SR,2.0
170,danielle_pilot,3.0,TrialSpatialRotation,2.130301952361151,1,none,2.0
171,danielle_pilot,3.0,TrialSpatialRotation,2.9112157821655273,1,none,2.0
172,danielle_pilot,3.0,TrialSpatialRotation,1.8361196517939788,1,none,2.0
173,danielle_pilot,3.0,TrialSpatialRotation,1.612657070159912,1,none,2.0
174,danielle_pilot,3.0,TrialSpatialRotation,2.2280399799342376,1,none,2.0
175,danielle_pilot,3.0,TrialSpatialRotation,1.4091997146601898,1,none,2.0
176,danielle_pilot,3.0,TrialSpatialRotation,1.05418062210083,1,none,2.0
177,danielle_pilot,3.0,TrialSpatialRotation,2.4853527545928955,1,none,2.0
178,danielle_pilot,3.0,TrialSpatialRotation,2.103376150130771,1,DS-SR,3.0
179,danielle_pilot,3.0,TrialSpatialRotation,2.3596878051753265,1,none,3.0
180,danielle_pilot,3.0,TrialSpatialRotation,1.3703334331512451,1,none,3.0
181,danielle_pilot,3.0,TrialSpatialRotation,1.826116561890558,1,none,3.0
182,danielle_pilot,3.0,TrialSpatialRotation,1.390276908874057,1,none,3.0
183,danielle_pilot,3.0,TrialSpatialRotation,1.9098920822139007,0,none,3.0
184,danielle_pilot,3.0,TrialSpatialRotation,1.1948354244232178,1,none,3.0
185,danielle_pilot,3.0,TrialSpatialRotation,1.9357919692993164,0,none,3.0
186,danielle_pilot,3.0,TrialSpatialRotation,2.4295034408569336,1,DS-SR,4.0
187,danielle_pilot,3.0,TrialSpatialRotation,2.2519788742069977,0,none,4.0
188,danielle_pilot,3.0,TrialSpatialRotation,3.0,0,none,4.0
189,danielle_pilot,3.0,TrialSpatialRotation,1.7004525661473053,1,none,4.0
190,danielle_pilot,3.0,TrialSpatialRotation,2.393596887588501,1,none,4.0
191,danielle_pilot,3.0,TrialSpatialRotation,2.457427740097046,1,none,4.0
192,danielle_pilot,3.0,TrialSpatialRotation,2.7257113456726074,1,none,4.0
193,danielle_pilot,3.0,TrialSpatialRotation,2.0275793075561523,1,none,4.0
194,danielle_pilot,3.0,TrialSpatialRotation,1.9587614536280853,1,none,4.0
195,danielle_pilot,3.0,TrialSpatialSpan,1.9059035778041107,0,SR-SS,1.0
196,danielle_pilot,3.0,TrialSpatialSpan,1.7642817497262513,1,none,1.0
197,danielle_pilot,3.0,TrialSpatialSpan,2.1053695678715485,0,none,1.0
198,danielle_pilot,3.0,TrialSpatialSpan,2.5232520103445495,1,none,1.0
199,danielle_pilot,3.0,TrialSpatialSpan,3.0,0,none,1.0
200,danielle_pilot,3.0,TrialSpatialSpan,2.204103946685791,1,none,1.0
201,danielle_pilot,3.0,TrialSpatialSpan,2.0026438236236572,1,none,1.0
202,danielle_pilot,3.0,TrialSpatialSpan,1.356372356414795,1,none,1.0
