,SD_rt,accuracy,auto_participant_id,average_switch_rt,block,blueprint_id,changed,check_times,end_time,first_switch_rt,index,internal_node_id,mean_rt,median_rt,occurence,participant_age,participant_ans,participant_gender,participant_id,start_time,stimulus_off,switch_type,target_ans,time_elapsed,trial_index,trial_type,type,view_history
1,316.9983475997192,1.0,217_86855,2620.0,126.0,,1,,,2594.0,33,,2510.4285714285716,2594.0,6.0,20,1.0,,6528133.0,,,DS-SR,1.0,942624,288,,ts-trial-spatial-rotation,
2,371.4649377801356,1.0,217_86855,1645.0,89.0,,1,,,1672.0,36,,1757.8,1672.0,6.0,20,0.0,,6528133.0,,,SR-SS,0.0,675694,204,,ts-trial-spatial-span,
0,486.15780433341365,,217_86855,1611.3333333333333,133.0,,1,,,923.0,44,,1922.625,2109.5,7.0,20,1.0,,6528133.0,,,NONE-DS,2.0,996163,304,,ts-trial-digit-span,
1,325.64443799948435,,217_86855,2208.6666666666665,141.0,,1,,,1947.0,40,,2029.4,1949.0,7.0,20,0.0,,6528133.0,,,DS-SR,2.0,1049676,322,,ts-trial-spatial-rotation,
2,568.876001218108,,217_86855,2227.6666666666665,113.0,,1,,,2164.0,41,,1906.2857142857142,2064.0,7.0,20,2.0,,6528133.0,,,SR-SS,1.0,864958,262,,ts-trial-spatial-span,
0,311.9236017574389,1.0,217_86855,1246.0,158.0,,1,,,942.0,52,,1205.6666666666667,1125.0,8.0,20,2.0,,6528133.0,,,NONE-DS,2.0,1192463,364,,ts-trial-digit-span,
1,683.798362092218,,217_86855,2169.0,153.0,,1,,,2556.0,45,,2009.8,2398.0,8.0,20,2.0,,6528133.0,,,DS-SR,0.0,1150227,352,,ts-trial-spatial-rotation,
2,358.7791468166401,1.0,217_86855,1810.3333333333333,146.0,,1,,,1764.0,48,,1650.142857142857,1676.0,8.0,20,0.0,,6528133.0,,,SR-SS,0.0,1090609,334,,ts-trial-spatial-span,
0,548.0360085493166,,232_72278,2156.0,1.0,,0,1.0,,1779.0,0,,2481.3333333333335,2760.5,0.0,19,2.0,,21.0,,,SR-SS,1.0,60326,7,,ts-trial-digit-span,
0,515.2165980023768,1.0,232_72278,2676.6666666666665,12.0,,1,,,2169.0,6,,2330.1428571428573,2353.0,1.0,19,2.0,,21.0,,,NONE-DS,2.0,144715,33,,ts-trial-digit-span,
1,300.74790107330756,,232_72278,2117.0,7.0,,1,,,1734.0,0,,2066.6,2168.0,1.0,19,2.0,,21.0,,,DS-SR,0.0,102595,21,,ts-trial-spatial-rotation,
2,537.5763201630072,,232_72278,2440.3333333333335,19.0,,1,,,2659.0,0,,2520.5,2679.5,1.0,19,2.0,,21.0,,,SR-SS,1.0,197004,51,,ts-trial-spatial-span,
0,519.3501261879394,1.0,232_72278,1765.0,25.0,,1,,,1317.0,13,,1770.375,1671.0,2.0,19,1.0,,21.0,,,NONE-DS,1.0,236364,63,,ts-trial-digit-span,
1,728.6769021848969,1.0,232_72278,1319.0,33.0,,1,,,2045.0,5,,1961.4444444444443,1870.0,2.0,19,0.0,,21.0,,,DS-SR,0.0,280523,79,,ts-trial-spatial-rotation,
2,290.17454722484337,1.0,232_72278,1821.3333333333333,51.0,,1,,,2069.0,6,,1837.125,1874.5,2.0,19,1.0,,21.0,,,SR-SS,1.0,392392,115,,ts-trial-spatial-span,
0,280.26881937010245,,232_72278,2050.0,42.0,,1,,,2303.0,21,,2109.8888888888887,2005.0,3.0,19,0.0,,21.0,,,NONE-DS,1.0,340162,97,,ts-trial-digit-span,
1,442.4303550250808,,232_72278,2441.0,59.0,,1,,,2859.0,14,,2386.5714285714284,2263.0,3.0,19,2.0,,21.0,,,DS-SR,1.0,447261,131,,ts-trial-spatial-rotation,
2,613.2828913005031,,232_72278,1981.0,66.0,,1,,,2663.0,14,,2235.285714285714,2054.0,3.0,19,2.0,,21.0,,,SR-SS,0.0,494272,145,,ts-trial-spatial-span,
0,455.24496937677094,,232_72278,1725.0,85.0,,1,,,1654.0,30,,1947.375,1983.0,4.0,19,1.0,,21.0,,,NONE-DS,2.0,639920,185,,ts-trial-digit-span,
1,131.19641763401927,,232_72278,1742.3333333333333,73.0,,1,,,1624.0,21,,1768.0,1742.0,4.0,19,1.0,,21.0,,,DS-SR,2.0,552831,161,,ts-trial-spatial-rotation,
2,522.9351229905511,,232_72278,2132.6666666666665,78.0,,1,,,2305.0,21,,1631.142857142857,1529.0,4.0,19,0.0,,21.0,,,SR-SS,2.0,590960,171,,ts-trial-spatial-span,
0,500.16811459462593,1.0,232_72278,1031.6666666666667,101.0,,1,,,1362.0,38,,1239.142857142857,991.0,5.0,19,1.0,,21.0,,,NONE-DS,1.0,743209,218,,ts-trial-digit-span,
1,483.0267664869693,,232_72278,1448.0,93.0,,1,,,1707.0,26,,1608.5,1557.0,5.0,19,1.0,,21.0,,,DS-SR,0.0,687110,202,,ts-trial-spatial-rotation,
2,311.45488093324667,1.0,232_72278,1055.0,125.0,,1,,,939.0,28,,1103.142857142857,968.0,5.0,19,1.0,,21.0,,,SR-SS,1.0,887687,266,,ts-trial-spatial-span,
0,288.8888194444361,1.0,232_72278,1351.0,116.0,,1,,,1605.0,45,,1311.0,1347.0,6.0,19,2.0,,21.0,,,NONE-DS,2.0,838128,248,,ts-trial-digit-span,
1,300.27594451960823,1.0,232_72278,1510.0,108.0,,1,,,1766.0,34,,1193.75,1097.5,6.0,19,0.0,,21.0,,,DS-SR,0.0,785598,232,,ts-trial-spatial-rotation,
2,478.0253654357685,1.0,232_72278,1617.0,141.0,,1,,,1466.0,35,,1626.25,1617.0,6.0,19,1.0,,21.0,,,SR-SS,1.0,984406,298,,ts-trial-spatial-span,
0,350.83285827362926,,232_72278,824.0,132.0,,1,,,1293.0,54,,1026.7777777777778,1071.0,7.0,19,1.0,,21.0,,,NONE-DS,0.0,934877,280,,ts-trial-digit-span,
0,406.9719162383257,1.0,236.19000000007873_6858,2206.5299999999966,1.0,,0,1.0,,2467.1849999999977,0,,2064.8118749999967,1944.0649999999948,0.0,20,1.0,,6529774.0,,,NONE-DS,1.0,51016,5,,ts-trial-spatial-rotation,
0,521.1199404207962,1.0,236.19000000007873_6858,2278.0866666666507,8.0,,1,,,2947.869999999996,0,,2151.4891666666467,2150.569999999978,1.0,20,1.0,,6529774.0,,,NONE-DS,1.0,274880,69,,ts-trial-digit-span,
1,324.9306348366643,,236.19000000007873_6858,2046.2666666666726,2.0,,1,,,2329.835000000021,8,,2275.9037500000013,2367.6725000000006,1.0,20,2.0,,6529774.0,,,DS-SR,1.0,178076,41,,ts-trial-spatial-rotation,
2,515.8370073361424,,236.19000000007873_6858,2071.516666666663,2.0,,1,,,2308.5800000000017,0,,2277.673333333333,2308.5800000000017,1.0,20,1.0,,6529774.0,,,SR-SS,0.0,115120,23,,ts-trial-spatial-span,
0,410.1665335375116,1.0,236.19000000007873_6858,2207.3650000000102,22.0,,1,,,1709.984999999986,6,,2129.910833333328,2177.997499999997,2.0,20,2.0,,6529774.0,,,NONE-DS,2.0,372836,101,,ts-trial-digit-span,
1,284.4232653211673,1.0,236.19000000007873_6858,2439.0333333333256,28.0,,1,,,2603.835000000021,16,,2520.8335714285577,2494.329999999958,2.0,20,1.0,,6529774.0,,,DS-SR,1.0,409324,113,,ts-trial-spatial-rotation,
2,615.370843300346,1.0,236.19000000007873_6858,2317.9700000000107,3.0,,1,,,2336.0899999999965,9,,2267.7108333333454,2309.782500000001,2.0,20,1.0,,6529774.0,,,SR-SS,1.0,231678,57,,ts-trial-spatial-span,
0,244.81397854631052,1.0,236.19000000007873_6858,2544.3950000000186,35.0,,1,,,2609.040000000037,12,,2324.895000000002,2261.459999999963,3.0,20,0.0,,6529774.0,,,NONE-DS,0.0,455075,127,,ts-trial-digit-span,
1,250.6913748650047,1.0,236.19000000007873_6858,2062.9200000000033,47.0,,1,,,1734.1799999999346,23,,2145.189374999987,2198.309999999997,3.0,20,2.0,,6529774.0,,,DS-SR,2.0,537509,153,,ts-trial-spatial-rotation,
2,307.2963881108723,1.0,236.19000000007873_6858,1842.5349999999937,14.0,,1,,,2011.2900000000373,15,,1976.2743749999936,2037.570000000007,3.0,20,0.0,,6529774.0,,,SR-SS,0.0,319721,85,,ts-trial-spatial-span,
0,250.0521493208982,1.0,236.19000000007873_6858,2064.1100000000247,69.0,,1,,,2331.0200000000186,19,,2092.019999999999,1979.0100000000093,4.0,20,1.0,,6529774.0,,,NONE-DS,1.0,702115,200,,ts-trial-digit-span,
1,103.36123458127763,1.0,236.19000000007873_6858,1923.3316666666651,63.0,,1,,,1922.7199999999718,31,,1960.5741666666581,1995.5175000000163,4.0,20,1.0,,6529774.0,,,DS-SR,1.0,655496,187,,ts-trial-spatial-rotation,
2,598.156428959035,,236.19000000007873_6858,2136.3449999999916,42.0,,1,,,2379.9249999999884,23,,2241.7010000000128,2379.9249999999884,4.0,20,1.0,,6529774.0,,,SR-SS,2.0,497723,141,,ts-trial-spatial-span,
0,87.54248362934851,,236.19000000007873_6858,2323.1333333333023,82.0,,1,,,2324.989999999991,25,,2391.6399999999558,2398.304999999935,5.0,20,1.0,,6529774.0,,,NONE-DS,2.0,802257,232,,ts-trial-digit-span,
1,468.98714395901595,1.0,236.19000000007873_6858,2226.793333333335,88.0,,1,,,2163.844999999972,37,,2311.417857142864,2163.844999999972,5.0,20,2.0,,6529774.0,,,DS-SR,2.0,836373,244,,ts-trial-spatial-rotation,
2,482.2508191427221,1.0,236.19000000007873_6858,2524.7466666667024,55.0,,1,,,2216.350000000093,28,,2300.0481250000303,2410.2550000000047,5.0,20,0.0,,6529774.0,,,SR-SS,0.0,595226,169,,ts-trial-spatial-span,
0,418.28535292243447,1.0,236.19000000007873_6858,1960.7833333333645,95.0,,1,,,1711.1100000001024,31,,2118.992222222254,2100.9599999999627,6.0,20,0.0,,6529774.0,,,NONE-DS,0.0,881492,258,,ts-trial-digit-span,
1,337.13060451932415,,236.19000000007873_6858,1912.1333333333798,104.0,,1,,,2136.719999999972,44,,1943.154285714313,2078.2200000000885,6.0,20,2.0,,6529774.0,,,DS-SR,0.0,933715,276,,ts-trial-spatial-rotation,
2,258.1447845017763,1.0,236.19000000007873_6858,2098.338333333338,75.0,,1,,,2251.469999999972,36,,2303.8671428571356,2251.469999999972,6.0,20,1.0,,6529774.0,,,SR-SS,1.0,738877,212,,ts-trial-spatial-span,
0,457.82317742642624,1.0,236.19000000007873_6858,1916.4833333333565,111.0,,1,,,2573.3050000000508,40,,2135.36437499999,2156.484999999986,7.0,20,1.0,,6529774.0,,,NONE-DS,1.0,983085,290,,ts-trial-digit-span,
1,351.6643254446787,1.0,236.19000000007873_6858,2364.9300000000126,127.0,,1,,,2973.125,51,,2371.8628571428626,2435.75,7.0,20,0.0,,6529774.0,,,DS-SR,0.0,1085855,322,,ts-trial-spatial-rotation,
2,493.1980484836647,1.0,236.19000000007873_6858,1923.7783333333598,119.0,,1,,,1421.1450000000186,43,,2125.5218749999767,2175.0950000000303,7.0,20,1.0,,6529774.0,,,SR-SS,1.0,1027524,306,,ts-trial-spatial-span,
0,371.53866942309577,1.0,236.19000000007873_6858,1931.2433333334047,141.0,,1,,,1721.9750000000934,48,,1889.031666666696,1864.7500000001169,8.0,20,2.0,,6529774.0,,,NONE-DS,2.0,1188542,352,,ts-trial-digit-span,
1,193.63264491028423,1.0,236.19000000007873_6858,2044.7674999999579,147.0,,1,,,1875.4450000000647,58,,1990.5349999999935,1882.0700000000647,8.0,20,0.0,,6529774.0,,,DS-SR,0.0,1222561,364,,ts-trial-spatial-rotation,
2,473.14211428189395,1.0,236.19000000007873_6858,2232.1499999999846,134.0,,1,,,1749.3249999999537,51,,2331.1071428571095,2370.149999999907,8.0,20,1.0,,6529774.0,,,SR-SS,1.0,1139816,338,,ts-trial-spatial-span,
0,372.85702860288666,1.0,251.67000001238193_90175,2281.1666666666715,1.0,,0,1.0,,2487.415000000008,0,,2361.595714285716,2487.415000000008,0.0,20,1.0,,6532944.0,,,SR-SS,1.0,95095,5,,ts-trial-digit-span,
0,324.86516761284156,1.0,251.67000001238193_90175,1864.4433333333388,5.0,,1,,,1737.4000000000233,7,,2017.9868750000023,1927.9649999999965,1.0,20,2.0,,6532944.0,,,NONE-DS,2.0,414560,101,,ts-trial-digit-span,
1,393.3068192445785,,251.67000001238193_90175,2315.718333333333,3.0,,1,,,2723.9349999999977,0,,2193.6414285714313,2255.919999999984,1.0,20,0.0,,6532944.0,,,DS-SR,2.0,179695,33,,ts-trial-spatial-rotation,
2,566.2879402815736,1.0,251.67000001238193_90175,1888.992499999993,3.0,,1,,,1787.7999999999884,0,,2210.6766666666663,1990.1849999999977,1.0,20,1.0,,6532944.0,,,SR-SS,1.0,145471,23,,ts-trial-spatial-span,
0,177.1256865523986,1.0,251.67000001238193_90175,2125.6633333333107,9.0,,1,,,1883.585000000021,15,,2026.2383333333128,1946.9524999999558,2.0,20,1.0,,6532944.0,,,NONE-DS,1.0,516603,135,,ts-trial-digit-span,
1,289.6888143428216,,251.67000001238193_90175,2489.6466666666674,4.0,,1,,,2243.3300000000163,7,,2476.806249999994,2397.1149999999907,2.0,20,2.0,,6532944.0,,,DS-SR,0.0,267991,59,,ts-trial-spatial-rotation,
2,617.0724592217574,1.0,251.67000001238193_90175,2287.5666666666707,3.0,,1,,,2521.0950000000007,3,,1986.320000000007,1850.6300000000047,2.0,20,2.0,,6532944.0,,,SR-SS,2.0,227111,47,,ts-trial-spatial-span,
0,379.06883099793754,1.0,251.67000001238193_90175,2035.7516666666295,12.0,,1,,,1889.2249999999767,21,,2051.5341666666595,1990.9425000000047,3.0,20,2.0,,6532944.0,,,NONE-DS,2.0,649301,177,,ts-trial-digit-span,
1,253.58320945501288,1.0,251.67000001238193_90175,1979.36500000001,5.0,,1,,,2350.0200000000186,15,,2008.4940000000176,1907.390000000014,3.0,20,0.0,,6532944.0,,,DS-SR,0.0,375668,89,,ts-trial-spatial-rotation,
2,433.6019790166282,,251.67000001238193_90175,2448.0233333333163,5.0,,1,,,2393.1300000000047,9,,2345.287857142859,2393.1300000000047,3.0,20,1.0,,6532944.0,,,SR-SS,0.0,325231,75,,ts-trial-spatial-span,
0,510.87996017900554,1.0,251.67000001238193_90175,2528.2233333333475,16.0,,1,,,2202.1600000000326,27,,2044.793749999997,2132.9124999999767,4.0,20,1.0,,6532944.0,,,NONE-DS,1.0,726726,202,,ts-trial-digit-span,
1,498.2447071625146,,251.67000001238193_90175,1828.2166666666744,11.0,,1,,,936.7900000000373,20,,1869.2421428571522,2010.25,4.0,20,1.0,,6532944.0,,,DS-SR,2.0,549942,147,,ts-trial-spatial-rotation,
2,302.24119103628345,,251.67000001238193_90175,1934.529999999989,8.0,,1,,,1914.789999999979,16,,2007.8355555555577,1923.0900000000256,4.0,20,1.0,,6532944.0,,,SR-SS,2.0,457425,117,,ts-trial-spatial-span,
0,435.00003596473846,1.0,251.67000001238193_90175,2476.531666666657,19.0,,1,,,2849.0050000000047,35,,2357.163571428574,2233.980000000098,5.0,20,1.0,,6532944.0,,,NONE-DS,1.0,821786,232,,ts-trial-digit-span,
1,496.62781488756514,1.0,251.67000001238193_90175,1300.3700000000342,15.0,,1,,,1538.3450000000885,27,,1587.5800000000356,1508.7200000000885,5.0,20,2.0,,6532944.0,,,DS-SR,2.0,688482,190,,ts-trial-spatial-rotation,
2,473.8895601519122,1.0,251.67000001238193_90175,1742.2099999999627,12.0,,1,,,1677.5999999999767,25,,1445.3231249999953,1395.5675000000047,5.0,20,1.0,,6532944.0,,,SR-SS,1.0,597385,161,,ts-trial-spatial-span,
0,264.7602716115735,1.0,251.67000001238193_90175,2245.0266666666525,23.0,,1,,,2200.3349999999627,42,,2215.9828571428247,2189.9449999999492,6.0,20,1.0,,6532944.0,,,NONE-DS,1.0,930683,266,,ts-trial-digit-span,
1,414.2334735387689,1.0,251.67000001238193_90175,1538.8883333333458,17.0,,1,,,1773.9500000000698,33,,1706.334999999996,1773.9500000000698,6.0,20,1.0,,6532944.0,,,DS-SR,1.0,773241,218,,ts-trial-spatial-rotation,
2,261.713585101706,,251.67000001238193_90175,1475.154999999989,20.0,,1,,,1553.4100000000324,33,,1566.1162500000064,1517.657499999972,6.0,20,1.0,,6532944.0,,,SR-SS,0.0,875551,250,,ts-trial-spatial-span,
0,324.62499690303184,1.0,251.67000001238193_90175,2356.2533333333363,30.0,,1,,,2010.5999999999767,49,,2214.7124999999796,2229.382499999949,7.0,20,1.0,,6532944.0,,,NONE-DS,1.0,1014081,292,,ts-trial-digit-span,
1,319.0903355895759,,251.67000001238193_90175,1650.2083333333333,34.0,,1,,,1889.6750000000463,40,,1477.1399999999642,1589.0549999999346,7.0,20,1.0,,6532944.0,,,DS-SR,0.0,1061798,310,,ts-trial-spatial-rotation,
2,114.65881198871494,1.0,251.67000001238193_90175,1703.0033333333365,28.0,,1,,,1534.760000000009,41,,1703.0683333333193,1722.6474999999627,7.0,20,2.0,,6532944.0,,,SR-SS,2.0,972329,280,,ts-trial-spatial-span,
0,815.078124174824,1.0,251.67000001238193_90175,2045.7724999999627,49.0,,1,,,2659.260000000009,57,,2355.6033333332743,2659.260000000009,8.0,20,2.0,,6532944.0,,,NONE-DS,2.0,1212263,352,,ts-trial-digit-span,
1,426.8591024126029,1.0,251.67000001238193_90175,2272.1650000000373,44.0,,1,,,1937.370000000112,47,,2116.515000000037,2174.5649999999437,8.0,20,1.0,,6532944.0,,,DS-SR,1.0,1169523,340,,ts-trial-spatial-rotation,
2,565.8076229287602,,251.67000001238193_90175,1413.0950000000496,36.0,,1,,,819.5549999999347,47,,1725.827500000014,1796.4625000000233,8.0,20,0.0,,6532944.0,,,SR-SS,1.0,1112965,324,,ts-trial-spatial-span,
0,698.1224807459765,1.0,268.8400000006368_67932,2047.0350000000017,1.0,,0,1.0,,1580.4249999999995,0,,2034.8187499999995,2047.0350000000017,0.0,20,2.0,,6537959.0,,,SR-SS,2.0,34631,9,,ts-trial-digit-span,
0,449.1096275105045,1.0,268.8400000006368_67932,1469.6300000000047,13.0,,1,,,901.7799999999988,4,,1479.1814285714293,1464.165000000008,1.0,20,1.0,,6537959.0,,,NONE-DS,1.0,109483,33,,ts-trial-digit-span,
1,415.0334152494379,,268.8400000006368_67932,1715.0766666666702,20.0,,1,,,2174.9400000000023,0,,1308.1288888888894,1161.875,1.0,20,2.0,,6537959.0,,,DS-SR,1.0,146199,47,,ts-trial-spatial-rotation,
2,494.10982421493253,,268.8400000006368_67932,2220.3199999999974,5.0,,1,,,2006.3349999999994,0,,1659.4699999999993,1454.9099999999962,1.0,20,1.0,,6537959.0,,,SR-SS,0.0,57138,17,,ts-trial-spatial-span,
0,175.47686722796132,1.0,268.8400000006368_67932,1370.0216666666674,29.0,,1,,,1137.9850000000154,11,,1333.6021428571423,1365.7699999999895,2.0,20,2.0,,6537959.0,,,NONE-DS,2.0,206174,65,,ts-trial-digit-span,
1,197.5700888229395,,268.8400000006368_67932,964.9983333333317,43.0,,1,,,1009.7650000000141,9,,963.8224999999996,1017.8500000000058,2.0,20,2.0,,6537959.0,,,DS-SR,0.0,290803,93,,ts-trial-spatial-rotation,
2,447.3016033061256,1.0,268.8400000006368_67932,1177.2200000000012,36.0,,1,,,1294.2050000000165,8,,1236.0992857142826,1294.2050000000165,2.0,20,0.0,,6537959.0,,,SR-SS,0.0,244169,79,,ts-trial-spatial-span,
0,491.2746848420689,1.0,268.8400000006368_67932,1296.400000000004,69.0,,1,,,1220.195000000007,18,,1480.8950000000186,1432.0900000000256,3.0,20,1.0,,6537959.0,,,NONE-DS,1.0,510795,157,,ts-trial-digit-span,
1,421.20068523243975,,268.8400000006368_67932,943.5916666666744,57.0,,1,,,1209.0050000000047,15,,1252.850555555565,1206.75,3.0,20,2.0,,6537959.0,,,DS-SR,1.0,399180,125,,ts-trial-spatial-rotation,
2,356.80672830331207,1.0,268.8400000006368_67932,1171.7066666666844,49.0,,1,,,1192.8150000000023,15,,1092.3262499999983,1024.9249999999884,3.0,20,1.0,,6537959.0,,,SR-SS,1.0,338868,107,,ts-trial-spatial-span,
0,379.0884922526002,,268.8400000006368_67932,1291.9099999999935,85.0,,1,,,1367.1450000000184,25,,1232.2200000000053,1250.064999999944,4.0,20,0.0,,6537959.0,,,NONE-DS,2.0,619641,191,,ts-trial-digit-span,
1,260.95371291478637,,268.8400000006368_67932,1128.1649999999984,76.0,,1,,,856.1350000000093,24,,1039.7255555555328,988.2750000000232,4.0,20,1.0,,6537959.0,,,DS-SR,2.0,557866,173,,ts-trial-spatial-rotation,
2,770.2607031767144,,268.8400000006368_67932,1890.577500000014,66.0,,1,,,1123.9250000000468,23,,1847.5833333333333,1761.5949999999718,4.0,20,2.0,,6537959.0,,,SR-SS,1.0,469465,145,,ts-trial-spatial-span,
0,326.00740903974616,1.0,268.8400000006368_67932,1076.406666666696,105.0,,1,,,1243.560000000056,32,,1252.9371428571508,1243.560000000056,5.0,20,1.0,,6537959.0,,,NONE-DS,1.0,753649,232,,ts-trial-digit-span,
1,478.7736500102753,1.0,268.8400000006368_67932,1203.4566666666262,99.0,,1,,,1543.8199999999488,33,,1381.9341666666442,1289.8149999999441,5.0,20,1.0,,6537959.0,,,DS-SR,1.0,715719,220,,ts-trial-spatial-rotation,
2,643.8493792990674,1.0,268.8400000006368_67932,1973.1816666666807,92.0,,1,,,1348.5050000000047,26,,1762.3221428571435,1846.8050000000512,5.0,20,0.0,,6537959.0,,,SR-SS,0.0,664612,206,,ts-trial-spatial-span,
0,749.7863782720956,,268.8400000006368_67932,1431.2166666666747,128.0,,1,,,612.1149999999908,39,,1411.1418750000012,1428.2175000000282,6.0,20,1.0,,6537959.0,,,NONE-DS,2.0,913183,282,,ts-trial-digit-span,
1,454.0469420306724,,268.8400000006368_67932,911.251666666707,112.0,,1,,,1357.3250000000696,39,,1184.76062500001,1308.2074999999604,6.0,20,1.0,,6537959.0,,,DS-SR,2.0,790009,246,,ts-trial-spatial-rotation,
2,428.9965686405377,,268.8400000006368_67932,1534.424999999969,120.0,,1,,,1526.3549999999814,33,,1541.938749999972,1527.3250000000116,6.0,20,0.0,,6537959.0,,,SR-SS,2.0,850480,264,,ts-trial-spatial-span,
0,474.5911919932,,268.8400000006368_67932,1286.6483333333163,142.0,,1,,,1308.0249999999069,47,,1531.2924999999814,1627.977499999979,7.0,20,1.0,,6537959.0,,,NONE-DS,0.0,1010621,314,,ts-trial-digit-span,
1,434.7195102899081,1.0,268.8400000006368_67932,1580.846666666679,148.0,,1,,,1893.7949999999253,47,,1625.4433333333582,1807.432500000112,7.0,20,0.0,,6537959.0,,,DS-SR,0.0,1046718,326,,ts-trial-spatial-rotation,
2,607.4537628632049,1.0,268.8400000006368_67932,1503.236666666693,136.0,,1,,,1859.6900000000605,41,,1788.1933333333388,1678.835000000021,7.0,20,1.0,,6537959.0,,,SR-SS,1.0,964381,300,,ts-trial-spatial-span,
0,337.3767281788441,,268.8400000006368_67932,1546.089999999851,167.0,,1,,,1165.9449999998324,53,,1516.5549999999348,1487.0200000000186,8.0,20,1.0,,6537959.0,,,NONE-DS,2.0,1210352,372,,ts-trial-digit-span,
1,260.6540168636596,1.0,268.8400000006368_67932,1161.9899999999907,160.0,,1,,,1337.0,53,,1022.0278571427999,989.9849999998697,8.0,20,2.0,,6537959.0,,,DS-SR,2.0,1154241,356,,ts-trial-spatial-rotation,
2,249.93365260443025,,268.8400000006368_67932,1152.5883333332215,154.0,,1,,,1512.3349999999627,47,,1180.700833333268,1153.667499999865,8.0,20,2.0,,6537959.0,,,SR-SS,1.0,1110604,344,,ts-trial-spatial-span,
0,475.80216477019104,1.0,283.00000000000006_59779,1912.3333333333333,1.0,,0,1.0,,2208.0,0,,2017.2,2083.0,0.0,20,1.0,,6525710.0,,,SR-SS,1.0,64432,5,,ts-trial-spatial-rotation,
0,551.4496048295498,1.0,283.00000000000006_59779,1502.0,6.0,,1,,,1456.0,0,,2008.0,1958.0,1.0,20,2.0,,6525710.0,,,NONE-DS,2.0,102573,17,,ts-trial-digit-span,
1,773.503116624989,1.0,283.00000000000006_59779,2325.3333333333335,13.0,,1,,,1794.0,5,,1974.75,2066.5,1.0,20,2.0,,6525710.0,,,DS-SR,2.0,143731,31,,ts-trial-spatial-rotation,
2,409.7269997031124,,283.00000000000006_59779,1961.0,27.0,,1,,,2495.0,0,,1872.75,1886.0,1.0,20,2.0,,6525710.0,,,SR-SS,0.0,240698,61,,ts-trial-spatial-span,
0,521.0576423647068,,283.00000000000006_59779,2381.0,21.0,,1,,,2910.0,7,,2122.3333333333335,2116.5,2.0,20,2.0,,6525710.0,,,NONE-DS,1.0,206958,49,,ts-trial-digit-span,
1,478.52615161324024,,283.00000000000006_59779,1996.6666666666667,42.0,,1,,,1945.0,13,,1507.4444444444443,1507.0,2.0,20,0.0,,6525710.0,,,DS-SR,1.0,338662,91,,ts-trial-spatial-rotation,
2,387.6413797386887,,283.00000000000006_59779,1690.6666666666667,57.0,,1,,,2017.0,8,,1510.125,1376.0,2.0,20,2.0,,6525710.0,,,SR-SS,1.0,435088,121,,ts-trial-spatial-span,
0,463.17794585214176,,283.00000000000006_59779,1822.0,35.0,,1,,,2413.0,13,,1903.142857142857,1876.0,3.0,20,0.0,,6525710.0,,,NONE-DS,1.0,297059,77,,ts-trial-digit-span,
1,533.0582754258675,1.0,283.00000000000006_59779,727.0,65.0,,1,,,414.0,22,,1268.375,1277.0,3.0,20,1.0,,6525710.0,,,DS-SR,1.0,488769,137,,ts-trial-spatial-rotation,
2,180.84281849163932,,283.00000000000006_59779,1574.6666666666667,73.0,,1,,,1544.0,16,,1576.875,1568.0,3.0,20,0.0,,6525710.0,,,SR-SS,2.0,545288,153,,ts-trial-spatial-span,
0,623.1105840860031,1.0,283.00000000000006_59779,1466.6666666666667,51.0,,1,,,684.0,20,,1703.0,1672.5,4.0,20,2.0,,6525710.0,,,NONE-DS,2.0,398911,109,,ts-trial-digit-span,
1,282.8421758305706,1.0,283.00000000000006_59779,1556.3333333333333,88.0,,1,,,1577.0,30,,1661.375,1752.5,4.0,20,2.0,,6525710.0,,,DS-SR,2.0,636181,183,,ts-trial-spatial-rotation,
2,260.89461473936177,1.0,283.00000000000006_59779,1578.3333333333333,96.0,,1,,,1615.0,24,,1496.0,1546.0,4.0,20,0.0,,6525710.0,,,SR-SS,0.0,697455,200,,ts-trial-spatial-span,
0,203.43291862663818,1.0,283.00000000000006_59779,1585.6666666666667,81.0,,1,,,1522.0,26,,1672.5714285714287,1623.0,5.0,20,2.0,,6525710.0,,,NONE-DS,2.0,597649,169,,ts-trial-digit-span,
1,332.17130787859713,,283.00000000000006_59779,1633.0,103.0,,1,,,1989.0,38,,1463.4444444444443,1436.0,5.0,20,2.0,,6525710.0,,,DS-SR,0.0,744987,214,,ts-trial-spatial-rotation,
2,401.78987045469427,,283.00000000000006_59779,1432.6666666666667,124.0,,1,,,928.0,31,,1597.5,1636.5,5.0,20,2.0,,6525710.0,,,SR-SS,1.0,881946,256,,ts-trial-spatial-span,
0,134.35574668270303,,283.00000000000006_59779,1676.3333333333333,112.0,,1,,,1489.0,33,,1601.3333333333333,1544.0,6.0,20,2.0,,6525710.0,,,NONE-DS,1.0,807253,232,,ts-trial-digit-span,
1,214.6876801309288,1.0,283.00000000000006_59779,1172.3333333333333,118.0,,1,,,1409.0,47,,1245.0,1192.0,6.0,20,1.0,,6525710.0,,,DS-SR,1.0,841086,244,,ts-trial-spatial-rotation,
2,296.07365825265697,1.0,283.00000000000006_59779,1580.3333333333333,136.0,,1,,,1382.0,37,,1517.111111111111,1560.0,6.0,20,0.0,,6525710.0,,,SR-SS,0.0,965710,280,,ts-trial-spatial-span,
