,SD_rt,accuracy,auto_participant_id,average_switch_rt,block,blueprint_id,changed,check_times,end_time,first_switch_rt,index,internal_node_id,mean_rt,median_rt,occurence,participant_age,participant_ans,participant_gender,participant_id,start_time,stimulus_off,switch_type,target_ans,time_elapsed,trial_index,trial_type,type,view_history
0,417.03372165809327,1.0,283.00000000000006_59779,1766.6666666666667,145.0,,1,,,1889.0,39,,2071.625,1966.0,7.0,20,0.0,,6525710.0,,,NONE-DS,0.0,1027476,298,,ts-trial-digit-span,
1,291.7229279070582,,283.00000000000006_59779,1675.6666666666667,130.0,,1,,,1727.0,53,,1700.6666666666667,1747.5,7.0,20,0.0,,6525710.0,,,DS-SR,2.0,925968,268,,ts-trial-spatial-rotation,
2,249.75481310010156,1.0,283.00000000000006_59779,1528.0,153.0,,1,,,1311.0,46,,1515.6666666666667,1597.5,7.0,20,1.0,,6525710.0,,,SR-SS,1.0,1069331,314,,ts-trial-spatial-span,
0,474.83614717780983,,283.00000000000006_59779,2034.3333333333333,159.0,,1,,,2868.0,47,,1993.1666666666667,1861.0,8.0,20,2.0,,6525710.0,,,NONE-DS,1.0,1108762,326,,ts-trial-digit-span,
1,476.1241959825188,1.0,283.00000000000006_59779,1767.0,172.0,,1,,,1931.0,59,,1774.25,1767.0,8.0,20,1.0,,6525710.0,,,DS-SR,1.0,1195675,352,,ts-trial-spatial-rotation,
2,265.20396463315336,,283.00000000000006_59779,1276.3333333333333,165.0,,1,,,1281.0,52,,1343.142857142857,1351.0,8.0,20,1.0,,6525710.0,,,SR-SS,2.0,1145693,338,,ts-trial-spatial-span,
0,598.9314575618349,1.0,293.7149999997928_80595,1325.9766666666644,1.0,,0,1.0,,998.9300000000003,0,,1839.6028571428553,1702.6299999999899,0.0,20,2.0,,6596150.0,,,SR-SS,2.0,58576,7,,ts-trial-digit-span,
0,341.31609879404454,1.0,293.7149999997928_80595,1221.7199999999914,31.0,,1,,,1366.4000000000233,7,,1477.859375,1368.5975000000326,1.0,20,0.0,,6596150.0,,,NONE-DS,0.0,286444,75,,ts-trial-digit-span,
1,250.34735007680413,1.0,293.7149999997928_80595,1711.0716666666656,16.0,,1,,,1544.3500000000058,0,,1798.3778571428556,1795.7799999999988,1.0,20,2.0,,6596150.0,,,DS-SR,2.0,172404,43,,ts-trial-spatial-rotation,
2,536.4199759612507,,293.7149999997928_80595,1600.4633333333331,8.0,,1,,,1339.2200000000012,0,,2033.0443750000031,2131.8925000000163,1.0,20,1.0,,6596150.0,,,SR-SS,2.0,101543,23,,ts-trial-spatial-span,
0,458.5921300632592,,293.7149999997928_80595,1807.2699999999993,48.0,,1,,,2564.1849999999977,15,,1643.2764285714281,1491.9100000000324,2.0,20,2.0,,6596150.0,,,NONE-DS,1.0,396009,109,,ts-trial-digit-span,
1,477.774744662678,1.0,293.7149999997928_80595,2133.2766666666917,55.0,,1,,,2142.5650000000023,7,,1988.9225000000151,2077.217500000028,2.0,20,2.0,,6596150.0,,,DS-SR,2.0,437689,123,,ts-trial-spatial-rotation,
2,573.6162433381937,,293.7149999997928_80595,2453.3366666666793,23.0,,1,,,2252.055000000022,8,,2202.890000000003,2284.920000000013,2.0,20,2.0,,6596150.0,,,SR-SS,0.0,222896,57,,ts-trial-spatial-span,
0,318.16353594644784,1.0,293.7149999997928_80595,1644.3016666666565,61.0,,1,,,2155.9599999999627,22,,1638.9685714285754,1614.2299999999814,3.0,20,1.0,,6596150.0,,,NONE-DS,1.0,476861,135,,ts-trial-digit-span,
1,504.5623730694016,,293.7149999997928_80595,2037.2933333333738,75.0,,1,,,2493.469999999972,13,,1546.684374999997,1481.3175000000047,3.0,20,2.0,,6596150.0,,,DS-SR,1.0,565253,163,,ts-trial-spatial-rotation,
2,528.9314627000766,,293.7149999997928_80595,1904.0766666666798,39.0,,1,,,1992.9000000000235,16,,1767.77555555556,1649.0499999999884,3.0,20,2.0,,6596150.0,,,SR-SS,0.0,333897,91,,ts-trial-spatial-span,
0,350.5519784485406,,293.7149999997928_80595,1354.4900000000296,89.0,,1,,,1877.3450000000885,29,,1489.0141666666605,1508.5424999999232,4.0,20,1.0,,6596150.0,,,NONE-DS,2.0,658148,191,,ts-trial-digit-span,
1,683.0520315201647,,293.7149999997928_80595,697.2833333333256,101.0,,1,,,532.5749999999534,21,,1343.5231249999924,1203.5750000000116,4.0,20,1.0,,6596150.0,,,DS-SR,2.0,735336,216,,ts-trial-spatial-rotation,
2,195.6033285942322,,293.7149999997928_80595,1419.4183333333349,68.0,,1,,,1605.4100000000324,25,,1255.122857142855,1249.3349999999627,4.0,20,2.0,,6596150.0,,,SR-SS,0.0,518127,149,,ts-trial-spatial-span,
0,350.0766698371651,,293.7149999997928_80595,1705.1333333333023,109.0,,1,,,1359.9249999999304,35,,1643.4974999999977,1536.5599999999977,5.0,20,1.0,,6596150.0,,,NONE-DS,2.0,788147,232,,ts-trial-digit-span,
1,277.43170657277346,,293.7149999997928_80595,778.9033333333597,117.0,,1,,,524.2550000000047,29,,890.634285714311,887.4750000000931,5.0,20,1.0,,6596150.0,,,DS-SR,0.0,830455,248,,ts-trial-spatial-rotation,
2,350.6964682231148,1.0,293.7149999997928_80595,1520.0349999999937,83.0,,1,,,1155.8449999999718,32,,1690.99583333331,1670.3175000000047,5.0,20,1.0,,6596150.0,,,SR-SS,1.0,620130,179,,ts-trial-spatial-span,
0,527.0389840253487,1.0,293.7149999997928_80595,1731.813333333276,131.0,,1,,,2102.554999999935,43,,1650.6719999999507,1903.4099999999162,6.0,20,2.0,,6596150.0,,,NONE-DS,2.0,925940,276,,ts-trial-digit-span,
1,414.42320579189703,,293.7149999997928_80595,1902.8750000000775,136.0,,1,,,2130.9400000000605,36,,1598.6221428571735,1396.2700000000186,6.0,20,0.0,,6596150.0,,,DS-SR,1.0,957591,288,,ts-trial-spatial-rotation,
2,773.810547270218,,293.7149999997928_80595,1434.376666666707,95.0,,1,,,1759.1700000000421,38,,2104.0266666666917,2159.9800000000396,6.0,20,1.0,,6596150.0,,,SR-SS,0.0,690376,204,,ts-trial-spatial-span,
0,401.3766348628385,1.0,293.7149999997928_80595,1364.2716666666868,143.0,,1,,,1337.3950000000184,48,,1551.8418749999983,1405.1875,7.0,20,2.0,,6596150.0,,,NONE-DS,2.0,1006176,302,,ts-trial-digit-span,
1,315.8875330451085,,293.7149999997928_80595,1134.3983333332774,151.0,,1,,,1311.8599999998696,43,,1277.0,1243.6450000000184,7.0,20,0.0,,6596150.0,,,DS-SR,1.0,1058406,320,,ts-trial-spatial-rotation,
2,548.0115684584529,1.0,293.7149999997928_80595,1124.2266666666449,124.0,,1,,,1588.5,44,,1511.1014285714232,1503.015000000014,7.0,20,1.0,,6596150.0,,,SR-SS,1.0,879819,262,,ts-trial-spatial-span,
0,294.97273959856886,1.0,293.7149999997928_80595,1544.089999999851,173.0,,1,,,1795.6099999998694,56,,1666.6887499999139,1696.0249999999066,8.0,20,2.0,,6596150.0,,,NONE-DS,2.0,1207665,364,,ts-trial-digit-span,
1,594.5487405734856,,293.7149999997928_80595,1782.471666666679,167.0,,1,,,1668.4150000000373,50,,1372.532500000011,1133.984999999986,8.0,20,2.0,,6596150.0,,,DS-SR,0.0,1165406,352,,ts-trial-spatial-rotation,
2,445.9507175624368,,293.7149999997928_80595,1325.436666666763,158.0,,1,,,912.8049999999347,51,,1418.4222222222274,1324.815000000177,8.0,20,1.0,,6596150.0,,,SR-SS,0.0,1105738,334,,ts-trial-spatial-span,
0,356.3913712813619,1.0,316_38703,1622.6666666666667,1.0,,0,1.0,,1860.0,0,,1685.142857142857,1860.0,0.0,21,0.0,,,,,SR-SS,0.0,55083,7,,ts-trial-digit-span,
0,503.49831536106313,1.0,316_38703,1795.6666666666667,34.0,,1,,,1416.0,7,,1951.375,1876.0,1.0,21,2.0,,,,,NONE-DS,2.0,280639,75,,ts-trial-digit-span,
1,356.6800620537496,,316_38703,1383.6666666666667,14.0,,1,,,1072.0,0,,1625.6666666666667,1724.5,1.0,21,1.0,,,,,DS-SR,2.0,136173,33,,ts-trial-spatial-rotation,
2,173.76008364024997,1.0,316_38703,1988.6666666666667,8.0,,1,,,1743.0,0,,1895.8333333333333,1829.5,1.0,21,0.0,,,,,SR-SS,0.0,96509,21,,ts-trial-spatial-span,
0,210.67697006147995,1.0,316_38703,1935.3333333333333,58.0,,1,,,2031.0,15,,1984.25,2077.0,2.0,21,2.0,,,,,NONE-DS,2.0,432321,123,,ts-trial-digit-span,
1,279.75292032179294,1.0,316_38703,1782.6666666666667,26.0,,1,,,1801.0,6,,1671.375,1544.0,2.0,21,2.0,,,,,DS-SR,2.0,221874,57,,ts-trial-spatial-rotation,
2,147.45812965041975,1.0,316_38703,1782.3333333333333,20.0,,1,,,1831.0,6,,1871.5,1874.0,2.0,21,0.0,,,,,SR-SS,0.0,177653,45,,ts-trial-spatial-span,
0,234.49855314814081,1.0,316_38703,1768.0,74.0,,1,,,1810.0,23,,1946.2857142857142,2002.0,3.0,21,1.0,,,,,NONE-DS,1.0,532234,155,,ts-trial-digit-span,
1,124.23912874417267,1.0,316_38703,1323.0,42.0,,1,,,1417.0,14,,1315.888888888889,1304.0,3.0,21,1.0,,,,,DS-SR,1.0,323586,91,,ts-trial-spatial-rotation,
2,310.3883895717628,1.0,316_38703,1856.0,51.0,,1,,,1623.0,12,,1936.5714285714287,2031.0,3.0,21,2.0,,,,,SR-SS,2.0,386685,109,,ts-trial-spatial-span,
0,637.0613785185851,,316_38703,2037.6666666666667,112.0,,1,,,2156.0,30,,2043.8,2156.0,4.0,21,2.0,,,,,NONE-DS,0.0,805325,238,,ts-trial-digit-span,
1,112.05802068571441,1.0,316_38703,1461.3333333333333,81.0,,1,,,1518.0,23,,1387.0,1343.0,4.0,21,2.0,,,,,DS-SR,2.0,581641,173,,ts-trial-spatial-rotation,
2,467.23800909478365,,316_38703,1537.3333333333333,66.0,,1,,,2187.0,19,,1686.25,1681.5,4.0,21,1.0,,,,,SR-SS,0.0,475434,139,,ts-trial-spatial-span,
0,303.4547742250894,1.0,316_38703,2042.3333333333333,132.0,,1,,,2234.0,35,,1916.0,1979.0,5.0,21,2.0,,,,,NONE-DS,2.0,942182,280,,ts-trial-digit-span,
1,492.6475848485841,,316_38703,2002.6666666666667,97.0,,1,,,2233.0,30,,1845.75,1694.5,5.0,21,0.0,,,,,DS-SR,2.0,692527,206,,ts-trial-spatial-rotation,
2,273.73162038756135,,316_38703,1729.6666666666667,88.0,,1,,,1396.0,27,,1559.0,1474.0,5.0,21,0.0,,,,,SR-SS,2.0,628194,187,,ts-trial-spatial-span,
0,441.3139786793273,1.0,316_38703,2133.6666666666665,143.0,,1,,,1586.0,41,,2159.5555555555557,2252.0,6.0,21,2.0,,,,,NONE-DS,2.0,1023246,306,,ts-trial-digit-span,
1,301.01479159985604,,316_38703,1597.0,125.0,,1,,,1398.0,38,,1671.7142857142858,1670.0,6.0,21,0.0,,,,,DS-SR,1.0,892107,266,,ts-trial-spatial-rotation,
2,559.8450465892114,,316_38703,1369.3333333333333,105.0,,1,,,1492.0,36,,1789.142857142857,1525.0,6.0,21,1.0,,,,,SR-SS,2.0,749096,222,,ts-trial-spatial-span,
0,360.82937697160173,1.0,316_38703,2185.0,158.0,,1,,,2012.0,50,,2003.875,2031.5,7.0,21,2.0,,,,,NONE-DS,2.0,1119404,336,,ts-trial-digit-span,
1,595.9545843994042,,316_38703,2123.6666666666665,152.0,,1,,,1648.0,45,,1952.3333333333333,1977.5,7.0,21,2.0,,,,,DS-SR,0.0,1076855,324,,ts-trial-spatial-rotation,
2,477.4890986040564,,316_38703,1886.3333333333333,117.0,,1,,,2644.0,43,,1619.875,1538.5,7.0,21,2.0,,,,,SR-SS,1.0,838859,250,,ts-trial-spatial-span,
0,137.14347718113805,1.0,316_38703,1699.5,172.0,,1,,,1807.0,58,,1650.3333333333333,1592.0,8.0,21,2.0,,,,,NONE-DS,2.0,1204418,364,,ts-trial-digit-span,
1,188.139753020638,,316_38703,1675.6666666666667,166.0,,1,,,1779.0,51,,1722.1666666666667,1724.5,8.0,21,0.0,,,,,DS-SR,1.0,1166157,352,,ts-trial-spatial-rotation,
2,280.2190214814119,,316_38703,1703.0,138.0,,1,,,1665.0,51,,1617.8,1585.0,8.0,21,1.0,,,,,SR-SS,0.0,984564,294,,ts-trial-spatial-span,
0,200.07623547038264,1.0,394_3084,1714.6666666666667,185.0,,0,1.0,,1488.0,0,,1722.25,1743.5,0.0,20,1.0,,1.0,,,SR-SS,1.0,36109,7,,ts-trial-spatial-rotation,
0,470.6096350176318,1.0,394_3084,2069.3333333333335,193.0,,1,,,1874.0,0,,1778.5,1614.5,1.0,20,1.0,,1.0,,,NONE-DS,1.0,88257,23,,ts-trial-digit-span,
1,427.125922382883,,394_3084,1417.0,201.0,,1,,,1168.0,8,,1603.375,1539.5,1.0,20,1.0,,1.0,,,DS-SR,2.0,137132,41,,ts-trial-spatial-rotation,
2,511.50901867951086,1.0,394_3084,1647.3333333333333,215.0,,1,,,1364.0,0,,1430.142857142857,1363.0,1.0,20,0.0,,1.0,,,SR-SS,0.0,229722,71,,ts-trial-spatial-span,
0,121.38108034890227,1.0,394_3084,1869.0,209.0,,1,,,1976.0,8,,1772.8333333333333,1757.5,2.0,20,2.0,,1.0,,,NONE-DS,2.0,192152,57,,ts-trial-digit-span,
1,311.49592980601574,1.0,394_3084,1704.6666666666667,222.0,,1,,,1392.0,16,,1558.5,1525.0,2.0,20,0.0,,1.0,,,DS-SR,0.0,277631,85,,ts-trial-spatial-rotation,
2,488.80037799065735,1.0,394_3084,1548.0,230.0,,1,,,1613.0,7,,1542.142857142857,1553.0,2.0,20,2.0,,1.0,,,SR-SS,2.0,331903,101,,ts-trial-spatial-span,
0,439.86946115540104,,394_3084,2115.6666666666665,252.0,,1,,,2305.0,14,,1999.0,2017.5,3.0,20,0.0,,1.0,,,NONE-DS,1.0,486523,145,,ts-trial-digit-span,
1,273.7738574078979,1.0,394_3084,1560.3333333333333,237.0,,1,,,1682.0,24,,1442.125,1453.5,3.0,20,2.0,,1.0,,,DS-SR,2.0,379302,115,,ts-trial-spatial-rotation,
2,382.05017122536844,,394_3084,1674.3333333333333,245.0,,1,,,1229.0,14,,1822.0,1867.0,3.0,20,1.0,,1.0,,,SR-SS,0.0,436836,131,,ts-trial-spatial-span,
0,623.3308645227402,1.0,394_3084,2209.3333333333335,267.0,,1,,,1432.0,22,,2170.1666666666665,2388.5,4.0,20,2.0,,1.0,,,NONE-DS,2.0,576114,175,,ts-trial-digit-span,
1,360.3751352344361,,394_3084,1211.0,260.0,,1,,,1195.0,32,,1511.2857142857142,1492.0,4.0,20,2.0,,1.0,,,DS-SR,0.0,530259,161,,ts-trial-spatial-rotation,
2,451.8868181619944,,394_3084,1473.6666666666667,281.0,,1,,,1790.0,21,,1747.375,1629.5,4.0,20,1.0,,1.0,,,SR-SS,0.0,678087,206,,ts-trial-spatial-span,
0,525.1317521754489,,394_3084,2337.6666666666665,289.0,,1,,,2563.0,28,,2034.75,1984.0,5.0,20,1.0,,1.0,,,NONE-DS,0.0,741186,224,,ts-trial-digit-span,
1,326.81526017876564,1.0,394_3084,1485.6666666666667,273.0,,1,,,1661.0,39,,1300.75,1247.5,5.0,20,1.0,,1.0,,,DS-SR,1.0,618295,189,,ts-trial-spatial-rotation,
2,452.25509026064776,,394_3084,839.6666666666666,297.0,,1,,,1254.0,29,,1091.3333333333333,1084.5,5.0,20,2.0,,1.0,,,SR-SS,1.0,786989,240,,ts-trial-spatial-span,
0,397.33127596143606,1.0,394_3084,2107.6666666666665,303.0,,1,,,1981.0,36,,2095.8571428571427,2062.0,6.0,20,2.0,,1.0,,,NONE-DS,2.0,831982,254,,ts-trial-digit-span,
1,442.822951829133,1.0,394_3084,1112.3333333333333,322.0,,1,,,635.0,47,,849.8333333333334,768.5,6.0,20,1.0,,1.0,,,DS-SR,1.0,961895,298,,ts-trial-spatial-rotation,
2,685.985604805232,,394_3084,1588.0,310.0,,1,,,1985.0,35,,1453.25,1588.0,6.0,20,1.0,,1.0,,,SR-SS,0.0,870266,268,,ts-trial-spatial-span,
0,445.06267616402715,,394_3084,1854.3333333333333,314.0,,1,,,2484.0,43,,1934.25,1962.0,7.0,20,2.0,,1.0,,,NONE-DS,1.0,915861,282,,ts-trial-digit-span,
1,744.8843497110437,1.0,394_3084,1452.3333333333333,341.0,,1,,,2848.0,53,,1301.2222222222222,982.0,7.0,20,0.0,,1.0,,,DS-SR,0.0,1096360,338,,ts-trial-spatial-rotation,
2,407.4377253028983,1.0,394_3084,1821.6666666666667,335.0,,1,,,1309.0,39,,1938.5,1978.0,7.0,20,0.0,,1.0,,,SR-SS,0.0,1053580,326,,ts-trial-spatial-span,
0,296.24635822555655,1.0,394_3084,1712.3333333333333,328.0,,1,,,1733.0,51,,1681.7142857142858,1722.0,8.0,20,2.0,,1.0,,,NONE-DS,2.0,1010708,312,,ts-trial-digit-span,
1,618.301167177722,,394_3084,1786.5,356.0,,1,,,2275.0,62,,1567.6666666666667,1298.0,8.0,20,1.0,,1.0,,,DS-SR,0.0,1201160,368,,ts-trial-spatial-rotation,
2,574.2994573100924,1.0,394_3084,1810.0,350.0,,1,,,1941.0,45,,1497.6666666666667,1572.0,8.0,20,1.0,,1.0,,,SR-SS,1.0,1156779,356,,ts-trial-spatial-span,
0,265.2463958379086,1.0,452.40499999999884_3732,1429.890000000002,1.0,,0,1.0,,1154.7900000000009,0,,1514.934000000001,1520.2650000000067,0.0,20,0.0,,37.0,,,SR-SS,0.0,48299,5,,ts-trial-digit-span,
0,548.2834092859458,,452.40499999999884_3732,2226.793333333335,14.0,,1,,,1535.0199999999895,5,,1873.9212499999994,1744.7550000000047,1.0,20,1.0,,37.0,,,NONE-DS,0.0,142479,35,,ts-trial-digit-span,
1,444.051747290133,,452.40499999999884_3732,2520.9666666666744,30.0,,1,,,2458.8950000000186,0,,2352.0975000000035,2444.220000000001,1.0,20,2.0,,37.0,,,DS-SR,1.0,253946,71,,ts-trial-spatial-rotation,
2,450.86489995767045,1.0,452.40499999999884_3732,2676.270000000004,6.0,,1,,,2784.9400000000023,0,,2199.546875000002,2045.074999999997,1.0,20,1.0,,37.0,,,SR-SS,1.0,84183,17,,ts-trial-spatial-span,
0,531.6695832084453,1.0,452.40499999999884_3732,2224.603333333352,50.0,,1,,,2526.585000000021,13,,1856.580555555553,1701.989999999991,2.0,20,2.0,,37.0,,,NONE-DS,2.0,403723,113,,ts-trial-digit-span,
1,143.17861792180292,1.0,452.40499999999884_3732,1551.8433333333426,44.0,,1,,,1563.5349999999744,8,,1612.8349999999919,1610.5224999999919,2.0,20,0.0,,37.0,,,DS-SR,0.0,354850,99,,ts-trial-spatial-rotation,
2,620.3704726004862,,452.40499999999884_3732,2078.7633333333265,22.0,,1,,,2507.3399999999965,8,,2116.1156249999985,2379.9974999999977,2.0,20,1.0,,37.0,,,SR-SS,0.0,185414,51,,ts-trial-spatial-span,
0,715.4780747491171,,452.40499999999884_3732,2159.1366666666777,72.0,,1,,,1383.510000000009,22,,1726.1133333333225,1568.320000000007,3.0,20,1.0,,37.0,,,NONE-DS,0.0,544967,157,,ts-trial-digit-span,
1,246.88317553045835,1.0,452.40499999999884_3732,1582.9533333333482,59.0,,1,,,1351.1650000000373,14,,1525.470000000011,1526.3800000000047,3.0,20,2.0,,37.0,,,DS-SR,2.0,455149,131,,ts-trial-spatial-rotation,
2,857.7012852488403,,452.40499999999884_3732,2386.578333333348,38.0,,1,,,2999.645000000018,16,,2029.5275000000063,1870.7474999999977,3.0,20,2.0,,37.0,,,SR-SS,1.0,310675,87,,ts-trial-spatial-span,
0,432.33136230662586,1.0,452.40499999999884_3732,1653.1483333333938,85.0,,1,,,1268.7300000000978,28,,1785.4012500000244,1767.4100000000326,4.0,20,2.0,,37.0,,,NONE-DS,2.0,628488,183,,ts-trial-digit-span,
1,604.8592741281695,1.0,452.40499999999884_3732,1762.3550000000203,78.0,,1,,,2163.0200000000186,20,,1806.7428571428838,1618.9200000000421,4.0,20,2.0,,37.0,,,DS-SR,2.0,577783,169,,ts-trial-spatial-rotation,
2,466.5446878994169,1.0,452.40499999999884_3732,1918.401666666672,65.0,,1,,,2031.765000000014,22,,1977.802142857158,1992.25,4.0,20,1.0,,37.0,,,SR-SS,1.0,495212,143,,ts-trial-spatial-span,
0,675.3006659880471,,452.40499999999884_3732,1594.6899999999441,105.0,,1,,,2691.394999999902,36,,1900.801249999975,1841.8450000000303,5.0,20,2.0,,37.0,,,NONE-DS,0.0,763711,228,,ts-trial-digit-span,
1,566.3331918954522,1.0,452.40499999999884_3732,1963.2316666666884,93.0,,1,,,2530.474999999977,27,,2206.216000000015,2150.464999999968,5.0,20,0.0,,37.0,,,DS-SR,0.0,672190,200,,ts-trial-spatial-rotation,
2,549.3676954300527,1.0,452.40499999999884_3732,1712.668333333296,98.0,,1,,,1281.7750000000233,29,,1909.0971428571336,1761.4549999999579,5.0,20,2.0,,37.0,,,SR-SS,2.0,712121,212,,ts-trial-spatial-span,
0,383.5432190075744,1.0,452.40499999999884_3732,2173.9633333332995,119.0,,1,,,1867.6399999998976,44,,2323.473333333328,2222.842500000028,6.0,20,2.0,,37.0,,,NONE-DS,2.0,859687,258,,ts-trial-digit-span,
1,510.1131292799954,1.0,452.40499999999884_3732,2435.1149999999907,133.0,,1,,,1966.8399999999676,32,,2041.3681249999936,1890.1199999999956,6.0,20,0.0,,37.0,,,DS-SR,0.0,957792,288,,ts-trial-spatial-rotation,
2,572.5539536410645,1.0,452.40499999999884_3732,1345.0483333333007,113.0,,1,,,1011.7049999999581,36,,1679.599999999996,1685.552500000049,6.0,20,1.0,,37.0,,,SR-SS,1.0,810160,244,,ts-trial-spatial-span,
0,552.286992284505,1.0,452.40499999999884_3732,2088.3999999999846,153.0,,1,,,1466.2250000000934,50,,2062.6866666666465,2064.3399999999674,7.0,20,0.0,,37.0,,,NONE-DS,0.0,1099592,330,,ts-trial-digit-span,
1,512.6847543731386,,452.40499999999884_3732,1757.7249999999378,147.0,,1,,,1413.7199999999718,40,,1944.9883333332837,1828.6324999999488,7.0,20,2.0,,37.0,,,DS-SR,0.0,1054572,316,,ts-trial-spatial-rotation,
2,671.4301569753832,1.0,452.40499999999884_3732,1529.1566666666574,125.0,,1,,,1225.1450000000184,42,,1773.2556250000198,1612.2099999999627,7.0,20,1.0,,37.0,,,SR-SS,1.0,892835,270,,ts-trial-spatial-span,
0,309.46061990660735,1.0,452.40499999999884_3732,1294.869999999879,164.0,,1,,,1291.1099999998696,56,,1527.8787499999744,1436.1524999999674,8.0,20,0.0,,37.0,,,NONE-DS,0.0,1176116,354,,ts-trial-digit-span,
1,487.8424880789126,,452.40499999999884_3732,2175.978333333352,159.0,,1,,,2431.1750000000466,46,,1975.275,2053.9399999999437,8.0,20,0.0,,37.0,,,DS-SR,1.0,1142886,344,,ts-trial-spatial-rotation,
2,515.6716162023089,1.0,452.40499999999884_3732,1691.6566666666185,141.0,,1,,,1852.8249999999532,50,,2134.778333333321,2158.8024999999907,8.0,20,2.0,,37.0,,,SR-SS,2.0,1014658,304,,ts-trial-spatial-span,
0,493.68559576583675,,4597.265000003972_15055,1489.2333333333324,1.0,,0,1.0,,1555.4850000000006,0,,1696.5666666666657,1506.2125000000015,0.0,18,1.0,,6570434.0,,,SR-SS,2.0,69956,5,,ts-trial-spatial-rotation,
0,588.1917414776408,1.0,4597.265000003972_15055,1885.8149999999976,7.0,,1,,,1340.9199999999985,0,,2096.5339999999997,2217.4049999999993,1.0,18,0.0,,6570434.0,,,NONE-DS,0.0,109538,17,,ts-trial-digit-span,
1,414.4562692121935,1.0,4597.265000003972_15055,1736.5399999999888,12.0,,1,,,1634.0999999999767,6,,2062.6014285714273,2101.3999999999937,1.0,18,1.0,,6570434.0,,,DS-SR,1.0,145463,29,,ts-trial-spatial-rotation,
2,743.5364271642859,,4597.265000003972_15055,2228.9449999999974,19.0,,1,,,2958.4249999999884,0,,2211.7742857142835,2428.0,1.0,18,1.0,,6570434.0,,,SR-SS,2.0,192038,43,,ts-trial-spatial-span,
0,578.4898848109384,1.0,4597.265000003972_15055,1493.5483333333298,26.0,,1,,,1616.1499999999942,5,,1872.6892857142832,1768.570000000007,2.0,18,2.0,,6570434.0,,,NONE-DS,2.0,244177,59,,ts-trial-digit-span,
1,464.2699050539797,1.0,4597.265000003972_15055,1941.4966666666442,41.0,,1,,,2245.399999999965,13,,2290.874374999985,2265.547499999986,2.0,18,2.0,,6570434.0,,,DS-SR,2.0,346733,91,,ts-trial-spatial-rotation,
2,654.9612920391945,,4597.265000003972_15055,1938.86500000001,33.0,,1,,,2497.984999999986,7,,1466.9462500000081,1236.467500000028,2.0,18,2.0,,6570434.0,,,SR-SS,1.0,291768,75,,ts-trial-spatial-span,
0,427.46691575197843,,4597.265000003972_15055,2603.7233333333666,49.0,,1,,,2697.8050000000508,12,,2502.435000000021,2697.8050000000508,3.0,18,2.0,,6570434.0,,,NONE-DS,1.0,408628,109,,ts-trial-digit-span,
1,708.3754925792665,,4597.265000003972_15055,2164.6683333333544,60.0,,1,,,3002.2399999999907,21,,1691.3557142856964,1535.4300000000512,3.0,18,2.0,,6570434.0,,,DS-SR,1.0,489710,135,,ts-trial-spatial-rotation,
2,182.05519227467732,,4597.265000003972_15055,1094.6383333333458,54.0,,1,,,1221.0,15,,1121.9758333333302,1145.1150000000198,3.0,18,1.0,,6570434.0,,,SR-SS,2.0,446572,123,,ts-trial-spatial-span,
0,240.29412279538698,,4597.265000003972_15055,2012.1183333333272,74.0,,1,,,2065.234999999986,17,,1940.9000000000087,2058.1525000000256,4.0,18,0.0,,6570434.0,,,NONE-DS,1.0,596833,167,,ts-trial-digit-span,
1,573.0443884588755,1.0,4597.265000003972_15055,2586.323333333363,82.0,,1,,,2574.070000000065,28,,2089.894166666665,2085.4899999999907,4.0,18,0.0,,6570434.0,,,DS-SR,0.0,644527,183,,ts-trial-spatial-rotation,
2,349.3728534630755,1.0,4597.265000003972_15055,1017.8199999999488,67.0,,1,,,1083.6149999999907,21,,1284.4292857142864,1207.6500000000233,4.0,18,1.0,,6570434.0,,,SR-SS,1.0,551289,153,,ts-trial-spatial-span,
0,398.82184293240846,1.0,4597.265000003972_15055,2394.351666666645,107.0,,1,,,2095.339999999968,25,,2486.2749999999846,2437.037500000035,5.0,18,1.0,,6570434.0,,,NONE-DS,1.0,856827,242,,ts-trial-digit-span,
1,256.5702003676238,1.0,4597.265000003972_15055,2530.8666666666977,95.0,,1,,,2420.5500000000466,34,,2470.631666666692,2465.7125000000233,5.0,18,1.0,,6570434.0,,,DS-SR,1.0,755525,214,,ts-trial-spatial-rotation,
2,562.4855018184644,1.0,4597.265000003972_15055,1531.448333333324,88.0,,1,,,1557.2550000000049,28,,1825.2664285714272,1719.8549999999814,5.0,18,1.0,,6570434.0,,,SR-SS,1.0,698805,198,,ts-trial-spatial-span,
0,383.18944825799963,1.0,4597.265000003972_15055,2070.859999999986,126.0,,1,,,2156.920000000042,31,,2272.773750000022,2134.622500000056,6.0,18,0.0,,6570434.0,,,NONE-DS,0.0,1005074,288,,ts-trial-digit-span,
1,607.465410315686,1.0,4597.265000003972_15055,1943.0883333332993,121.0,,1,,,2619.734999999986,40,,2003.5540000000037,2191.92499999993,6.0,18,1.0,,6570434.0,,,DS-SR,1.0,949161,272,,ts-trial-spatial-rotation,
2,322.8824221665587,,4597.265000003972_15055,1333.5616666666854,101.0,,1,,,1729.135000000009,35,,1315.0958333333645,1200.429999999993,6.0,18,0.0,,6570434.0,,,SR-SS,1.0,806627,228,,ts-trial-spatial-span,
