,accuracy,block,drop_column,occurence,overall_percent_acc,participant_id,switch_percent_acc,type
0,1,3.0,62.0,2.0,71.42857142857143,louis_pilot,75.0,TrialSpatialRotation
0,1,3.0,63.0,3.0,66.66666666666666,louis_pilot,75.0,TrialSpatialRotation
0,0,3.0,64.0,4.0,57.14285714285714,louis_pilot,50.0,TrialSpatialRotation
0,0,4.0,65.0,1.0,44.44444444444444,louis_pilot,0.0,TrialSpatialRotation
0,0,4.0,66.0,2.0,25.0,louis_pilot,50.0,TrialSpatialRotation
0,0,1.0,67.0,1.0,42.857142857142854,louis_pilot,75.0,TrialSpatialSpan
0,1,1.0,68.0,2.0,33.33333333333333,louis_pilot,50.0,TrialSpatialSpan
0,0,1.0,69.0,3.0,33.33333333333333,louis_pilot,25.0,TrialSpatialSpan
0,0,1.0,70.0,4.0,66.66666666666666,louis_pilot,50.0,TrialSpatialSpan
0,1,2.0,71.0,1.0,100.0,louis_pilot,100.0,TrialSpatialSpan
0,1,2.0,72.0,2.0,71.42857142857143,louis_pilot,75.0,TrialSpatialSpan
0,1,3.0,73.0,1.0,62.5,louis_pilot,50.0,TrialSpatialSpan
0,1,3.0,74.0,2.0,55.55555555555556,louis_pilot,50.0,TrialSpatialSpan
0,0,3.0,75.0,3.0,33.33333333333333,louis_pilot,50.0,TrialSpatialSpan
0,1,4.0,76.0,1.0,66.66666666666666,louis_pilot,100.0,TrialSpatialSpan
0,1,4.0,77.0,2.0,75.0,louis_pilot,50.0,TrialSpatialSpan
0,1,4.0,78.0,3.0,66.66666666666666,louis_pilot,75.0,TrialSpatialSpan
0,1,4.0,79.0,4.0,57.14285714285714,louis_pilot,25.0,TrialSpatialSpan
0,1,4.0,80.0,5.0,44.44444444444444,louis_pilot,25.0,TrialSpatialSpan
0,1,1.0,81.0,1.0,57.14285714285714,madi_pilot,25.0,TrialDigitSpan
0,1,1.0,82.0,2.0,42.857142857142854,madi_pilot,75.0,TrialDigitSpan
0,0,1.0,83.0,3.0,33.33333333333333,madi_pilot,50.0,TrialDigitSpan
0,1,1.0,84.0,4.0,37.5,madi_pilot,75.0,TrialDigitSpan
0,1,2.0,85.0,1.0,66.66666666666666,madi_pilot,75.0,TrialDigitSpan
0,0,2.0,86.0,2.0,44.44444444444444,madi_pilot,25.0,TrialDigitSpan
0,1,2.0,87.0,3.0,66.66666666666666,madi_pilot,50.0,TrialDigitSpan
0,1,3.0,88.0,1.0,37.5,madi_pilot,50.0,TrialDigitSpan
0,1,3.0,89.0,2.0,44.44444444444444,madi_pilot,50.0,TrialDigitSpan
0,0,3.0,90.0,3.0,33.33333333333333,madi_pilot,50.0,TrialDigitSpan
0,1,4.0,91.0,1.0,88.88888888888889,madi_pilot,75.0,TrialDigitSpan
0,1,4.0,92.0,2.0,66.66666666666666,madi_pilot,75.0,TrialDigitSpan
0,0,4.0,93.0,3.0,66.66666666666666,madi_pilot,50.0,TrialDigitSpan
0,0,1.0,94.0,1.0,55.55555555555556,madi_pilot,50.0,TrialSpatialRotation
0,1,1.0,95.0,2.0,50.0,madi_pilot,25.0,TrialSpatialRotation
0,0,1.0,96.0,3.0,66.66666666666666,madi_pilot,50.0,TrialSpatialRotation
0,1,2.0,97.0,1.0,66.66666666666666,madi_pilot,50.0,TrialSpatialRotation
0,1,2.0,98.0,2.0,25.0,madi_pilot,25.0,TrialSpatialRotation
0,1,2.0,99.0,3.0,66.66666666666666,madi_pilot,75.0,TrialSpatialRotation
0,1,2.0,100.0,4.0,71.42857142857143,madi_pilot,50.0,TrialSpatialRotation
0,1,2.0,101.0,5.0,55.55555555555556,madi_pilot,75.0,TrialSpatialRotation
0,1,3.0,102.0,1.0,83.33333333333334,madi_pilot,75.0,TrialSpatialRotation
0,0,3.0,103.0,2.0,66.66666666666666,madi_pilot,50.0,TrialSpatialRotation
0,0,4.0,104.0,1.0,66.66666666666666,madi_pilot,75.0,TrialSpatialRotation
0,1,4.0,105.0,2.0,88.88888888888889,madi_pilot,75.0,TrialSpatialRotation
0,1,4.0,106.0,3.0,42.857142857142854,madi_pilot,75.0,TrialSpatialRotation
0,1,1.0,107.0,1.0,55.55555555555556,madi_pilot,50.0,TrialSpatialSpan
0,0,1.0,108.0,2.0,55.55555555555556,madi_pilot,75.0,TrialSpatialSpan
0,1,1.0,109.0,3.0,62.5,madi_pilot,100.0,TrialSpatialSpan
0,1,2.0,110.0,1.0,42.857142857142854,madi_pilot,25.0,TrialSpatialSpan
0,0,2.0,111.0,2.0,50.0,madi_pilot,50.0,TrialSpatialSpan
0,0,3.0,112.0,1.0,60.0,madi_pilot,50.0,TrialSpatialSpan
0,0,3.0,113.0,2.0,57.14285714285714,madi_pilot,50.0,TrialSpatialSpan
0,1,3.0,114.0,3.0,62.5,madi_pilot,75.0,TrialSpatialSpan
0,1,3.0,115.0,4.0,66.66666666666666,madi_pilot,75.0,TrialSpatialSpan
0,1,3.0,116.0,5.0,66.66666666666666,madi_pilot,100.0,TrialSpatialSpan
0,0,4.0,117.0,1.0,33.33333333333333,madi_pilot,0.0,TrialSpatialSpan
0,0,4.0,118.0,2.0,55.55555555555556,madi_pilot,50.0,TrialSpatialSpan
0,1,4.0,119.0,3.0,77.77777777777779,madi_pilot,75.0,TrialSpatialSpan
0,0,4.0,120.0,4.0,14.285714285714285,madi_pilot,25.0,TrialSpatialSpan
0,1,1.0,121.0,1.0,44.44444444444444,marianna_pilot,75.0,TrialDigitSpan
0,1,1.0,122.0,2.0,37.5,marianna_pilot,50.0,TrialDigitSpan
0,0,1.0,123.0,3.0,66.66666666666666,marianna_pilot,50.0,TrialDigitSpan
0,0,2.0,124.0,1.0,12.5,marianna_pilot,25.0,TrialDigitSpan
0,1,2.0,125.0,2.0,25.0,marianna_pilot,50.0,TrialDigitSpan
0,1,2.0,126.0,3.0,85.71428571428571,marianna_pilot,75.0,TrialDigitSpan
0,1,2.0,127.0,4.0,57.14285714285714,marianna_pilot,50.0,TrialDigitSpan
0,0,3.0,128.0,1.0,50.0,marianna_pilot,50.0,TrialDigitSpan
0,0,3.0,129.0,2.0,55.55555555555556,marianna_pilot,75.0,TrialDigitSpan
0,0,3.0,130.0,3.0,62.5,marianna_pilot,75.0,TrialDigitSpan
0,1,4.0,131.0,1.0,57.14285714285714,marianna_pilot,25.0,TrialDigitSpan
0,1,4.0,132.0,2.0,66.66666666666666,marianna_pilot,100.0,TrialDigitSpan
0,0,1.0,133.0,1.0,37.5,marianna_pilot,25.0,TrialSpatialRotation
0,0,1.0,134.0,2.0,22.22222222222222,marianna_pilot,0.0,TrialSpatialRotation
0,0,1.0,135.0,3.0,16.666666666666664,marianna_pilot,25.0,TrialSpatialRotation
0,0,2.0,136.0,1.0,22.22222222222222,marianna_pilot,0.0,TrialSpatialRotation
0,0,2.0,137.0,2.0,33.33333333333333,marianna_pilot,0.0,TrialSpatialRotation
0,0,3.0,138.0,1.0,25.0,marianna_pilot,0.0,TrialSpatialRotation
0,0,3.0,139.0,2.0,33.33333333333333,marianna_pilot,25.0,TrialSpatialRotation
0,1,3.0,140.0,3.0,57.14285714285714,marianna_pilot,50.0,TrialSpatialRotation
0,0,3.0,141.0,4.0,50.0,marianna_pilot,25.0,TrialSpatialRotation
0,1,3.0,142.0,5.0,100.0,marianna_pilot,100.0,TrialSpatialRotation
0,1,4.0,143.0,1.0,66.66666666666666,marianna_pilot,100.0,TrialSpatialRotation
0,0,4.0,144.0,2.0,33.33333333333333,marianna_pilot,25.0,TrialSpatialRotation
0,0,4.0,145.0,3.0,16.666666666666664,marianna_pilot,25.0,TrialSpatialRotation
0,0,4.0,146.0,4.0,22.22222222222222,marianna_pilot,0.0,TrialSpatialRotation
0,1,4.0,147.0,5.0,66.66666666666666,marianna_pilot,100.0,TrialSpatialRotation
0,0,1.0,148.0,1.0,50.0,marianna_pilot,25.0,TrialSpatialSpan
0,0,1.0,149.0,2.0,37.5,marianna_pilot,25.0,TrialSpatialSpan
0,0,1.0,150.0,3.0,37.5,marianna_pilot,75.0,TrialSpatialSpan
0,0,1.0,151.0,4.0,33.33333333333333,marianna_pilot,50.0,TrialSpatialSpan
0,0,2.0,152.0,1.0,0.0,marianna_pilot,0.0,TrialSpatialSpan
0,1,2.0,153.0,2.0,62.5,marianna_pilot,75.0,TrialSpatialSpan
0,0,2.0,154.0,3.0,25.0,marianna_pilot,25.0,TrialSpatialSpan
0,1,2.0,155.0,4.0,33.33333333333333,marianna_pilot,50.0,TrialSpatialSpan
0,0,3.0,156.0,1.0,55.55555555555556,marianna_pilot,50.0,TrialSpatialSpan
0,0,3.0,157.0,2.0,25.0,marianna_pilot,0.0,TrialSpatialSpan
0,0,4.0,158.0,1.0,0.0,marianna_pilot,0.0,TrialSpatialSpan
0,0,4.0,159.0,2.0,42.857142857142854,marianna_pilot,25.0,TrialSpatialSpan
0,0,4.0,160.0,3.0,44.44444444444444,marianna_pilot,25.0,TrialSpatialSpan
0,1,1.0,161.0,1.0,75.0,phil_pilot,75.0,TrialDigitSpan
0,1,1.0,162.0,2.0,75.0,phil_pilot,75.0,TrialDigitSpan
0,1,1.0,163.0,3.0,85.71428571428571,phil_pilot,75.0,TrialDigitSpan
0,1,1.0,164.0,4.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,0,2.0,165.0,1.0,50.0,phil_pilot,50.0,TrialDigitSpan
0,1,2.0,166.0,2.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,1,2.0,167.0,3.0,85.71428571428571,phil_pilot,75.0,TrialDigitSpan
0,1,2.0,168.0,4.0,88.88888888888889,phil_pilot,100.0,TrialDigitSpan
0,1,3.0,169.0,1.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,1,3.0,170.0,2.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,1,3.0,171.0,3.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,1,4.0,172.0,1.0,100.0,phil_pilot,100.0,TrialDigitSpan
0,0,1.0,173.0,1.0,55.55555555555556,phil_pilot,50.0,TrialSpatialRotation
0,1,1.0,174.0,2.0,77.77777777777779,phil_pilot,100.0,TrialSpatialRotation
0,0,2.0,175.0,1.0,71.42857142857143,phil_pilot,75.0,TrialSpatialRotation
0,0,2.0,176.0,2.0,55.55555555555556,phil_pilot,50.0,TrialSpatialRotation
0,0,2.0,177.0,3.0,77.77777777777779,phil_pilot,50.0,TrialSpatialRotation
0,1,2.0,178.0,4.0,75.0,phil_pilot,100.0,TrialSpatialRotation
0,1,3.0,179.0,1.0,80.0,phil_pilot,75.0,TrialSpatialRotation
0,1,3.0,180.0,2.0,44.44444444444444,phil_pilot,50.0,TrialSpatialRotation
0,0,3.0,181.0,3.0,57.14285714285714,phil_pilot,25.0,TrialSpatialRotation
0,0,3.0,182.0,4.0,37.5,phil_pilot,0.0,TrialSpatialRotation
0,1,4.0,,1.0,100.0,phil_pilot,,TrialSpatialRotation
0,1,1.0,184.0,1.0,83.33333333333334,phil_pilot,100.0,TrialSpatialSpan
0,1,1.0,185.0,2.0,83.33333333333334,phil_pilot,75.0,TrialSpatialSpan
0,0,1.0,186.0,3.0,37.5,phil_pilot,25.0,TrialSpatialSpan
0,0,1.0,187.0,4.0,42.857142857142854,phil_pilot,0.0,TrialSpatialSpan
0,1,2.0,188.0,1.0,50.0,phil_pilot,50.0,TrialSpatialSpan
0,0,2.0,189.0,2.0,66.66666666666666,phil_pilot,75.0,TrialSpatialSpan
0,1,3.0,190.0,1.0,33.33333333333333,phil_pilot,25.0,TrialSpatialSpan
0,1,3.0,191.0,2.0,66.66666666666666,phil_pilot,50.0,TrialSpatialSpan
0,1,3.0,192.0,3.0,77.77777777777779,phil_pilot,100.0,TrialSpatialSpan
0,1,4.0,193.0,1.0,100.0,phil_pilot,100.0,TrialSpatialSpan
