,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence,first_switch_rt
878,25,462.85000001080334_70250,21.0,Female,ts-trial-spatial-span,ts-trial,47.0,191874.64,1.0,1.0,1.0,2358.7949999999837,0.0,none,2.0,
880,26,462.85000001080334_70250,21.0,Female,ts-trial-spatial-span,ts-trial,49.0,198233.225,1.0,0.0,,2145.9499999999825,0.0,none,2.0,
2879,34,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,61.0,281660.34,1.0,0.0,,2342.25,1.0,SR-SS,2.0,
2880,35,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,63.0,288729.0,0.0,2.0,,1526.070000000007,0.0,none,2.0,
2881,36,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,65.0,295414.73,0.0,1.0,,1917.1149999999907,0.0,none,2.0,
2882,37,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,67.0,301737.795,2.0,2.0,1.0,2173.280000000028,0.0,none,2.0,
2883,38,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,69.0,308983.08,1.0,1.0,1.0,2589.4949999999953,0.0,none,2.0,
2884,39,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,71.0,315736.235,1.0,1.0,1.0,2034.8649999999907,0.0,none,2.0,
2885,40,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,73.0,322820.56,0.0,0.0,1.0,1305.3250000000116,0.0,none,2.0,
2886,41,550.7099999999809_41239,18.0,female,ts-trial-spatial-span,ts-trial,75.0,329308.235,1.0,2.0,,2112.3450000000303,0.0,none,2.0,
3087,30,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,55.0,203682.96,1.0,1.0,1.0,1478.5599999999977,1.0,SR-SS,2.0,
3088,31,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,57.0,210538.82,2.0,2.0,1.0,1562.0650000000023,0.0,none,2.0,
3089,32,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,59.0,217628.535,0.0,0.0,1.0,2417.170000000013,0.0,none,2.0,
3090,33,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,61.0,224502.02,1.0,1.0,1.0,1454.9000000000233,0.0,none,2.0,
3091,34,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,63.0,231230.38,,0.0,,,0.0,none,2.0,
3092,35,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,65.0,237765.895,1.0,1.0,1.0,2935.584999999992,0.0,none,2.0,
3093,36,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,67.0,244985.335,2.0,2.0,1.0,1596.5750000000116,0.0,none,2.0,
3094,37,569.4950000033714_22620,19.0,Female,ts-trial-spatial-span,ts-trial,69.0,251780.26,1.0,1.0,1.0,1790.6900000000023,0.0,none,2.0,
2034,36,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,65.0,236089.96,,1.0,,,1.0,SR-SS,2.0,
2035,37,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,67.0,242982.085,0.0,2.0,,2818.6199999999953,0.0,none,2.0,
2036,38,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,69.0,249474.175,0.0,2.0,,1705.5199999999895,0.0,none,2.0,
2037,39,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,71.0,256079.72,0.0,0.0,1.0,2251.0749999999825,0.0,none,2.0,
2038,40,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,73.0,262785.445,0.0,2.0,,2171.25,0.0,none,2.0,
2039,41,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,75.0,269837.7,2.0,0.0,,2083.6900000000023,0.0,none,2.0,
2040,42,611.2100000027567_97917,19.0,male,ts-trial-spatial-span,ts-trial,77.0,276402.295,1.0,2.0,,2413.7900000000373,0.0,none,2.0,
4522,34,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,61.0,239988.725,1.0,0.0,,1024.3450000000012,1.0,SR-SS,2.0,
4523,35,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,63.0,246914.155,,2.0,,,0.0,none,2.0,
4524,36,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,65.0,253341.285,1.0,2.0,,1563.7399999999907,0.0,none,2.0,
4525,37,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,67.0,259806.53,0.0,2.0,,571.0349999999744,0.0,none,2.0,
4526,38,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,69.0,266721.52,0.0,1.0,,2171.780000000028,0.0,none,2.0,
4527,39,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,71.0,273523.62,0.0,1.0,,1789.1500000000233,0.0,none,2.0,
4528,40,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,73.0,279844.56,2.0,0.0,,1147.664999999979,0.0,none,2.0,
4529,41,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,75.0,286701.01,0.0,2.0,,2461.0400000000373,0.0,none,2.0,
4530,42,755.2750000031665_40766,19.0,Female,ts-trial-spatial-span,ts-trial,77.0,293835.81,1.0,2.0,,2393.3549999999814,0.0,none,2.0,
295,58,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,103.0,381134.88,2.0,2.0,1.0,2322.7449999999953,1.0,DS-SS,2.0,
297,59,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,105.0,387578.26,1.0,1.0,1.0,1841.9550000000163,0.0,none,2.0,
299,60,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,107.0,394443.645,2.0,2.0,1.0,1521.344999999972,0.0,none,2.0,
301,61,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,109.0,401693.875,1.0,1.0,1.0,1873.7550000000047,0.0,none,2.0,
303,62,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,111.0,408607.56,0.0,2.0,,2884.3699999999953,0.0,none,2.0,
305,63,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,113.0,415086.085,2.0,2.0,1.0,2554.9499999999534,0.0,none,2.0,
307,64,831.5449999936391_42874,21.0,female,ts-trial-spatial-span,ts-trial,115.0,422073.18,2.0,1.0,,1938.0750000000116,0.0,none,2.0,
1710,61,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,109.0,367458.0,,1.0,,,1.0,DS-SS,2.0,
1711,62,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,111.0,373944.0,0.0,1.0,,1178.0,0.0,none,2.0,
1712,63,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,113.0,380950.0,2.0,1.0,,1196.0,0.0,none,2.0,
1713,64,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,115.0,387277.0,,0.0,,,0.0,none,2.0,
1714,65,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,117.0,394491.0,0.0,0.0,1.0,1675.0,0.0,none,2.0,
1715,66,870_66478,19.0,Female,ts-trial-spatial-span,ts-trial,119.0,401323.0,2.0,0.0,,1558.0,0.0,none,2.0,
1490,37,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,67.0,280591.0,2.0,2.0,1.0,2077.0,1.0,SR-SS,2.0,
1491,38,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,69.0,287722.0,0.0,0.0,1.0,2202.0,0.0,none,2.0,
1492,39,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,71.0,294589.0,0.0,0.0,1.0,2940.0,0.0,none,2.0,
1493,40,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,73.0,301758.0,1.0,2.0,,1405.0,0.0,none,2.0,
1494,41,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,75.0,308715.0,2.0,0.0,,1596.0,0.0,none,2.0,
1495,42,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,77.0,315626.0,0.0,0.0,1.0,2152.0,0.0,none,2.0,
1496,43,961_63147,19.0,Female,ts-trial-spatial-span,ts-trial,79.0,322127.0,0.0,2.0,,1720.0,0.0,none,2.0,1564.210000000021
1323,77,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,137.0,440235.39,0.0,2.0,,1533.6300000000047,1.0,DS-SS,3.0,
1324,78,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,139.0,446585.45,0.0,2.0,,1682.0800000000163,0.0,none,3.0,
1325,79,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,141.0,453503.925,1.0,1.0,1.0,1548.9000000000233,0.0,none,3.0,
1326,80,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,143.0,460111.34,1.0,1.0,1.0,2719.484999999986,0.0,none,3.0,
1327,81,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,145.0,467118.415,2.0,0.0,,2513.454999999958,0.0,none,3.0,
1328,82,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,147.0,473635.05,0.0,1.0,,1633.1599999999744,0.0,none,3.0,
1329,83,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,149.0,480342.195,0.0,2.0,,964.695000000007,0.0,none,3.0,
1330,84,1152.5099999271333_59120,20.0,Female,ts-trial-spatial-span,ts-trial,151.0,487244.39,1.0,0.0,,1684.4000000000233,0.0,none,3.0,
3757,73,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,131.0,479060.71,2.0,2.0,1.0,2298.1300000000047,1.0,SR-SS,3.0,
3758,74,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,133.0,485684.63,0.0,0.0,1.0,1158.7999999999884,0.0,none,3.0,
3759,75,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,135.0,492121.39,1.0,0.0,,1950.8899999999558,0.0,none,3.0,
3760,76,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,137.0,498752.61,0.0,0.0,1.0,1359.625,0.0,none,3.0,
3761,77,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,139.0,505060.765,2.0,2.0,1.0,1226.625,0.0,none,3.0,
3762,78,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,141.0,511371.885,0.0,2.0,,2358.2399999999907,0.0,none,3.0,
3763,79,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,143.0,518173.9,1.0,1.0,1.0,2815.4150000000373,0.0,none,3.0,
3764,80,1168.1700000001456_40690,20.0,Male,ts-trial-spatial-span,ts-trial,145.0,524792.025,2.0,2.0,1.0,1250.0600000000559,0.0,none,3.0,
2691,60,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,107.0,593151.085,1.0,1.0,1.0,1183.7150000000838,1.0,SR-SS,3.0,
2692,61,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,109.0,599796.18,2.0,2.0,1.0,1106.5050000000047,0.0,none,3.0,
2693,62,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,111.0,606130.375,0.0,0.0,1.0,1202.625,0.0,none,3.0,
2694,63,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,113.0,613002.96,1.0,0.0,,1573.5600000000559,0.0,none,3.0,
2695,64,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,115.0,619980.72,0.0,0.0,1.0,1332.920000000042,0.0,none,3.0,
2696,65,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,117.0,626653.025,0.0,0.0,1.0,1677.3800000000047,0.0,none,3.0,
2697,66,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,119.0,633832.71,2.0,2.0,1.0,868.1700000000419,0.0,none,3.0,
2698,67,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,121.0,640335.0,0.0,0.0,1.0,1311.3349999999627,0.0,none,3.0,
2699,68,1273.4650000929832_33389,22.0,female,ts-trial-spatial-span,ts-trial,123.0,646871.12,2.0,1.0,,1838.5250000000233,0.0,none,3.0,
662,58,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,105.0,363439.94,2.0,0.0,,1610.8800000000047,1.0,DS-SS,3.0,
664,59,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,107.0,370410.74,0.0,1.0,,1543.820000000007,0.0,none,3.0,
667,60,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,109.0,377098.455,1.0,1.0,1.0,1739.7949999999837,0.0,none,3.0,
668,61,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,111.0,383898.32,1.0,1.0,1.0,1560.3499999999767,0.0,none,3.0,
669,62,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,113.0,390202.42,1.0,0.0,,1590.9249999999884,0.0,none,3.0,
670,63,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,115.0,397182.825,1.0,1.0,1.0,1745.304999999993,0.0,none,3.0,
671,64,1718.75_45854,19.0,Female,ts-trial-spatial-span,ts-trial,117.0,403872.535,0.0,2.0,,2718.7099999999627,0.0,none,3.0,
4959,61,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,109.0,373409.0,0.0,0.0,1.0,1158.0,1.0,SR-SS,3.0,
4960,62,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,111.0,380563.0,2.0,0.0,,1075.0,0.0,none,3.0,
4961,63,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,113.0,387748.0,2.0,2.0,1.0,1283.0,0.0,none,3.0,
4962,64,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,115.0,394089.0,1.0,1.0,1.0,1479.0,0.0,none,3.0,
4963,65,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,117.0,400867.0,1.0,2.0,,2282.0,0.0,none,3.0,
4964,66,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,119.0,407740.0,0.0,0.0,1.0,1113.0,0.0,none,3.0,
4965,67,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,121.0,414609.0,2.0,2.0,1.0,810.0,0.0,none,3.0,
4966,68,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,123.0,421471.0,1.0,2.0,,1175.0,0.0,none,3.0,
4967,69,1830_2921,22.0,Male,ts-trial-spatial-span,ts-trial,125.0,428250.0,1.0,0.0,,1013.0,0.0,none,3.0,
938,66,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,119.0,494186.12,1.0,0.0,,2579.8349999999627,1.0,DS-SS,3.0,
940,67,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,121.0,501194.565,0.0,1.0,,2573.3949999999604,0.0,none,3.0,
943,68,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,123.0,508033.44,0.0,0.0,1.0,2528.219999999972,0.0,none,3.0,
945,69,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,125.0,515112.22,0.0,0.0,1.0,2523.5499999999884,0.0,none,3.0,
948,70,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,127.0,521536.8,1.0,2.0,,2139.9649999999674,0.0,none,3.0,
950,71,1975.4950000206009_98708,24.0,Female,ts-trial-spatial-span,ts-trial,129.0,528138.435,2.0,2.0,1.0,2789.310000000056,0.0,none,3.0,
3524,50,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,91.0,313690.0,0.0,0.0,1.0,2748.0,1.0,DS-SS,3.0,
3525,51,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,93.0,320147.0,1.0,1.0,1.0,1126.0,0.0,none,3.0,
3526,52,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,95.0,326992.0,0.0,1.0,,1441.0,0.0,none,3.0,
3527,53,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,97.0,333798.0,0.0,2.0,,1590.0,0.0,none,3.0,
3528,54,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,99.0,341037.0,0.0,1.0,,1715.0,0.0,none,3.0,
3529,55,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,101.0,347631.0,0.0,0.0,1.0,1581.0,0.0,none,3.0,
3530,56,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,103.0,354077.0,1.0,2.0,,1940.0,0.0,none,3.0,
3531,57,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,105.0,360476.0,2.0,0.0,,2284.0,0.0,none,3.0,
3532,58,217_86855,20.0,Female,ts-trial-spatial-span,ts-trial,107.0,367101.0,0.0,0.0,1.0,2191.0,0.0,none,3.0,
3977,81,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,145.0,488302.0,2.0,0.0,,2663.0,1.0,SR-SS,3.0,
3978,82,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,147.0,495201.0,2.0,2.0,1.0,1742.0,0.0,none,3.0,
3979,83,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,149.0,502041.0,2.0,2.0,1.0,1538.0,0.0,none,3.0,
3980,84,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,151.0,508911.0,0.0,0.0,1.0,3013.0,0.0,none,3.0,
3981,85,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,153.0,516171.0,0.0,1.0,,2907.0,0.0,none,3.0,
3982,86,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,155.0,523072.0,1.0,1.0,1.0,2054.0,0.0,none,3.0,
3983,87,232_72278,19.0,Female,ts-trial-spatial-span,ts-trial,157.0,529580.0,2.0,2.0,1.0,1730.0,0.0,none,3.0,
1836,47,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,85.0,313806.7,0.0,0.0,1.0,2011.2900000000373,1.0,DS-SS,3.0,
1837,48,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,87.0,320478.97,0.0,0.0,1.0,1452.4649999999674,0.0,none,3.0,
1838,49,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,89.0,327564.265,0.0,0.0,1.0,2063.8499999999767,0.0,none,3.0,
1839,50,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,91.0,334468.025,0.0,0.0,1.0,2231.7799999999697,0.0,none,3.0,
1840,51,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,93.0,341640.18,1.0,1.0,1.0,1991.0199999999604,0.0,none,3.0,
1841,52,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,95.0,348825.125,0.0,0.0,1.0,2091.7449999999953,0.0,none,3.0,
1842,53,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,97.0,355461.505,0.0,0.0,1.0,2370.5400000000373,0.0,none,3.0,
1843,54,236.19000000007873_6858,20.0,Female ,ts-trial-spatial-span,ts-trial,99.0,361763.38,2.0,2.0,1.0,1597.5050000000047,0.0,none,3.0,
311,42,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,75.0,319318.49,1.0,0.0,,2393.1300000000047,1.0,SR-SS,3.0,
313,43,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,77.0,325590.13,1.0,2.0,,2271.2399999999907,0.0,none,3.0,
316,44,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,79.0,332687.065,0.0,0.0,1.0,2679.6999999999534,0.0,none,3.0,
318,45,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,81.0,339519.025,1.0,1.0,1.0,1637.2750000000233,0.0,none,3.0,
321,46,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,83.0,345828.94,2.0,2.0,1.0,1929.2550000000047,0.0,none,3.0,
323,47,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,85.0,352571.515,1.0,0.0,,2727.7300000000396,0.0,none,3.0,
325,48,251.67000001238193_90175,20.0,Female,ts-trial-spatial-span,ts-trial,87.0,359587.265,0.0,0.0,1.0,2778.6849999999977,0.0,none,3.0,
2477,60,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,107.0,332970.865,1.0,1.0,1.0,1192.8150000000023,1.0,SR-SS,3.0,
2478,61,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,109.0,339609.705,2.0,2.0,1.0,1120.5599999999977,0.0,none,3.0,
2479,62,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,111.0,345939.435,1.0,0.0,,1201.7450000000536,0.0,none,3.0,
2480,63,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,113.0,352794.965,1.0,0.0,,924.484999999986,0.0,none,3.0,
2481,64,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,115.0,359754.775,1.0,0.0,,813.3349999999627,0.0,none,3.0,
2482,65,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,117.0,366417.25,,0.0,,,0.0,none,3.0,
2483,66,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,119.0,373589.03,2.0,2.0,1.0,700.8549999999814,0.0,none,3.0,
2484,67,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,121.0,380083.2,0.0,0.0,1.0,1855.5250000000233,0.0,none,3.0,
2485,68,268.8400000006368_67932,20.0,female,ts-trial-spatial-span,ts-trial,123.0,386608.415,1.0,1.0,1.0,929.289999999979,0.0,none,3.0,
85,86,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,153.0,539394.0,0.0,2.0,,1544.0,1.0,SR-SS,3.0,
86,87,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,155.0,546155.0,0.0,0.0,1.0,1567.0,0.0,none,3.0,
87,88,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,157.0,553364.0,1.0,1.0,1.0,1613.0,0.0,none,3.0,
88,89,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,159.0,559925.0,0.0,0.0,1.0,1966.0,0.0,none,3.0,
89,90,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,161.0,566420.0,2.0,2.0,1.0,1586.0,0.0,none,3.0,
90,91,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,163.0,573136.0,2.0,2.0,1.0,1360.0,0.0,none,3.0,
91,92,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,165.0,579798.0,0.0,0.0,1.0,1410.0,0.0,none,3.0,
92,93,283.00000000000006_59779,20.0,Female,ts-trial-spatial-span,ts-trial,167.0,586591.0,1.0,1.0,1.0,1569.0,0.0,none,3.0,
2257,50,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,91.0,328039.935,2.0,0.0,,1992.9000000000233,1.0,DS-SS,3.0,
2258,51,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,93.0,334497.285,1.0,1.0,1.0,2070.280000000028,0.0,none,3.0,
2259,52,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,95.0,341345.295,0.0,1.0,,1649.0499999999884,0.0,none,3.0,
2260,53,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,97.0,348159.47,2.0,2.0,1.0,1844.7799999999697,0.0,none,3.0,
2261,54,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,99.0,355403.795,0.0,1.0,,1200.4199999999837,0.0,none,3.0,
2262,55,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,101.0,362004.255,2.0,0.0,,1344.929999999993,0.0,none,3.0,
2263,56,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,103.0,368454.815,0.0,2.0,,1464.1199999999953,0.0,none,3.0,
2264,57,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,105.0,374860.475,0.0,0.0,1.0,2932.225000000035,0.0,none,3.0,
2265,58,293.7149999997928_80595,20.0,Female,ts-trial-spatial-span,ts-trial,107.0,381489.795,1.0,0.0,,1411.2750000000233,0.0,none,3.0,
4132,60,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,109.0,380826.0,2.0,2.0,1.0,1623.0,1.0,SR-SS,3.0,
4133,61,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,111.0,387480.0,1.0,1.0,1.0,2373.0,0.0,none,3.0,
4134,62,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,113.0,394340.0,2.0,0.0,,1572.0,0.0,none,3.0,
4135,63,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,115.0,401338.0,0.0,2.0,,2031.0,0.0,none,3.0,
4136,64,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,117.0,408177.0,2.0,0.0,,2134.0,0.0,none,3.0,
4137,65,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,119.0,414625.0,1.0,0.0,,2143.0,0.0,none,3.0,
4138,66,316_38703,21.0,Female,ts-trial-spatial-span,ts-trial,121.0,421283.0,0.0,0.0,1.0,1680.0,0.0,none,3.0,
3335,73,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,131.0,431074.0,1.0,0.0,,1229.0,1.0,SR-SS,3.0,
3336,74,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,133.0,438132.0,0.0,0.0,1.0,1927.0,0.0,none,3.0,
3337,75,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,135.0,444570.0,0.0,2.0,,1867.0,0.0,none,3.0,
3338,76,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,137.0,451793.0,2.0,0.0,,2423.0,0.0,none,3.0,
3339,77,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,139.0,458413.0,1.0,1.0,1.0,2075.0,0.0,none,3.0,
3340,78,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,141.0,465082.0,2.0,0.0,,1643.0,0.0,none,3.0,
3341,79,394_3084,20.0,female,ts-trial-spatial-span,ts-trial,143.0,472098.0,1.0,1.0,1.0,1590.0,0.0,none,3.0,
4741,48,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,87.0,304969.765,2.0,1.0,,2999.6450000000186,1.0,SR-SS,3.0,
4742,49,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,89.0,312159.385,1.0,2.0,,2924.6849999999977,0.0,none,3.0,
4743,50,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,91.0,318508.92,1.0,0.0,,1235.405000000028,0.0,none,3.0,
4744,51,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,93.0,324854.09,0.0,2.0,,2456.780000000028,0.0,none,3.0,
4745,52,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,95.0,332102.86,0.0,0.0,1.0,1275.9349999999977,0.0,none,3.0,
4746,53,452.40499999999884_3732,20.0,Female,ts-trial-spatial-span,ts-trial,97.0,338990.31,0.0,0.0,1.0,1284.7149999999674,0.0,none,3.0,
4349,69,4597.265000003972_15055,18.0,Female,ts-trial-spatial-span,ts-trial,123.0,444988.88,1.0,2.0,,1221.0,1.0,DS-SS,3.0,
4350,70,4597.265000003972_15055,18.0,Female,ts-trial-spatial-span,ts-trial,125.0,452086.2,2.0,2.0,1.0,1069.2300000000396,0.0,none,3.0,
