,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence
3946,2,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,5,63346.985,,1,,,1,NONE-DS,1
3947,3,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,7,68356.895,,0,,,0,NONE-DS,1
3948,4,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,9,73194.335,1,1,1,1434.455,0,NONE-DS,1
3949,5,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,11,78817.56,2,1,,1577.355,0,NONE-DS,1
3950,6,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,13,83975.61,,2,,,0,NONE-DS,1
3951,7,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,15,89213.88,2,2,1,2602.945,0,NONE-DS,1
3952,8,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,17,94223.735,2,2,1,1704.4,0,NONE-DS,1
3953,9,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,19,99905.46,,0,,,0,NONE-DS,1
3954,10,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,21,105496.805,2,2,1,1519.88,0,NONE-DS,1
3964,20,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,37,163605.755,,2,,,1,SS-DS,2
3965,21,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,39,169113.5,1,1,1,2023.08,0,SS-DS,2
3966,22,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,41,174174.04,2,2,1,1350.365,0,SS-DS,2
3967,23,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,43,179127.35,1,1,1,2084.305,0,SS-DS,2
3968,24,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,45,184866.72,2,1,,2886.13,0,SS-DS,2
3969,25,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,47,190167.475,,2,,,0,SS-DS,2
3970,26,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,49,195532.78,,2,,,0,SS-DS,2
3981,37,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,67,258012.28,2,1,,1764.03,1,SR-DS,3
3982,38,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,69,262916.785,1,1,1,2059.85,0,SR-DS,3
3983,39,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,71,268303.655,0,0,1,2628.095,0,SR-DS,3
3984,40,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,73,273539.64,,1,,,0,SR-DS,3
3985,41,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,75,278801.545,0,0,1,2286.045,0,SR-DS,3
3986,42,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,77,284000.61,1,1,1,2357.1,0,SR-DS,3
3987,43,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,79,288835.645,1,0,,2459.62,0,SR-DS,3
3988,44,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,81,294229.065,1,1,1,2904.365,0,SR-DS,3
4026,82,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,147,522480.905,1,1,1,2009.095,1,SS-DS,4
4027,83,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,149,527484.805,1,0,,2736.58,0,SS-DS,4
4028,84,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,151,532281.665,1,2,,2172.81,0,SS-DS,4
4029,85,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,153,537928.53,,1,,,0,SS-DS,4
4030,86,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,155,542891.245,1,0,,2500.265,0,SS-DS,4
4031,87,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,157,548571.115,2,2,1,2854.105,0,SS-DS,4
4032,88,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,159,553926.21,,0,,,0,SS-DS,4
4033,89,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,161,559176.59,,1,,,0,SS-DS,4
4043,99,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,177,617643.295,,0,,,1,SS-DS,5
4044,100,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,179,622736.565,,2,,,0,SS-DS,5
4045,101,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,181,627783.665,,0,,,0,SS-DS,5
4046,102,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,183,632737.915,1,1,1,2655.99,0,SS-DS,5
4047,103,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,185,637938.695,,2,,,0,SS-DS,5
4048,104,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,187,643693.17,0,0,1,1741.96,0,SS-DS,5
4049,105,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,189,649093.52,2,2,1,1746.82,0,SS-DS,5
4063,119,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,210,718748.34,,0,,,1,SR-DS,6
4064,120,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,212,723899.225,2,2,1,1890.51,0,SR-DS,6
4065,121,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,214,728933.83,2,2,1,2749.085,0,SR-DS,6
4066,122,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,216,733950.59,1,1,1,2717.78,0,SR-DS,6
4067,123,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,218,739256.295,1,1,1,2580.85,0,SR-DS,6
4068,124,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,220,744551.1,1,0,,2686.97,0,SR-DS,6
4069,125,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,222,750000.185,,1,,,0,SR-DS,6
4106,162,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,286,971288.345,,2,,,1,SR-DS,7
4107,163,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,288,976206.695,,0,,,0,SR-DS,7
4108,164,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,290,981150.19,0,1,,2513.03,0,SR-DS,7
4109,165,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,292,986554.155,1,1,1,1639.575,0,SR-DS,7
4110,166,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,294,991667.995,,0,,,0,SR-DS,7
4111,167,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,296,996932.8,,1,,,0,SR-DS,7
4112,168,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,298,1002089.06,1,0,,2078.855,0,SR-DS,7
4138,194,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,342,1155956.815,0,0,1,1571.01,1,SS-DS,8
4139,195,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,344,1161558.37,1,1,1,2876.025,0,SS-DS,8
4140,196,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,346,1166588.505,0,0,1,2673.775,0,SS-DS,8
4141,197,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,348,1172106.295,2,2,1,1863.28,0,SS-DS,8
4142,198,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,350,1177817.595,,0,,,0,SS-DS,8
4143,199,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,352,1183029.37,,1,,,0,SS-DS,8
4144,200,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,354,1187982.49,2,2,1,2694.135,0,SS-DS,8
4154,210,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,370,1245254.455,1,2,,1073.94,1,SR-DS,9
4155,211,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,372,1250406.54,,0,,,0,SR-DS,9
4156,212,1013.1699999910779_57485,19,Female,ts-trial-digit-span,ts-trial,374,1255260.305,0,0,1,2536.745,0,SR-DS,9
3972,28,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,51,204197.96,0,0,1,2092.275,1,DS-SR,1
3973,29,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,53,211390.965,,2,,,0,DS-SR,1
3974,30,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,55,217774.27,1,1,1,1933.59,0,DS-SR,1
3975,31,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,57,224162.81,0,2,,2283.225,0,DS-SR,1
3976,32,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,59,231342.69,1,1,1,1474.705,0,DS-SR,1
3977,33,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,61,237854.765,0,1,,2838.19,0,DS-SR,1
3978,34,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,63,244521.355,1,1,1,2382.085,0,DS-SR,1
3979,35,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,65,251346.85,,2,,,0,DS-SR,1
3990,46,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,83,302898.19,,0,,,1,DS-SR,2
3991,47,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,85,309332.155,2,2,1,1586.54,0,DS-SR,2
3992,48,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,87,316105.46,1,0,,2083.95,0,DS-SR,2
3993,49,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,89,323356.075,2,0,,2168.32,0,DS-SR,2
3994,50,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,91,330463.25,2,2,1,2817.395,0,DS-SR,2
3995,51,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,93,337425.92,0,0,1,1689.835,0,DS-SR,2
3996,52,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,95,344459.98,1,1,1,1840.265,0,DS-SR,2
3997,53,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,97,351378.125,2,2,1,2152.1,0,DS-SR,2
4009,65,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,117,422399.325,2,2,1,1366.395,1,SS-SR,3
4010,66,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,119,429542.55,0,0,1,1910.745,0,SS-SR,3
4011,67,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,121,436171.79,2,2,1,2535.08,0,SS-SR,3
4012,68,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,123,442832.625,2,0,,2813.62,0,SS-SR,3
4013,69,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,125,449302.565,0,0,1,2594.865,0,SS-SR,3
4014,70,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,127,456464.34,0,0,1,1673.005,0,SS-SR,3
4015,71,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,129,463351.05,2,1,,2944.405,0,SS-SR,3
4051,107,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,191,654260.3,2,2,1,2073.235,1,DS-SR,4
4052,108,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,193,660772.255,0,0,1,1698.58,0,DS-SR,4
4053,109,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,195,667577.425,,0,,,0,DS-SR,4
4055,111,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,197,674282.25,1,1,1,2411.94,0,DS-SR,4
4057,113,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,200,684452.45,2,2,1,2520.705,1,DS-SR,5
4058,114,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,202,691589.4,1,1,1,2048.435,0,DS-SR,5
4059,115,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,204,698770.07,,0,,,0,DS-SR,5
4060,116,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,206,705264.73,0,2,,1914.59,0,DS-SR,5
4061,117,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,208,712082.055,0,0,1,1935.145,0,DS-SR,5
4081,137,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,242,815589.31,1,0,,927.99,1,SS-SR,6
4082,138,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,244,822803.855,1,1,1,1775.095,0,SS-SR,6
4083,139,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,246,829848.845,0,0,1,2370.92,0,SS-SR,6
4084,140,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,250,843356.67,0,2,,2690.635,0,SS-SR,6
4085,141,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,252,849690.61,1,1,1,987.395,0,SS-SR,6
4086,142,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,254,856355.44,1,1,1,2281.63,0,SS-SR,6
4087,143,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,256,863362.36,0,0,1,1529.735,0,SS-SR,6
4089,145,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,248,837029.455,1,1,1,2869.155,1,SS-SR,7
4097,153,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,270,914608.745,0,0,1,2216.75,1,SS-SR,8
4098,154,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,272,921642.115,1,1,1,2560.88,0,SS-SR,8
4099,155,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,274,928066.97,0,2,,1260.89,0,SS-SR,8
4100,156,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,276,934338.92,2,1,,1742.845,0,SS-SR,8
4101,157,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,278,940701.7,2,2,1,1783.72,0,SS-SR,8
4102,158,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,280,947496.31,,2,,,0,SS-SR,8
4103,159,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,282,953907.715,1,2,,2980.69,0,SS-SR,8
4104,160,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,284,961123.91,2,2,1,1994.8,0,SS-SR,8
4122,178,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,314,1058603.695,2,2,1,1408.665,1,SS-SR,9
4123,179,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,316,1065295.23,1,1,1,1742.395,0,SS-SR,9
4124,180,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,318,1072241.89,0,2,,2927.69,0,SS-SR,9
4125,181,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,320,1078529.44,,0,,,0,SS-SR,9
4126,182,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,322,1085166.255,,2,,,0,SS-SR,9
4127,183,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,324,1091794.055,1,1,1,2235.67,0,SS-SR,9
4128,184,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,326,1098429.185,0,0,1,2947.31,0,SS-SR,9
4129,185,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,328,1104724.16,1,1,1,1858.005,0,SS-SR,9
4146,202,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,356,1193150.35,0,0,1,2508.44,1,DS-SR,10
4147,203,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,358,1200375.34,0,1,,1563.62,0,DS-SR,10
4148,204,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,360,1207132.13,,1,,,0,DS-SR,10
4149,205,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,362,1214228.535,1,1,1,2641.71,0,DS-SR,10
4150,206,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,364,1221494.22,0,0,1,1431.935,0,DS-SR,10
4151,207,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,366,1227966.905,1,0,,2912.05,0,DS-SR,10
4152,208,1013.1699999910779_57485,19,Female,ts-trial-spatial-rotation,ts-trial,368,1235090.025,1,1,1,1464.265,0,DS-SR,10
3956,12,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,23,114163.025,,1,,,1,DS-SS,1
3957,13,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,25,120567.095,1,0,,887.265,0,DS-SS,1
3958,14,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,27,127149.195,2,2,1,1061.485,0,DS-SS,1
3959,15,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,29,133717.97,,2,,,0,DS-SS,1
3960,16,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,31,140368.405,2,2,1,2464.275,0,DS-SS,1
3961,17,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,33,146999.545,1,1,1,2029.7,0,DS-SS,1
3962,18,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,35,153440.995,1,1,1,1777.14,0,DS-SS,1
3999,55,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,99,361549.69,0,0,1,2472.21,1,SR-SS,2
4000,56,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,101,368020.965,,1,,,0,SR-SS,2
4001,57,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,103,374749.965,2,1,,2893.755,0,SR-SS,2
4002,58,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,105,382018.595,2,2,1,1297.56,0,SR-SS,2
4003,59,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,107,388879.545,,0,,,0,SR-SS,2
4004,60,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,109,395261.18,1,1,1,2402.135,0,SR-SS,2
4005,61,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,111,402138.255,2,2,1,2431.315,0,SR-SS,2
4006,62,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,113,408935.075,,0,,,0,SR-SS,2
4007,63,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,115,415735.44,0,0,1,1991.28,0,SR-SS,2
4017,73,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,131,470018.42,,2,,,1,SR-SS,3
4018,74,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,133,476643.76,,0,,,0,SR-SS,3
4019,75,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,135,483091.075,0,0,1,2302.045,0,SR-SS,3
4020,76,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,137,489735.31,0,0,1,2446.75,0,SR-SS,3
4021,77,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,139,496057.185,2,2,1,2569.36,0,SR-SS,3
4022,78,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,141,502375.875,,2,,,0,SR-SS,3
4023,79,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,143,509188.41,2,1,,2409.885,0,SR-SS,3
4024,80,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,145,515817.57,,2,,,0,SR-SS,3
4035,91,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,163,567843.14,1,0,,1802.855,1,DS-SS,4
4036,92,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,165,574371.975,2,2,1,2265.29,0,DS-SS,4
4037,93,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,167,581062.87,2,2,1,2357.49,0,DS-SS,4
4038,94,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,169,587445.96,,0,,,0,DS-SS,4
4039,95,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,171,593753.055,2,1,,2565.765,0,DS-SS,4
4040,96,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,173,600470.215,2,2,1,1404.7,0,DS-SS,4
4041,97,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,175,607477.48,2,1,,2635.21,0,DS-SS,4
4071,127,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,224,755164.74,1,1,1,1551.545,1,DS-SS,5
4072,128,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,226,761820.755,2,0,,1788.125,0,DS-SS,5
4073,129,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,228,769040.485,1,1,1,2844.76,0,DS-SS,5
4074,130,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,230,775386.59,2,0,,2343.215,0,DS-SS,5
4075,131,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,232,782521.67,2,2,1,2501.425,0,DS-SS,5
4076,132,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,234,789313.32,,2,,,0,DS-SS,5
4077,133,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,236,795644.525,1,1,1,2487.515,0,DS-SS,5
4078,134,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,238,802061.67,2,2,1,2791.62,0,DS-SS,5
4079,135,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,240,808922.02,1,1,1,1498.875,0,DS-SS,5
4090,146,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,258,870031.405,0,2,,2134.62,0,DS-SS,5
4091,147,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,260,877000.635,0,1,,2361.115,0,DS-SS,5
4092,148,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,262,884009.28,1,1,1,2385.735,0,DS-SS,5
4093,149,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,264,890803.785,0,0,1,2914.54,0,DS-SS,5
4094,150,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,266,897512.26,1,1,1,2798.25,0,DS-SS,5
4095,151,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,268,904448.74,,0,,,0,DS-SS,5
4114,170,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,300,1007255.835,0,1,,2606.015,1,DS-SS,6
4115,171,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,302,1014312.44,0,2,,1115.965,0,DS-SS,6
4116,172,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,304,1021452.7,0,0,1,1600.155,0,DS-SS,6
4117,173,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,306,1028182.275,1,0,,2090.95,0,DS-SS,6
4118,174,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,308,1034857.235,1,1,1,1940.25,0,DS-SS,6
4119,175,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,310,1041272,1,1,1,1163.425,0,DS-SS,6
4120,176,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,312,1047588.825,,1,,,0,DS-SS,6
4131,187,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,330,1114885.515,,2,,,1,SR-SS,7
4132,188,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,332,1121695.44,0,0,1,1300.1,0,SR-SS,7
4133,189,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,334,1128427.36,,0,,,0,SR-SS,7
4134,190,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,336,1135352.45,0,2,,2634.245,0,SR-SS,7
4135,191,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,338,1142384.235,,1,,,0,SR-SS,7
4136,192,1013.1699999910779_57485,19,Female,ts-trial-spatial-span,ts-trial,340,1149284.755,0,0,1,1593.835,0,SR-SS,7
1291,2,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,5,24162.275,1,1,1,871.005,1,NONE-DS,1
1292,3,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,7,29867.59,0,0,1,1697.6,0,NONE-DS,1
1293,4,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,9,35323.625,0,0,1,1823.105,0,NONE-DS,1
1294,5,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,11,40588.15,1,1,1,1182.32,0,NONE-DS,1
1295,6,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,13,45397.75,2,2,1,1447.38,0,NONE-DS,1
1296,7,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,15,50297.41,0,0,1,1973.09,0,NONE-DS,1
1315,26,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,47,161775.765,1,1,1,935.035,1,SS-DS,2
1316,27,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,49,166698.01,1,1,1,814.515,0,SS-DS,2
1317,28,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,51,172120.12,1,2,,2241.54,0,SS-DS,2
1318,29,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,53,177098.375,0,0,1,1027.11,0,SS-DS,2
1319,30,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,55,182302.79,0,0,1,804.075,0,SS-DS,2
1320,31,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,57,187950.305,0,0,1,968.025,0,SS-DS,2
1321,32,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,59,193003.275,0,0,1,823.805,0,SS-DS,2
1322,33,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,61,198425.195,2,2,1,1305.68,0,SS-DS,2
1323,34,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,63,203655.395,0,0,1,856.76,0,SS-DS,2
1342,53,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,95,313506.91,1,1,1,839.7,1,SS-DS,3
1343,54,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,97,318750.215,0,0,1,982.225,0,SS-DS,3
1344,55,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,99,323635.765,2,2,1,1110.295,0,SS-DS,3
1345,56,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,101,329129.51,1,1,1,825.65,0,SS-DS,3
1346,57,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,103,334305.9,0,0,1,895.5,0,SS-DS,3
1347,58,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,105,339521.035,0,0,1,1994.2,0,SS-DS,3
1348,59,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,107,344861.525,0,0,1,933.99,0,SS-DS,3
1349,60,1152.5099999271333_59120,20,Female,ts-trial-digit-span,ts-trial,109,349941.785,0,0,1,1153.105,0,SS-DS,3
