,index_raw,auto_participant_id,participant_age,participant_gender,type,trial_type,trial_index,time_start,participant_ans,target_ans,accuracy,response_time,changed_shifted,switch_type,occurence
3814,82,394_3084,20,female,ts-trial-digit-span,ts-trial,147,487481,1,1,1,2499,0,SS-DS,3
3815,83,394_3084,20,female,ts-trial-digit-span,ts-trial,149,493155,0,0,1,1543,0,SS-DS,3
3816,84,394_3084,20,female,ts-trial-digit-span,ts-trial,151,498591,0,0,1,1617,0,SS-DS,3
3817,85,394_3084,20,female,ts-trial-digit-span,ts-trial,153,503560,2,2,1,2380,0,SS-DS,3
3818,86,394_3084,20,female,ts-trial-digit-span,ts-trial,155,509192,1,0,,2426,0,SS-DS,3
3819,87,394_3084,20,female,ts-trial-digit-span,ts-trial,157,514055,0,0,1,1730,0,SS-DS,3
3820,88,394_3084,20,female,ts-trial-digit-span,ts-trial,159,519334,2,2,1,1492,0,SS-DS,3
3830,98,394_3084,20,female,ts-trial-digit-span,ts-trial,175,571850,2,2,1,1432,1,SR-DS,4
3831,99,394_3084,20,female,ts-trial-digit-span,ts-trial,177,577542,2,2,1,2365,0,SR-DS,4
3832,100,394_3084,20,female,ts-trial-digit-span,ts-trial,179,582971,0,0,1,2831,0,SR-DS,4
3833,101,394_3084,20,female,ts-trial-digit-span,ts-trial,181,588543,2,2,1,2623,0,SR-DS,4
3834,102,394_3084,20,female,ts-trial-digit-span,ts-trial,183,594292,,1,,,0,SR-DS,4
3835,103,394_3084,20,female,ts-trial-digit-span,ts-trial,185,599087,2,2,1,1358,0,SR-DS,4
3836,104,394_3084,20,female,ts-trial-digit-span,ts-trial,187,603865,1,1,1,2412,0,SR-DS,4
3859,127,394_3084,20,female,ts-trial-digit-span,ts-trial,224,736918,1,0,,2563,1,SS-DS,5
3860,128,394_3084,20,female,ts-trial-digit-span,ts-trial,226,741803,0,0,1,1859,0,SS-DS,5
3861,129,394_3084,20,female,ts-trial-digit-span,ts-trial,228,746781,2,2,1,2591,0,SS-DS,5
3862,130,394_3084,20,female,ts-trial-digit-span,ts-trial,230,751985,2,2,1,2080,0,SS-DS,5
3863,131,394_3084,20,female,ts-trial-digit-span,ts-trial,232,757241,1,1,1,1888,0,SS-DS,5
3864,132,394_3084,20,female,ts-trial-digit-span,ts-trial,234,762182,0,0,1,1450,0,SS-DS,5
3865,133,394_3084,20,female,ts-trial-digit-span,ts-trial,236,767111,2,2,1,1245,0,SS-DS,5
3866,134,394_3084,20,female,ts-trial-digit-span,ts-trial,238,772558,2,2,1,2602,0,SS-DS,5
3875,143,394_3084,20,female,ts-trial-digit-span,ts-trial,252,822603,,2,,,1,SS-DS,6
3876,144,394_3084,20,female,ts-trial-digit-span,ts-trial,254,827715,2,2,1,1981,0,SS-DS,6
3877,145,394_3084,20,female,ts-trial-digit-span,ts-trial,256,832657,2,2,1,2699,0,SS-DS,6
3878,146,394_3084,20,female,ts-trial-digit-span,ts-trial,258,837974,2,2,1,1643,0,SS-DS,6
3879,147,394_3084,20,female,ts-trial-digit-span,ts-trial,260,842890,2,2,1,2083,0,SS-DS,6
3880,148,394_3084,20,female,ts-trial-digit-span,ts-trial,262,848480,2,2,1,2062,0,SS-DS,6
3881,149,394_3084,20,female,ts-trial-digit-span,ts-trial,264,854196,2,1,,2528,0,SS-DS,6
3882,150,394_3084,20,female,ts-trial-digit-span,ts-trial,266,859340,0,0,1,1675,0,SS-DS,6
3892,160,394_3084,20,female,ts-trial-digit-span,ts-trial,282,911592,2,1,,2484,1,SS-DS,7
3893,161,394_3084,20,female,ts-trial-digit-span,ts-trial,284,916392,0,0,1,1393,0,SS-DS,7
3894,162,394_3084,20,female,ts-trial-digit-span,ts-trial,286,921808,0,2,,1686,0,SS-DS,7
3895,163,394_3084,20,female,ts-trial-digit-span,ts-trial,288,927342,1,1,1,2507,0,SS-DS,7
3896,164,394_3084,20,female,ts-trial-digit-span,ts-trial,290,932352,2,2,1,2120,0,SS-DS,7
3897,165,394_3084,20,female,ts-trial-digit-span,ts-trial,292,937536,0,0,1,2096,0,SS-DS,7
3898,166,394_3084,20,female,ts-trial-digit-span,ts-trial,294,942298,1,1,1,1828,0,SS-DS,7
3899,167,394_3084,20,female,ts-trial-digit-span,ts-trial,296,947466,2,2,1,1360,0,SS-DS,7
3909,177,394_3084,20,female,ts-trial-digit-span,ts-trial,312,1006436,2,2,1,1733,1,SR-DS,8
3910,178,394_3084,20,female,ts-trial-digit-span,ts-trial,314,1012098,2,2,1,1682,0,SR-DS,8
3911,179,394_3084,20,female,ts-trial-digit-span,ts-trial,316,1017462,0,0,1,1722,0,SR-DS,8
3912,180,394_3084,20,female,ts-trial-digit-span,ts-trial,318,1022823,0,0,1,2149,0,SR-DS,8
3913,181,394_3084,20,female,ts-trial-digit-span,ts-trial,320,1028403,0,0,1,1751,0,SR-DS,8
3914,182,394_3084,20,female,ts-trial-digit-span,ts-trial,322,1033505,2,2,1,1142,0,SR-DS,8
3915,183,394_3084,20,female,ts-trial-digit-span,ts-trial,324,1039146,2,2,1,1593,0,SR-DS,8
3734,2,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,5,23736,,0,,,1,NONE-SR,1
3735,3,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,7,30348,1,1,1,1488,0,NONE-SR,1
3736,4,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,9,37026,0,0,1,1922,0,NONE-SR,1
3737,5,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,11,43487,0,0,1,1734,0,NONE-SR,1
3738,6,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,13,50076,0,0,1,1753,0,NONE-SR,1
3739,7,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,15,56368,2,2,1,1500,0,NONE-SR,1
3740,8,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,17,63182,1,1,1,1874,0,NONE-SR,1
3741,9,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,19,70376,2,1,,1988,0,NONE-SR,1
3742,10,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,21,77332,1,1,1,1519,0,NONE-SR,1
3754,22,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,41,131372,1,2,,1168,1,DS-SR,2
3755,23,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,43,137812,0,0,1,1414,0,DS-SR,2
3756,24,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,45,144078,2,2,1,1669,0,DS-SR,2
3757,25,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,47,150917,2,0,,2488,0,DS-SR,2
3758,26,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,49,157423,1,1,1,1665,0,DS-SR,2
3759,27,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,51,164645,1,1,1,1213,0,DS-SR,2
3760,28,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,53,171289,0,2,,1372,0,DS-SR,2
3761,29,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,55,177726,0,0,1,1838,0,DS-SR,2
3779,47,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,85,271865,0,0,1,1392,1,SS-SR,3
3780,48,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,87,278841,1,1,1,2064,0,SS-SR,3
3781,49,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,89,286063,2,2,1,1658,0,SS-SR,3
3782,50,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,91,292409,1,2,,1207,0,SS-SR,3
3783,51,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,93,299077,0,0,1,1684,0,SS-SR,3
3784,52,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,95,305758,1,1,1,1228,0,SS-SR,3
3785,53,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,97,312840,2,0,,1362,0,SS-SR,3
3786,54,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,99,319475,1,0,,1873,0,SS-SR,3
3796,64,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,115,373540,2,2,1,1682,1,SS-SR,4
3797,65,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,117,380590,0,0,1,1160,0,SS-SR,4
3798,66,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,119,387620,0,0,1,1839,0,SS-SR,4
3799,67,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,121,394764,0,0,1,1538,0,SS-SR,4
3800,68,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,123,401056,1,1,1,1369,0,SS-SR,4
3801,69,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,125,407485,1,1,1,1651,0,SS-SR,4
3802,70,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,127,414134,0,0,1,1151,0,SS-SR,4
3803,71,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,129,420908,2,2,1,1147,0,SS-SR,4
3822,90,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,161,524494,2,0,,1195,1,DS-SR,5
3823,91,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,163,531737,2,1,,1121,0,DS-SR,5
3824,92,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,165,538317,1,0,,1317,0,DS-SR,5
3825,93,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,167,544907,2,0,,1547,0,DS-SR,5
3826,94,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,169,552117,0,2,,2173,0,DS-SR,5
3827,95,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,171,558432,1,2,,1734,0,DS-SR,5
3828,96,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,173,565188,2,2,1,1492,0,DS-SR,5
3838,106,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,189,612529,1,1,1,1661,1,DS-SR,6
3839,107,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,191,619015,0,1,,1029,0,DS-SR,6
3840,108,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,193,625702,1,1,1,1767,0,DS-SR,6
3842,110,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,195,632348,2,1,,1247,0,DS-SR,6
3844,112,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,198,642523,1,1,1,1559,1,DS-SR,7
3845,113,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,200,649110,0,0,1,1248,0,DS-SR,7
3846,114,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,202,655645,1,1,1,996,0,DS-SR,7
3847,115,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,204,662162,2,1,,899,0,DS-SR,7
3901,169,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,298,956128,1,1,1,635,1,DS-SR,8
3902,170,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,300,962978,2,1,,1157,0,DS-SR,8
3903,171,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,302,969997,1,0,,1545,0,DS-SR,8
3904,172,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,304,976723,0,0,1,902,0,DS-SR,8
3905,173,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,306,983095,2,0,,457,0,DS-SR,8
3906,174,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,308,989885,,1,,,0,DS-SR,8
3907,175,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,310,996271,1,2,,403,0,DS-SR,8
3924,192,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,338,1090591,0,0,1,2848,1,SS-SR,9
3925,193,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,340,1097148,1,0,,743,0,SS-SR,9
3926,194,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,342,1103780,1,2,,766,0,SS-SR,9
3927,195,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,344,1110809,2,0,,666,0,SS-SR,9
3928,196,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,346,1117461,2,2,1,2058,0,SS-SR,9
3929,197,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,348,1124428,0,1,,1389,0,SS-SR,9
3930,198,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,350,1130833,1,0,,740,0,SS-SR,9
3931,199,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,352,1137788,2,1,,982,0,SS-SR,9
3932,200,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,354,1144341,2,2,1,1519,0,SS-SR,9
3941,209,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,368,1195394,1,0,,2275,1,SS-SR,10
3942,210,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,370,1202266,,1,,,0,SS-SR,10
3943,211,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,372,1209201,2,0,,1298,0,SS-SR,10
3944,212,394_3084,20,female,ts-trial-spatial-rotation,ts-trial,374,1216173,1,2,,1130,0,SS-SR,10
3771,39,394_3084,20,female,ts-trial-spatial-span,ts-trial,71,223963,0,0,1,1364,1,DS-SS,1
3772,40,394_3084,20,female,ts-trial-spatial-span,ts-trial,73,230487,1,1,1,2456,0,DS-SS,1
3773,41,394_3084,20,female,ts-trial-spatial-span,ts-trial,75,237391,0,0,1,1122,0,DS-SS,1
3774,42,394_3084,20,female,ts-trial-spatial-span,ts-trial,77,244618,0,0,1,842,0,DS-SS,1
3775,43,394_3084,20,female,ts-trial-spatial-span,ts-trial,79,251548,0,0,1,1248,0,DS-SS,1
3776,44,394_3084,20,female,ts-trial-spatial-span,ts-trial,81,258057,1,1,1,1616,0,DS-SS,1
3777,45,394_3084,20,female,ts-trial-spatial-span,ts-trial,83,265200,0,2,,1363,0,DS-SS,1
3788,56,394_3084,20,female,ts-trial-spatial-span,ts-trial,101,326141,2,2,1,1613,1,SR-SS,2
3789,57,394_3084,20,female,ts-trial-spatial-span,ts-trial,103,332961,0,2,,1478,0,SR-SS,2
3790,58,394_3084,20,female,ts-trial-spatial-span,ts-trial,105,340017,0,0,1,1553,0,SR-SS,2
3791,59,394_3084,20,female,ts-trial-spatial-span,ts-trial,107,346962,2,2,1,2262,0,SR-SS,2
3792,60,394_3084,20,female,ts-trial-spatial-span,ts-trial,109,353830,0,0,1,1034,0,SR-SS,2
3793,61,394_3084,20,female,ts-trial-spatial-span,ts-trial,111,360442,2,2,1,1985,0,SR-SS,2
3794,62,394_3084,20,female,ts-trial-spatial-span,ts-trial,113,366883,0,0,1,870,0,SR-SS,2
3805,73,394_3084,20,female,ts-trial-spatial-span,ts-trial,131,431074,1,0,,1229,1,SR-SS,3
3806,74,394_3084,20,female,ts-trial-spatial-span,ts-trial,133,438132,0,0,1,1927,0,SR-SS,3
3807,75,394_3084,20,female,ts-trial-spatial-span,ts-trial,135,444570,0,2,,1867,0,SR-SS,3
3808,76,394_3084,20,female,ts-trial-spatial-span,ts-trial,137,451793,2,0,,2423,0,SR-SS,3
3809,77,394_3084,20,female,ts-trial-spatial-span,ts-trial,139,458413,1,1,1,2075,0,SR-SS,3
3810,78,394_3084,20,female,ts-trial-spatial-span,ts-trial,141,465082,2,0,,1643,0,SR-SS,3
3811,79,394_3084,20,female,ts-trial-spatial-span,ts-trial,143,472098,1,1,1,1590,0,SR-SS,3
3849,117,394_3084,20,female,ts-trial-spatial-span,ts-trial,206,672323,1,0,,1790,1,SR-SS,4
3850,118,394_3084,20,female,ts-trial-spatial-span,ts-trial,208,679202,0,0,1,1164,0,SR-SS,4
3851,119,394_3084,20,female,ts-trial-spatial-span,ts-trial,210,686222,1,0,,1467,0,SR-SS,4
3852,120,394_3084,20,female,ts-trial-spatial-span,ts-trial,212,692551,2,0,,1752,0,SR-SS,4
3853,121,394_3084,20,female,ts-trial-spatial-span,ts-trial,214,699610,0,1,,2318,0,SR-SS,4
3854,122,394_3084,20,female,ts-trial-spatial-span,ts-trial,216,705960,2,2,1,1487,0,SR-SS,4
3855,123,394_3084,20,female,ts-trial-spatial-span,ts-trial,218,712762,0,2,,2494,0,SR-SS,4
3856,124,394_3084,20,female,ts-trial-spatial-span,ts-trial,220,719794,,2,,,0,SR-SS,4
3857,125,394_3084,20,female,ts-trial-spatial-span,ts-trial,222,726750,1,1,1,1507,0,SR-SS,4
3868,136,394_3084,20,female,ts-trial-spatial-span,ts-trial,240,781219,2,1,,1254,1,DS-SS,5
3869,137,394_3084,20,female,ts-trial-spatial-span,ts-trial,242,787689,1,2,,503,0,DS-SS,5
3870,138,394_3084,20,female,ts-trial-spatial-span,ts-trial,244,794788,0,2,,762,0,DS-SS,5
3871,139,394_3084,20,female,ts-trial-spatial-span,ts-trial,246,801977,2,0,,1753,0,DS-SS,5
3872,140,394_3084,20,female,ts-trial-spatial-span,ts-trial,248,808911,0,1,,1361,0,DS-SS,5
3873,141,394_3084,20,female,ts-trial-spatial-span,ts-trial,250,815938,2,0,,915,0,DS-SS,5
3884,152,394_3084,20,female,ts-trial-spatial-span,ts-trial,268,864500,1,0,,1985,1,DS-SS,6
3885,153,394_3084,20,female,ts-trial-spatial-span,ts-trial,270,871255,0,0,1,1191,0,DS-SS,6
3886,154,394_3084,20,female,ts-trial-spatial-span,ts-trial,272,878277,,0,,,0,DS-SS,6
3887,155,394_3084,20,female,ts-trial-spatial-span,ts-trial,274,884574,,2,,,0,DS-SS,6
3888,156,394_3084,20,female,ts-trial-spatial-span,ts-trial,276,891530,2,0,,2034,0,DS-SS,6
3889,157,394_3084,20,female,ts-trial-spatial-span,ts-trial,278,898459,,0,,,0,DS-SS,6
3890,158,394_3084,20,female,ts-trial-spatial-span,ts-trial,280,904934,1,1,1,603,0,DS-SS,6
3917,185,394_3084,20,female,ts-trial-spatial-span,ts-trial,326,1047812,0,0,1,1309,1,DS-SS,7
3918,186,394_3084,20,female,ts-trial-spatial-span,ts-trial,328,1055003,1,2,,2049,0,DS-SS,7
3919,187,394_3084,20,female,ts-trial-spatial-span,ts-trial,330,1061311,2,1,,2107,0,DS-SS,7
3920,188,394_3084,20,female,ts-trial-spatial-span,ts-trial,332,1067710,1,1,1,2529,0,DS-SS,7
3921,189,394_3084,20,female,ts-trial-spatial-span,ts-trial,334,1074104,1,1,1,1907,0,DS-SS,7
3922,190,394_3084,20,female,ts-trial-spatial-span,ts-trial,336,1080428,2,2,1,1730,0,DS-SS,7
3934,202,394_3084,20,female,ts-trial-spatial-span,ts-trial,356,1151008,1,1,1,1941,1,SR-SS,8
3935,203,394_3084,20,female,ts-trial-spatial-span,ts-trial,358,1158211,2,0,,1480,0,SR-SS,8
3936,204,394_3084,20,female,ts-trial-spatial-span,ts-trial,360,1165119,0,2,,2009,0,SR-SS,8
3937,205,394_3084,20,female,ts-trial-spatial-span,ts-trial,362,1171719,1,2,,1595,0,SR-SS,8
3938,206,394_3084,20,female,ts-trial-spatial-span,ts-trial,364,1178446,1,0,,412,0,SR-SS,8
3939,207,394_3084,20,female,ts-trial-spatial-span,ts-trial,366,1185229,1,2,,1549,0,SR-SS,8
5430,2,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,5,44099.06,0,0,1,1154.79,1,NONE-DS,1
5431,3,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,7,48884.15,,2,,,0,NONE-DS,1
5432,4,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,9,53908.505,1,1,1,1614.615,0,NONE-DS,1
5433,5,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,11,59367.965,2,2,1,1520.265,0,NONE-DS,1
5434,6,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,13,64896.395,2,1,,1876.175,0,NONE-DS,1
5435,7,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,15,69821.42,2,2,1,1408.825,0,NONE-DS,1
5447,19,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,35,138277.035,1,0,,1535.02,1,SS-DS,2
5448,20,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,37,143453.51,2,1,,2354.815,0,SS-DS,2
5449,21,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,39,148572.445,1,1,1,2790.545,0,SS-DS,2
5450,22,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,41,153711.63,1,1,1,1779.39,0,SS-DS,2
5451,23,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,43,159460.595,2,2,1,1710.12,0,SS-DS,2
5452,24,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,45,164230.38,0,0,1,1526.835,0,SS-DS,2
5453,25,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,47,169225.74,2,2,1,1073.275,0,SS-DS,2
5454,26,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,49,174557.45,2,2,1,2221.37,0,SS-DS,2
5491,63,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,113,399522.375,2,2,1,2526.585,1,SR-DS,3
5492,64,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,115,404502.31,0,0,1,1510.325,0,SR-DS,3
5493,65,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,117,409369.975,0,2,,2636.9,0,SR-DS,3
5494,66,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,119,414558.755,2,1,,1272.825,0,SR-DS,3
5495,67,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,121,420148.58,1,1,1,2294.315,0,SR-DS,3
5496,68,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,123,424924.8,2,1,,2027.045,0,SR-DS,3
5497,69,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,125,430333.53,2,0,,1701.99,0,SR-DS,3
5498,70,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,127,435464.12,2,2,1,1479.355,0,SR-DS,3
5499,71,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,129,440787.775,2,2,1,1259.885,0,SR-DS,3
5516,88,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,157,540767.825,1,0,,1383.51,1,SS-DS,4
5517,89,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,159,546154.565,0,2,,2848.025,0,SS-DS,4
5518,90,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,161,550947.425,2,1,,2245.875,0,SS-DS,4
5519,91,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,163,556501.47,2,2,1,1192.195,0,SS-DS,4
5520,92,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,165,561833.505,1,1,1,1753.13,0,SS-DS,4
5521,93,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,167,566924.24,0,0,1,933.945,0,SS-DS,4
5531,103,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,183,624287.255,2,2,1,1268.73,1,SR-DS,5
5532,104,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,185,630007.35,1,1,1,1336.7,0,SR-DS,5
5533,105,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,187,635511.145,2,2,1,2354.015,0,SR-DS,5
5534,106,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,189,640763.75,0,0,1,1412.495,0,SR-DS,5
5537,109,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,192,645929.405,0,2,,2276.41,1,SR-DS,6
5538,110,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,194,650851.455,1,1,1,1631.44,0,SR-DS,6
5539,111,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,196,655642.915,1,1,1,1903.38,0,SR-DS,6
5540,112,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,198,661327.775,0,0,1,2100.04,0,SR-DS,6
5558,130,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,228,759510.795,2,0,,2691.395,1,SS-DS,7
5559,131,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,230,764789.17,0,0,1,1134.045,0,SS-DS,7
5560,132,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,232,770142.475,1,1,1,958.63,0,SS-DS,7
5561,133,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,234,775338.315,1,1,1,1716.5,0,SS-DS,7
5562,134,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,236,780365.78,0,0,1,2874.955,0,SS-DS,7
5563,135,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,238,785775.05,1,1,1,2158.01,0,SS-DS,7
5564,136,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,240,790824.1,0,0,1,1967.19,0,SS-DS,7
5565,137,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,242,795799.47,0,2,,1705.685,0,SS-DS,7
5575,147,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,258,855486.085,2,2,1,1867.64,1,SS-DS,8
5576,148,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,260,860995.65,2,2,1,2121.965,0,SS-DS,8
5577,149,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,262,866043.235,1,1,1,2532.285,0,SS-DS,8
5578,150,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,264,871477.9,1,1,1,2199.9,0,SS-DS,8
5579,151,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,266,876510.335,2,2,1,2245.785,0,SS-DS,8
5580,152,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,268,881973.325,1,0,,2973.265,0,SS-DS,8
5616,188,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,330,1095392.48,0,0,1,1466.225,1,SR-DS,9
5617,189,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,332,1100565.46,2,1,,2466.82,0,SR-DS,9
5618,190,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,334,1105531.425,0,2,,2332.155,0,SR-DS,9
5619,191,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,336,1110838.195,2,0,,1796.525,0,SR-DS,9
5620,192,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,338,1116459.805,1,1,1,2807.08,0,SR-DS,9
5621,193,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,340,1121997.355,2,2,1,1507.315,0,SR-DS,9
5630,202,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,354,1171915.765,0,0,1,1291.11,1,SR-DS,10
5631,203,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,356,1177501.23,1,1,1,1298.63,0,SR-DS,10
5632,204,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,358,1183224.59,0,2,,1948.1,0,SR-DS,10
5633,205,452.40499999999884_3732,20,Female,ts-trial-digit-span,ts-trial,360,1188923.09,1,0,,1573.675,0,SR-DS,10
5466,38,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,69,241011.78,,1,,,1,SS-SR,1
5467,39,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,71,248245.36,2,1,,2458.895,0,SS-SR,1
5468,40,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,73,255283.57,0,0,1,2461.445,0,SS-SR,1
5469,41,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,75,261559.94,2,2,1,2642.56,0,SS-SR,1
5470,42,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,77,268160.025,2,2,1,2374.475,0,SS-SR,1
5471,43,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,79,274445.89,1,1,1,1548.795,0,SS-SR,1
5472,44,452.40499999999884_3732,20,Female,ts-trial-spatial-rotation,ts-trial,81,281249.045,0,0,1,2429.545,0,SS-SR,1
