,index_raw,index,participant_id,block,type,target_ans,participant_ans,time_start,time_response_enabled,time_response_submitted,time_block,response_time,accuracy,changed,occurence
189,189,20,adrian_pilot,3,TrialSpatialRotation,2,2,3182.831196,3189.279349,3191.037559,15.35295,1.7582099999999998,1,1,9
190,190,21,adrian_pilot,3,TrialSpatialRotation,2,2,3196.540759,3203.0015489999996,3205.42863,13.709563000000001,2.4270810000000003,1,0,9
191,191,22,adrian_pilot,3,TrialSpatialRotation,1,2,3212.1717510000003,3218.652476,3220.801836,15.630992,2.1493599999999997,0,0,9
192,192,0,adrian_pilot,3,TrialSpatialSpan,1,0,2326.746581,2333.145595,2335.1915289999997,134.720028,2.045934,0,1,1
193,193,1,adrian_pilot,3,TrialSpatialSpan,2,2,2341.1214210000003,2347.529572,2350.3362829999996,14.374839999999999,2.806711,1,0,1
194,194,2,adrian_pilot,3,TrialSpatialSpan,2,2,2356.811203,2363.228966,2365.12983,15.689782000000001,1.9008639999999999,1,0,1
195,195,3,adrian_pilot,3,TrialSpatialSpan,2,2,2371.145106,2377.550759,2379.2516100000003,14.333903,1.700851,1,0,1
196,196,4,adrian_pilot,3,TrialSpatialSpan,0,2,2559.01978,2565.443825,2567.604004,13.507748999999999,2.1601790000000003,0,1,2
197,197,5,adrian_pilot,3,TrialSpatialSpan,1,1,2573.716202,2580.153475,2582.225694,14.696422,2.072219,1,0,2
198,198,6,adrian_pilot,3,TrialSpatialSpan,2,2,2587.910238,2594.3075559999997,2595.721867,14.194035999999999,1.414311,1,0,2
199,199,7,adrian_pilot,3,TrialSpatialSpan,1,1,2601.045162,2607.454134,2609.3742629999997,13.134924,1.9201290000000002,1,0,2
200,200,8,adrian_pilot,3,TrialSpatialSpan,2,-1,2615.017359,2621.42276,-1.0,13.972197,3.0,0,0,2
201,201,9,adrian_pilot,3,TrialSpatialSpan,2,2,2625.0852600000003,2631.454835,2633.211068,10.067900999999999,1.7562330000000002,1,0,2
202,202,10,adrian_pilot,3,TrialSpatialSpan,0,0,2730.226091,2736.640829,2738.9735170000004,13.611198000000002,2.332688,1,1,3
203,203,11,adrian_pilot,3,TrialSpatialSpan,0,0,2745.014569,2751.418847,2754.096145,14.788478,2.677298,1,0,3
204,204,12,adrian_pilot,3,TrialSpatialSpan,1,1,2760.388352,2766.842203,2768.931359,15.373783,2.089156,1,0,3
205,205,13,adrian_pilot,3,TrialSpatialSpan,0,0,2775.188192,2781.581787,2784.345943,14.79984,2.7641560000000003,1,0,3
206,206,14,adrian_pilot,3,TrialSpatialSpan,0,0,2791.0957129999997,2797.507646,2799.671171,15.907521,2.163525,1,0,3
207,207,15,adrian_pilot,3,TrialSpatialSpan,0,0,2805.703202,2812.071102,2813.049821,14.607489000000001,0.978719,1,0,3
208,208,16,adrian_pilot,3,TrialSpatialSpan,1,1,2817.595807,2823.974721,2826.073418,11.892605,2.098697,1,0,3
209,209,17,adrian_pilot,3,TrialSpatialSpan,1,-1,2832.251467,2838.6479879999997,-1.0,14.655660000000001,3.0,0,0,3
210,210,18,adrian_pilot,3,TrialSpatialSpan,0,0,2841.806593,2848.1997100000003,2850.53969,9.555126,2.3399799999999997,1,0,3
211,211,0,adrian_pilot,4,TrialDigitSpan,2,2,3391.960189,3398.3309759999997,3399.208639,15.635391,0.877663,1,1,10
212,212,1,adrian_pilot,4,TrialDigitSpan,1,1,3403.480317,3409.873785,3411.628723,11.520128,1.754938,1,0,10
213,213,2,adrian_pilot,4,TrialDigitSpan,1,1,3416.744878,3423.140804,3424.716533,13.264560999999999,1.5757290000000002,1,0,10
214,214,3,adrian_pilot,4,TrialDigitSpan,2,2,3430.0078280000002,3436.4091439999997,3438.558045,13.26295,2.148901,1,0,10
215,215,4,adrian_pilot,4,TrialDigitSpan,2,2,3444.3579369999998,3450.728879,3451.9328479999995,14.350109,1.203969,1,0,10
216,216,5,adrian_pilot,4,TrialDigitSpan,2,2,3456.9929049999996,3463.358142,3464.227607,12.634967999999999,0.8694649999999999,1,0,10
217,217,6,adrian_pilot,4,TrialDigitSpan,2,2,3468.4614880000004,3474.86137,3476.620419,11.468583,1.759049,1,0,10
218,218,7,adrian_pilot,4,TrialDigitSpan,1,1,3482.5726549999995,3488.970764,3490.88216,14.111167000000002,1.9113959999999999,1,0,10
219,219,8,adrian_pilot,4,TrialDigitSpan,0,0,3597.487372,3603.868084,3605.395985,12.90265,1.527901,1,1,11
220,220,9,adrian_pilot,4,TrialDigitSpan,0,0,3611.0798950000003,3617.497062,3618.422286,13.592523000000002,0.9252239999999999,1,0,11
221,221,10,adrian_pilot,4,TrialDigitSpan,2,2,3623.1898020000003,3629.62238,3631.020585,12.109907000000002,1.398205,1,0,11
222,222,11,adrian_pilot,4,TrialDigitSpan,0,0,3636.554368,3642.969563,3644.23142,13.364566,1.261857,1,0,11
223,223,12,adrian_pilot,4,TrialDigitSpan,0,0,3649.151261,3655.5450979999996,3657.170601,12.596893,1.6255030000000001,1,0,11
224,224,13,adrian_pilot,4,TrialDigitSpan,1,1,3662.8598439999996,3669.4693729999995,3671.402247,13.708582999999999,1.9328740000000002,1,0,11
225,225,14,adrian_pilot,4,TrialDigitSpan,1,1,3676.7383090000003,3683.174242,3684.817282,13.878465,1.64304,1,0,11
226,226,15,adrian_pilot,4,TrialDigitSpan,1,1,3690.062548,3696.4535990000004,3697.9252159999996,13.324239000000002,1.471617,1,0,11
227,227,16,adrian_pilot,4,TrialDigitSpan,0,0,3703.2107539999997,3709.611671,3710.6869149999998,13.148206,1.075244,1,0,11
228,228,17,adrian_pilot,4,TrialDigitSpan,2,2,3840.605048,3847.044757,3847.9924229999997,17.439435999999997,0.947666,1,1,12
229,229,18,adrian_pilot,4,TrialDigitSpan,2,2,3852.83386,3859.234299,3860.8027509999997,12.228812,1.568452,1,0,12
230,230,19,adrian_pilot,4,TrialDigitSpan,2,2,3866.086175,3872.539547,3874.0853380000003,13.252315,1.545791,1,0,12
231,231,20,adrian_pilot,4,TrialDigitSpan,2,2,3879.707229,3886.11976,3887.956603,13.621054,1.836843,1,0,12
232,232,21,adrian_pilot,4,TrialDigitSpan,2,2,3894.073021,3900.4739630000004,3901.418289,14.365792,0.944326,1,0,12
233,233,22,adrian_pilot,4,TrialDigitSpan,0,0,3905.970729,3912.350832,3913.820404,11.897708,1.4695719999999999,1,0,12
234,234,23,adrian_pilot,4,TrialDigitSpan,2,2,4260.843091,4267.278552000001,4268.1959990000005,18.145222,0.9174469999999999,1,1,13
235,235,24,adrian_pilot,4,TrialDigitSpan,2,2,4272.867216,4279.2820409999995,4280.190704,12.024125,0.9086629999999999,1,0,13
236,236,25,adrian_pilot,4,TrialDigitSpan,1,1,4285.23075,4291.598511,4292.8564049999995,12.363534,1.257894,1,0,13
237,237,0,adrian_pilot,4,TrialSpatialRotation,2,2,3347.398057,3353.834335,3355.219578,135.226306,1.385243,1,1,10
238,238,1,adrian_pilot,4,TrialSpatialRotation,1,2,3360.6674700000003,3367.1222869999997,3370.049991,13.269413,2.9277040000000003,0,0,10
239,239,2,adrian_pilot,4,TrialSpatialRotation,2,2,3376.3247979999996,3382.823496,3385.5255700000002,15.657328,2.702074,1,0,10
240,240,3,adrian_pilot,4,TrialSpatialRotation,0,0,3715.506179,3721.94081,3724.7490420000004,12.295425,2.808232,1,1,11
241,241,4,adrian_pilot,4,TrialSpatialRotation,1,1,3731.044178,3737.4546229999996,3739.481775,15.537999,2.027152,1,0,11
242,242,5,adrian_pilot,4,TrialSpatialRotation,0,0,3745.3241700000003,3751.7546049999996,3753.7052670000003,14.279992000000002,1.950662,1,0,11
243,243,6,adrian_pilot,4,TrialSpatialRotation,0,-1,3759.1193700000003,3765.584174,-1.0,13.7952,3.0,0,0,11
244,244,7,adrian_pilot,4,TrialSpatialRotation,1,1,3769.510062,3775.98055,3777.8715520000005,10.390692,1.891002,1,0,11
245,245,8,adrian_pilot,4,TrialSpatialRotation,0,0,3783.414889,3789.838286,3792.037266,13.904827,2.1989799999999997,1,0,11
246,246,9,adrian_pilot,4,TrialSpatialRotation,2,-1,3798.363236,3804.7608520000003,-1.0,14.948347,3.0,0,0,11
247,247,10,adrian_pilot,4,TrialSpatialRotation,0,0,3808.7550450000003,3815.240982,3817.307832,10.391809,2.06685,1,0,11
248,248,11,adrian_pilot,4,TrialSpatialRotation,1,1,3823.165612,3829.589543,3831.4742579999997,14.410567000000002,1.8847150000000001,1,0,11
249,249,12,adrian_pilot,4,TrialSpatialRotation,1,1,3922.5501689999996,3928.999743,3930.793107,16.579439999999998,1.793364,1,1,12
250,250,13,adrian_pilot,4,TrialSpatialRotation,2,2,3936.804196,3943.245011,3944.779043,14.254026999999999,1.534032,1,0,12
251,251,14,adrian_pilot,4,TrialSpatialRotation,2,2,3949.677399,3956.163292,3958.6369649999997,12.873203,2.473673,1,0,12
252,252,15,adrian_pilot,4,TrialSpatialRotation,0,0,3965.023104,3971.4857119999997,3973.4380939999996,15.345704999999999,1.952382,1,0,12
253,253,16,adrian_pilot,4,TrialSpatialRotation,2,2,3979.303456,3985.753878,3987.6262939999997,14.280351999999999,1.872416,1,0,12
254,254,17,adrian_pilot,4,TrialSpatialRotation,2,2,3993.0203659999997,3999.4430820000002,4000.683274,13.71691,1.240192,1,0,12
255,255,18,adrian_pilot,4,TrialSpatialRotation,2,1,4005.42486,4011.856678,4013.7378380000005,12.404494,1.88116,0,0,12
256,256,19,adrian_pilot,4,TrialSpatialRotation,2,2,4123.691354,4130.1229299999995,4132.681396,13.048864,2.558466,1,1,13
257,257,20,adrian_pilot,4,TrialSpatialRotation,0,0,4138.651223,4145.087697,4147.5665579999995,14.959869,2.478861,1,0,13
258,258,21,adrian_pilot,4,TrialSpatialRotation,0,0,4153.5871990000005,4160.062595,4162.895539,14.935976,2.832944,1,0,13
259,259,22,adrian_pilot,4,TrialSpatialRotation,2,2,4169.238978,4175.699704,4177.308053,15.651779000000001,1.608349,1,0,13
260,260,23,adrian_pilot,4,TrialSpatialRotation,0,0,4182.863421999999,4189.298971,4191.445782,13.624444,2.146811,1,0,13
261,261,24,adrian_pilot,4,TrialSpatialRotation,1,1,4197.041964999999,4203.508753,4206.257822,14.178543,2.749069,1,0,13
262,262,25,adrian_pilot,4,TrialSpatialRotation,2,2,4213.239907,4219.667952000001,4221.881504,16.197942,2.213552,1,0,13
263,263,26,adrian_pilot,4,TrialSpatialRotation,1,1,4227.5570210000005,4234.004354,4236.486546,14.317114000000002,2.482192,1,0,13
264,264,27,adrian_pilot,4,TrialSpatialRotation,2,2,4242.697869,4249.160143,4251.378062,15.140848000000002,2.2179189999999998,1,0,13
265,265,0,adrian_pilot,4,TrialSpatialSpan,2,2,3500.032888,3506.456234,3508.454979,17.460233,1.998745,1,1,1
266,266,1,adrian_pilot,4,TrialSpatialSpan,1,2,3514.121403,3520.5421920000003,3522.9474159999995,14.088515,2.405224,0,0,1
267,267,2,adrian_pilot,4,TrialSpatialSpan,0,0,3529.0999770000003,3535.51,3537.73413,14.978573999999998,2.2241299999999997,1,0,1
268,268,3,adrian_pilot,4,TrialSpatialSpan,2,2,3544.153932,3550.581106,3552.2054270000003,15.053954999999998,1.624321,1,0,1
269,269,4,adrian_pilot,4,TrialSpatialSpan,2,2,3557.498582,3563.8963229999995,3565.872294,13.34465,1.975971,1,0,1
270,270,5,adrian_pilot,4,TrialSpatialSpan,2,2,3571.649065,3578.06327,3579.601707,14.150483,1.538437,1,0,1
271,271,6,adrian_pilot,4,TrialSpatialSpan,0,0,3584.584722,3591.0118799999996,3592.382368,12.935657,1.370488,1,0,1
272,272,7,adrian_pilot,4,TrialSpatialSpan,2,2,4022.854094,4029.2895049999997,4031.657614,17.429234,2.368109,1,1,2
273,273,8,adrian_pilot,4,TrialSpatialSpan,2,0,4037.8323159999995,4044.221859,4046.785009,14.978222,2.56315,0,0,2
274,274,9,adrian_pilot,4,TrialSpatialSpan,0,0,4053.419708,4059.837413,4061.494347,15.587392000000001,1.656934,1,0,2
275,275,10,adrian_pilot,4,TrialSpatialSpan,0,0,4067.2259270000004,4073.640965,4076.196534,13.806219,2.5555689999999998,1,0,2
276,276,11,adrian_pilot,4,TrialSpatialSpan,1,1,4082.811885,4089.1998630000003,4090.631456,15.585957999999998,1.4315930000000001,1,0,2
277,277,12,adrian_pilot,4,TrialSpatialSpan,2,2,4096.288249,4102.655989,4104.517753,13.476364000000002,1.861764,1,0,2
278,278,13,adrian_pilot,4,TrialSpatialSpan,2,2,4110.64249,4117.031772,4118.496998,14.354241,1.465226,1,0,2
279,279,0,boris_pilot2,1,TrialDigitSpan,2,2,512.6417639,519.0289867,520.8797531,17.3507328,1.8507664000000001,1,1,1
280,280,1,boris_pilot2,1,TrialDigitSpan,2,2,526.0582979,532.4516129,533.689364,13.416534,1.2377511,1,0,1
281,281,2,boris_pilot2,1,TrialDigitSpan,1,1,538.4650784,544.8546517000001,546.7118106,12.4067805,1.8571589,1,0,1
282,282,3,boris_pilot2,1,TrialDigitSpan,2,2,552.5320809,558.9514522999999,560.4569995,14.0670025,1.5055472,1,0,1
283,283,4,boris_pilot2,1,TrialDigitSpan,0,0,566.0299799,572.4230838,574.0597180999999,13.497898999999999,1.6366343,1,0,1
284,284,5,boris_pilot2,1,TrialDigitSpan,1,1,579.5696766,585.9825225,587.2201197,13.5396967,1.2375972,1,0,1
285,285,6,boris_pilot2,1,TrialDigitSpan,1,1,684.8490032999999,691.2484317000001,692.6450457999999,17.303238399999998,1.3966141,1,1,2
286,286,7,boris_pilot2,1,TrialDigitSpan,2,2,697.7610927000001,704.1547191000001,705.5118642000001,12.9120894,1.3571451,1,0,2
287,287,8,boris_pilot2,1,TrialDigitSpan,0,0,710.7540097,717.1044312000001,718.6960011,12.992917,1.5915698999999999,1,0,2
288,288,9,boris_pilot2,1,TrialDigitSpan,1,1,723.8638842,730.2271981,731.7467293999999,13.1098745,1.5195313,1,0,2
289,289,10,boris_pilot2,1,TrialDigitSpan,0,0,736.7640586,743.1305930999999,744.5180518999999,12.900174400000001,1.3874587999999999,1,0,2
290,290,11,boris_pilot2,1,TrialDigitSpan,2,2,749.4687564,755.8133194000001,757.4013863,12.7046978,1.5880669,1,0,2
291,291,12,boris_pilot2,1,TrialDigitSpan,2,2,762.9331152000001,769.3390236,770.3886516,13.464358800000001,1.049628,1,0,2
292,292,13,boris_pilot2,1,TrialDigitSpan,2,2,775.0214376,781.4055257,782.3351829,12.088322400000001,0.9296572,1,0,2
293,293,14,boris_pilot2,1,TrialDigitSpan,1,1,959.6205992999999,966.2045208999999,967.7057171,14.2477999,1.5011961999999999,1,1,3
294,294,15,boris_pilot2,1,TrialDigitSpan,0,0,972.9549141000001,979.5207654999999,981.4442601,13.334314800000001,1.9234946,1,0,3
295,295,16,boris_pilot2,1,TrialDigitSpan,2,2,987.7302582000001,994.1167731,995.4965181,14.7753441,1.379745,1,0,3
296,296,0,boris_pilot2,1,TrialSpatialRotation,0,2,37.49618888,43.98304749,45.92124963,-4426.207085,1.93820214,0,1,1
297,297,1,boris_pilot2,1,TrialSpatialRotation,1,1,51.25951099,57.76031923,60.08142567,13.76332211,2.32110644,1,0,1
298,298,2,boris_pilot2,1,TrialSpatialRotation,1,1,65.79949307,72.26673818,74.01590991,14.53998208,1.74917173,1,0,1
299,299,3,boris_pilot2,1,TrialSpatialRotation,0,0,79.97463822,86.41017962,88.34633613,14.17514515,1.93615651,1,0,1
300,300,4,boris_pilot2,1,TrialSpatialRotation,1,1,93.96962023,100.4328833,101.89070009999999,13.99498201,1.4578168,1,0,1
301,301,5,boris_pilot2,1,TrialSpatialRotation,0,0,107.4696715,113.98061990000001,115.57729840000002,13.50005127,1.5966785,1,0,1
302,302,6,boris_pilot2,1,TrialSpatialRotation,0,1,120.59090590000001,127.05698419999999,128.9842598,13.1212344,1.9272756000000002,0,0,1
303,303,7,boris_pilot2,1,TrialSpatialRotation,0,2,134.7828753,141.2668929,143.54732969999998,14.191969400000001,2.2804368,0,0,1
304,304,8,boris_pilot2,1,TrialSpatialRotation,1,1,149.5127053,155.9501512,157.3778446,14.729829999999998,1.4276934,1,0,1
305,305,9,boris_pilot2,1,TrialSpatialRotation,0,0,295.95362969999996,302.381146,304.04029110000005,13.4279906,1.6591451000000002,1,1,2
306,306,10,boris_pilot2,1,TrialSpatialRotation,2,0,309.77878210000006,316.2237065,317.94558639999997,13.8251524,1.7218798999999998,0,0,2
307,307,11,boris_pilot2,1,TrialSpatialRotation,0,0,323.6251113,330.1066682,331.9138522,13.8463292,1.8071840000000001,1,0,2
308,308,12,boris_pilot2,1,TrialSpatialRotation,2,2,337.6580501,344.0955586,346.1822889,14.0329388,2.0867303,1,0,2
309,309,13,boris_pilot2,1,TrialSpatialRotation,0,0,351.8931315,358.3374224,360.0735967,14.235081400000002,1.7361743000000003,1,0,2
310,310,14,boris_pilot2,1,TrialSpatialRotation,0,0,365.86324289999993,372.3351517,373.50716760000006,13.9701114,1.1720158999999999,1,0,2
311,311,15,boris_pilot2,1,TrialSpatialRotation,1,0,786.9999347,793.4027729,794.7316298,11.978497099999998,1.3288569,0,1,3
312,312,16,boris_pilot2,1,TrialSpatialRotation,0,0,800.3822596,806.7814331000001,808.6473095,13.3823249,1.8658763999999999,1,0,3
313,313,17,boris_pilot2,1,TrialSpatialRotation,1,0,814.2502015,820.6878405,822.3600776000001,13.8679419,1.6722370999999998,0,0,3
314,314,18,boris_pilot2,1,TrialSpatialRotation,2,2,828.347626,834.7862406,837.0034007999999,14.097424499999999,2.2171602000000004,1,0,3
315,315,19,boris_pilot2,1,TrialSpatialRotation,2,2,843.5213585000001,850.0060341,851.5056424,15.173732500000002,1.4996083,1,0,3
316,316,20,boris_pilot2,1,TrialSpatialRotation,0,0,856.5151176,862.9484725,865.2722433,12.9937591,2.3237707999999997,1,0,3
317,317,0,boris_pilot2,1,TrialSpatialSpan,0,0,166.0641241,172.48459269999998,174.33130669999997,16.5514188,1.846714,1,1,1
318,318,1,boris_pilot2,1,TrialSpatialSpan,1,1,179.80597619999998,186.22274140000002,188.88531730000003,13.741852100000001,2.6625758999999998,1,0,1
319,319,2,boris_pilot2,1,TrialSpatialSpan,2,2,195.307229,201.7049367,203.84177830000002,15.501252800000001,2.1368416,1,0,1
320,320,3,boris_pilot2,1,TrialSpatialSpan,0,0,210.11886140000001,216.5223403,218.187638,14.811632399999999,1.6652977,1,0,1
321,321,4,boris_pilot2,1,TrialSpatialSpan,0,0,223.9988272,230.4357324,232.6551332,13.879965799999999,2.2194008,1,0,1
322,322,5,boris_pilot2,1,TrialSpatialSpan,2,2,238.8089411,245.38355919999998,247.8494141,14.8101139,2.4658549,1,0,1
323,323,6,boris_pilot2,1,TrialSpatialSpan,2,2,254.5935252,261.0181119,262.95514269999995,15.784584099999998,1.9370308,1,0,1
324,324,7,boris_pilot2,1,TrialSpatialSpan,0,0,268.58634900000004,274.9949396,276.6825237,13.992823800000002,1.6875841,1,0,1
325,325,8,boris_pilot2,1,TrialSpatialSpan,1,-1,282.52563910000003,288.8929963,-1.0,13.9392901,3.0,0,0,1
326,326,9,boris_pilot2,1,TrialSpatialSpan,2,2,381.95624419999996,388.39058539999996,390.439425,16.0930013,2.0488396,1,1,2
327,327,10,boris_pilot2,1,TrialSpatialSpan,1,1,396.5280097,402.9139488,404.8067017,14.5717655,1.8927528999999998,1,0,2
328,328,11,boris_pilot2,1,TrialSpatialSpan,1,1,410.7318659,417.1334164,418.275141,14.2038562,1.1417246,1,0,2
329,329,12,boris_pilot2,1,TrialSpatialSpan,1,1,422.84976270000004,429.2564073,431.4202294,12.1178968,2.1638221,1,0,2
330,330,13,boris_pilot2,1,TrialSpatialSpan,1,1,437.7047551,444.10856629999995,445.9101942,14.8549924,1.8016279,1,0,2
331,331,14,boris_pilot2,1,TrialSpatialSpan,2,2,451.6671473999999,458.0753307,459.87545439999997,13.962392300000001,1.8001237,1,0,2
332,332,15,boris_pilot2,1,TrialSpatialSpan,1,1,465.121716,471.5439281,474.2805991,13.454568599999998,2.736671,1,0,2
333,333,16,boris_pilot2,1,TrialSpatialSpan,1,1,480.3966827,486.79381320000005,489.3368421,15.274966699999998,2.5430289,1,0,2
334,334,17,boris_pilot2,1,TrialSpatialSpan,2,2,495.29103110000005,501.6965182,503.5400063999999,14.8943484,1.8434881999999997,1,0,2
335,335,18,boris_pilot2,1,TrialSpatialSpan,2,0,595.750062,602.1523793,604.2686179,16.1803854,2.1162386000000004,0,1,3
336,336,19,boris_pilot2,1,TrialSpatialSpan,2,0,610.0000751,616.4284188999999,618.297471,14.250013099999999,1.8690521,0,0,3
337,337,20,boris_pilot2,1,TrialSpatialSpan,0,2,623.7623074,630.1674472999999,632.6643057,13.7622323,2.4968584,0,0,3
338,338,21,boris_pilot2,1,TrialSpatialSpan,1,1,638.7642298,645.1740301,647.5318239,15.001922400000002,2.3577937999999996,1,0,3
339,339,22,boris_pilot2,1,TrialSpatialSpan,0,0,653.7549682,660.1911044,661.763418,14.9907384,1.5723136,1,0,3
340,340,23,boris_pilot2,1,TrialSpatialSpan,1,2,667.5457649,673.9262574,675.7662872999999,13.7907967,1.8400299,0,0,3
341,341,24,boris_pilot2,1,TrialSpatialSpan,2,2,874.8629417000001,881.227778,882.8129903999999,18.3478241,1.5852124,1,1,4
342,342,25,boris_pilot2,1,TrialSpatialSpan,0,0,888.4662488,894.8404853000001,896.5974392999999,13.6033071,1.7569540000000001,1,0,4
343,343,26,boris_pilot2,1,TrialSpatialSpan,1,1,901.8512602,908.2337812999999,910.4405797000001,13.3850114,2.2067984,1,0,4
344,344,27,boris_pilot2,1,TrialSpatialSpan,2,2,916.3468992999999,922.7062724,924.5326521,14.4956391,1.8263797,1,0,4
345,345,28,boris_pilot2,1,TrialSpatialSpan,0,0,930.3890064,936.7713892,939.3322632000002,14.042107099999999,2.560874,1,0,4
346,346,29,boris_pilot2,1,TrialSpatialSpan,2,2,945.3727993999998,951.8784232,953.7485921,14.983792999999999,1.8701689,1,0,4
347,347,0,boris_pilot2,2,TrialDigitSpan,0,0,1121.1461880000002,1127.520855,1128.9593619999998,133.4159298,1.438507,1,1,1
348,348,1,boris_pilot2,2,TrialDigitSpan,0,0,1134.5819800000002,1141.048034,1142.641062,13.435792000000001,1.593028,1,0,1
349,349,2,boris_pilot2,2,TrialDigitSpan,0,0,1148.32054,1154.709814,1156.130062,13.738560000000001,1.420248,1,0,1
350,350,3,boris_pilot2,2,TrialDigitSpan,1,1,1161.888158,1168.25979,1169.831882,13.567618,1.572092,1,0,1
351,351,4,boris_pilot2,2,TrialDigitSpan,0,0,1271.6502699999999,1278.0089679999999,1279.408074,12.200842,1.399106,1,1,2
352,352,5,boris_pilot2,2,TrialDigitSpan,0,0,1285.0193199999999,1291.4355189999999,1292.3618,13.36905,0.9262809999999999,1,0,2
353,353,6,boris_pilot2,2,TrialDigitSpan,1,1,1296.634593,1303.034141,1305.120396,11.615273,2.086255,1,0,2
354,354,7,boris_pilot2,2,TrialDigitSpan,2,2,1310.887318,1317.256838,1318.3270630000002,14.252725,1.070225,1,0,2
355,355,8,boris_pilot2,2,TrialDigitSpan,2,2,1323.7711,1330.18361,1331.0770539999999,12.883782,0.893444,1,0,2
356,356,9,boris_pilot2,2,TrialDigitSpan,0,0,1335.999743,1342.416031,1343.926064,12.228643,1.510033,1,0,2
357,357,10,boris_pilot2,2,TrialDigitSpan,0,0,1349.362999,1355.748429,1356.836067,13.363256,1.0876379999999999,1,0,2
358,358,11,boris_pilot2,2,TrialDigitSpan,1,1,1361.626926,1367.994843,1369.154998,12.263927,1.1601549999999998,1,0,2
359,359,12,boris_pilot2,2,TrialDigitSpan,1,1,1374.4482169999999,1380.801518,1381.827675,12.821291,1.026157,1,0,2
360,360,13,boris_pilot2,2,TrialDigitSpan,2,2,1588.730935,1595.120908,1596.705938,18.826775,1.58503,1,1,3
361,361,14,boris_pilot2,2,TrialDigitSpan,2,2,1601.8170699999998,1608.189048,1609.409805,13.086135,1.2207569999999999,1,0,3
362,362,15,boris_pilot2,2,TrialDigitSpan,0,0,1614.254191,1620.626857,1622.422685,12.437121000000001,1.795828,1,0,3
363,363,16,boris_pilot2,2,TrialDigitSpan,0,0,1628.286294,1634.619668,1635.8171630000002,14.032103,1.197495,1,0,3
364,364,17,boris_pilot2,2,TrialDigitSpan,2,2,1640.9212539999999,1647.290118,1648.83508,12.634960000000001,1.5449620000000002,1,0,3
365,365,18,boris_pilot2,2,TrialDigitSpan,1,1,1654.544559,1660.9486470000002,1663.1468869999999,13.623304999999998,2.19824,1,0,3
366,366,19,boris_pilot2,2,TrialDigitSpan,0,0,1668.728179,1675.094018,1676.299654,14.183620000000001,1.2056360000000002,1,0,3
367,367,20,boris_pilot2,2,TrialDigitSpan,2,2,1681.533862,1687.921084,1689.0840510000003,12.805683,1.162967,1,0,3
368,368,21,boris_pilot2,2,TrialDigitSpan,2,2,1693.932855,1700.294114,1702.68779,12.398992999999999,2.3936759999999997,1,0,3
369,369,22,boris_pilot2,2,TrialDigitSpan,2,2,1802.3860899999997,1808.76722,1809.98355,18.978195,1.21633,1,1,4
370,370,23,boris_pilot2,2,TrialDigitSpan,2,2,1814.822026,1821.164778,1822.4701350000003,12.435936,1.3053569999999999,1,0,4
371,371,24,boris_pilot2,2,TrialDigitSpan,0,0,1827.550049,1833.91028,1835.0790170000002,12.728023,1.1687370000000001,1,0,4
372,372,25,boris_pilot2,2,TrialDigitSpan,1,1,1840.553966,1846.932516,1848.12525,13.003917,1.192734,1,0,4
373,373,26,boris_pilot2,2,TrialDigitSpan,1,1,1852.691536,1859.070637,1860.0689550000002,12.13757,0.998318,1,0,4
374,374,27,boris_pilot2,2,TrialDigitSpan,2,2,1865.0128120000002,1871.354973,1873.0048980000001,12.321276,1.649925,1,0,4
375,375,28,boris_pilot2,2,TrialDigitSpan,1,1,1878.2284789999999,1884.602846,1886.188172,13.215667000000002,1.585326,1,0,4
376,376,29,boris_pilot2,2,TrialDigitSpan,1,1,1891.6956910000001,1898.0640640000001,1899.100118,13.467212,1.036054,1,0,4
377,377,0,boris_pilot2,2,TrialSpatialRotation,0,0,1470.79559,1477.227369,1478.973673,16.712139999999998,1.746304,1,1,1
378,378,1,boris_pilot2,2,TrialSpatialRotation,1,0,1485.042899,1491.4300660000001,1493.709987,14.247309,2.279921,0,0,1
379,379,2,boris_pilot2,2,TrialSpatialRotation,2,2,1500.061433,1506.453229,1508.773165,15.018533999999999,2.319936,1,0,1
380,380,3,boris_pilot2,2,TrialSpatialRotation,2,2,1515.1426199999999,1521.5493060000001,1523.125661,15.081187,1.576355,1,0,1
381,381,4,boris_pilot2,2,TrialSpatialRotation,0,0,1528.808975,1535.2662369999998,1537.412832,13.666355,2.146595,1,0,1
382,382,5,boris_pilot2,2,TrialSpatialRotation,0,0,1543.589958,1550.014837,1551.220918,14.780982999999999,1.206081,1,0,1
383,383,6,boris_pilot2,2,TrialSpatialRotation,1,1,1555.8451109999999,1562.300086,1564.068107,12.255153,1.7680209999999998,1,0,1
384,384,7,boris_pilot2,2,TrialSpatialRotation,2,2,1569.90416,1576.311126,1578.896833,14.059049,2.5857069999999998,1,0,1
385,385,8,boris_pilot2,2,TrialSpatialRotation,0,1,1712.3433300000002,1718.7276960000002,1720.4241829999999,18.410475,1.6964869999999999,0,1,2
386,386,9,boris_pilot2,2,TrialSpatialRotation,1,1,1725.871522,1732.3710449999999,1734.547352,13.528192,2.176307,1,0,2
387,387,10,boris_pilot2,2,TrialSpatialRotation,1,1,1741.051987,1747.476504,1749.2693579999998,15.180465,1.7928540000000002,1,0,2
388,388,11,boris_pilot2,2,TrialSpatialRotation,2,2,1754.9049929999999,1761.3258050000002,1763.38013,13.853006,2.054325,1,0,2
