,index_raw,participant_id,participant_age,participant_gender,type,time_start,time_response_submitted,participant_ans,target_ans
749,103,dan_pilot,24,m,TrialSpatialRotation,1827.342127,1.473122,0,0
750,104,dan_pilot,24,m,TrialSpatialRotation,1840.210357,2.303425,0,0
751,105,dan_pilot,24,m,TrialSpatialRotation,1855.1285710000002,1.8629799999999999,0,0
752,106,dan_pilot,24,m,TrialSpatialRotation,1869.210514,,-1,1
753,107,dan_pilot,24,m,TrialSpatialRotation,1879.319186,1.601585,1,1
754,108,dan_pilot,24,m,TrialSpatialRotation,2117.844136,2.013264,1,2
878,109,dan_pilot,24,m,TrialSpatialRotation,2132.626237,2.059392,2,2
879,110,dan_pilot,24,m,TrialSpatialRotation,2147.507721,1.883314,2,2
880,111,dan_pilot,24,m,TrialSpatialRotation,2161.553458,2.165539,2,2
881,112,dan_pilot,24,m,TrialSpatialRotation,2175.922607,1.34317,2,2
882,113,dan_pilot,24,m,TrialSpatialRotation,2188.497717,2.38973,1,1
883,114,dan_pilot,24,m,TrialSpatialRotation,2203.23684,1.670033,2,0
884,115,dan_pilot,24,m,TrialSpatialRotation,2217.1898260000003,2.521666,1,1
885,116,dan_pilot,24,m,TrialSpatialRotation,2232.073323,,-1,0
886,117,dan_pilot,24,m,TrialSpatialRotation,2242.297462,1.8252810000000002,1,0
887,118,dan_pilot,24,m,TrialSpatialRotation,2255.779748,1.633826,1,1
888,119,dan_pilot,24,m,TrialSpatialRotation,2269.3801489999996,1.573777,2,0
889,120,dan_pilot,24,m,TrialSpatialRotation,2282.557323,1.654657,2,2
890,121,dan_pilot,24,m,TrialSpatialRotation,2295.777721,1.3148959999999998,2,2
891,122,dan_pilot,24,m,TrialSpatialRotation,2308.333475,1.900177,0,1
892,123,dan_pilot,24,m,TrialSpatialRotation,2322.820169,2.5429939999999998,2,2
893,124,dan_pilot,24,m,TrialSpatialRotation,2338.606466,1.7791560000000002,2,2
894,125,dan_pilot,24,m,TrialSpatialRotation,2352.447855,1.797009,1,1
895,126,dan_pilot,24,m,TrialSpatialRotation,2366.440064,1.363504,0,0
896,127,dan_pilot,24,m,TrialSpatialRotation,2379.232909,2.192817,1,1
897,128,dan_pilot,24,m,TrialSpatialRotation,2756.097971,2.246384,0,0
1029,129,dan_pilot,24,m,TrialSpatialRotation,2770.918962,1.591167,2,2
1030,130,dan_pilot,24,m,TrialSpatialRotation,2784.815902,2.405605,1,1
1031,131,dan_pilot,24,m,TrialSpatialRotation,2799.672105,2.0192189999999997,1,0
1032,132,dan_pilot,24,m,TrialSpatialRotation,2813.6191719999997,2.068818,0,0
1033,133,dan_pilot,24,m,TrialSpatialRotation,2827.870725,2.473554,1,0
1034,134,dan_pilot,24,m,TrialSpatialRotation,2843.081568,2.741891,0,0
1035,135,dan_pilot,24,m,TrialSpatialRotation,2858.905472,2.400144,2,0
1036,136,dan_pilot,24,m,TrialSpatialRotation,2873.52113,2.101058,0,2
1037,137,dan_pilot,24,m,TrialSpatialRotation,2888.178429,1.480532,0,0
1038,138,dan_pilot,24,m,TrialSpatialRotation,2901.907717,1.355075,0,0
1039,139,dan_pilot,24,m,TrialSpatialRotation,2915.237233,1.4061629999999998,2,2
1040,140,dan_pilot,24,m,TrialSpatialRotation,2928.0811670000003,2.471074,0,2
1041,141,dan_pilot,24,m,TrialSpatialRotation,2943.464682,1.676482,0,0
1042,142,dan_pilot,24,m,TrialSpatialRotation,2957.425568,1.957714,2,2
1043,143,dan_pilot,24,m,TrialSpatialRotation,2971.948437,1.854049,2,0
1044,144,dan_pilot,24,m,TrialSpatialRotation,2985.556215,2.2687049999999997,1,2
1045,145,dan_pilot,24,m,TrialSpatialRotation,3000.0919989999998,2.562337,1,1
1166,146,dan_pilot,24,m,TrialSpatialSpan,4.442226648,1.53759838,1,1
1167,147,dan_pilot,24,m,TrialSpatialSpan,17.84169269,2.30888176,0,1
1168,148,dan_pilot,24,m,TrialSpatialSpan,32.62150335,1.72608185,0,0
1169,149,dan_pilot,24,m,TrialSpatialSpan,46.17124295,,-1,1
1170,150,dan_pilot,24,m,TrialSpatialSpan,56.69489837,1.30348945,1,2
1171,151,dan_pilot,24,m,TrialSpatialSpan,69.22286248,,-1,1
1172,152,dan_pilot,24,m,TrialSpatialSpan,79.445678,1.4230237,0,0
1173,153,dan_pilot,24,m,TrialSpatialSpan,92.56289601,2.89565133,2,2
1174,154,dan_pilot,24,m,TrialSpatialSpan,108.21821979999999,1.8044512,1,0
1175,155,dan_pilot,24,m,TrialSpatialSpan,121.81503490000001,2.8490279,2,2
1176,156,dan_pilot,24,m,TrialSpatialSpan,138.1299601,1.7528633999999998,1,1
1177,157,dan_pilot,24,m,TrialSpatialSpan,151.45105790000002,2.0871696,2,0
1178,158,dan_pilot,24,m,TrialSpatialSpan,165.852417,2.4968645,0,1
1179,159,dan_pilot,24,m,TrialSpatialSpan,180.8425577,2.0688174,1,1
1180,160,dan_pilot,24,m,TrialSpatialSpan,195.09720990000002,2.6858406,2,0
1181,161,dan_pilot,24,m,TrialSpatialSpan,445.1972623,2.0460003,2,2
1243,162,dan_pilot,24,m,TrialSpatialSpan,459.5614355000001,2.6545927000000002,0,2
1244,163,dan_pilot,24,m,TrialSpatialSpan,474.9840808,,-1,1
1245,164,dan_pilot,24,m,TrialSpatialSpan,485.4501863,1.5008983,2,0
1246,165,dan_pilot,24,m,TrialSpatialSpan,499.0450892,2.6144197,0,0
1247,166,dan_pilot,24,m,TrialSpatialSpan,514.9518313,2.5261321,0,1
1248,167,dan_pilot,24,m,TrialSpatialSpan,530.1439798,1.4076468999999998,1,0
1249,168,dan_pilot,24,m,TrialSpatialSpan,543.2101252,1.5579393,2,0
1250,169,dan_pilot,24,m,TrialSpatialSpan,556.6353657000001,2.2969766,1,1
1251,170,dan_pilot,24,m,TrialSpatialSpan,571.7415637999999,2.2067046,2,1
1252,171,dan_pilot,24,m,TrialSpatialSpan,585.9941285,1.7146737,2,1
1253,172,dan_pilot,24,m,TrialSpatialSpan,600.1500137,1.892211,2,0
1254,173,dan_pilot,24,m,TrialSpatialSpan,614.2329562000001,1.4289767,1,1
1255,174,dan_pilot,24,m,TrialSpatialSpan,627.1522834,1.8733931000000001,2,2
1256,175,dan_pilot,24,m,TrialSpatialSpan,641.5923944,2.1883548,2,2
1257,176,dan_pilot,24,m,TrialSpatialSpan,656.4466443,2.3406257999999998,0,0
1258,177,dan_pilot,24,m,TrialSpatialSpan,1331.72122,1.930402,1,2
1390,178,dan_pilot,24,m,TrialSpatialSpan,1345.492684,1.7657619999999998,0,0
1391,179,dan_pilot,24,m,TrialSpatialSpan,1359.7154859999998,2.263746,2,1
1392,180,dan_pilot,24,m,TrialSpatialSpan,1374.3574529999999,1.730547,0,0
1393,181,dan_pilot,24,m,TrialSpatialSpan,1388.259361,2.257328,0,0
1394,182,dan_pilot,24,m,TrialSpatialSpan,1402.723224,2.4671060000000002,0,2
1395,183,dan_pilot,24,m,TrialSpatialSpan,1417.615647,2.129828,1,0
1396,184,dan_pilot,24,m,TrialSpatialSpan,1432.433649,2.214641,0,0
1397,185,dan_pilot,24,m,TrialSpatialSpan,1446.9615019999999,1.38781,1,1
1398,186,dan_pilot,24,m,TrialSpatialSpan,1460.018728,1.462209,0,0
1399,187,dan_pilot,24,m,TrialSpatialSpan,1473.31897,1.644738,0,2
1400,188,dan_pilot,24,m,TrialSpatialSpan,1486.394034,2.473554,1,1
1401,189,dan_pilot,24,m,TrialSpatialSpan,1501.987082,1.61101,0,2
1402,190,dan_pilot,24,m,TrialSpatialSpan,1515.0284390000002,1.349093,2,2
1403,191,dan_pilot,24,m,TrialSpatialSpan,1527.454248,1.0113450000000002,0,0
1404,192,dan_pilot,24,m,TrialSpatialSpan,1539.8052699999998,1.502385,1,1
1405,193,dan_pilot,24,m,TrialSpatialSpan,1552.791542,1.95573,0,1
1406,194,dan_pilot,24,m,TrialSpatialSpan,1892.718291,1.672512,0,1
1534,195,dan_pilot,24,m,TrialSpatialSpan,1906.502657,1.829252,2,2
1535,196,dan_pilot,24,m,TrialSpatialSpan,1920.286489,1.765266,1,1
1536,197,dan_pilot,24,m,TrialSpatialSpan,1933.6715570000001,1.7617939999999999,1,2
1537,198,dan_pilot,24,m,TrialSpatialSpan,1947.2996640000001,1.492467,1,1
1538,199,dan_pilot,24,m,TrialSpatialSpan,1960.911405,2.391681,1,0
1539,200,dan_pilot,24,m,TrialSpatialSpan,1976.259147,1.4577149999999999,0,0
1540,201,dan_pilot,24,m,TrialSpatialSpan,1989.4889920000003,1.595633,1,1
1541,202,dan_pilot,24,m,TrialSpatialSpan,2003.0560670000002,1.387312,0,0
1542,203,dan_pilot,24,m,TrialSpatialSpan,2015.6644019999999,1.84264,2,0
1543,204,dan_pilot,24,m,TrialSpatialSpan,2029.795971,1.243968,0,0
1544,205,dan_pilot,24,m,TrialSpatialSpan,2042.228827,1.987473,2,1
1545,206,dan_pilot,24,m,TrialSpatialSpan,2056.569718,2.569778,1,2
1546,207,dan_pilot,24,m,TrialSpatialSpan,2071.903538,2.277138,0,1
1547,208,dan_pilot,24,m,TrialSpatialSpan,2086.813381,1.8942240000000001,2,2
1548,209,dan_pilot,24,m,TrialSpatialSpan,2100.5421539999998,1.850112,0,2
1549,210,dan_pilot,24,m,TrialSpatialSpan,3257.797309,2.107472,0,2
1683,211,dan_pilot,24,m,TrialSpatialSpan,3272.463048,1.934402,0,1
1684,212,dan_pilot,24,m,TrialSpatialSpan,3286.159268,1.8743849999999997,0,2
1685,213,dan_pilot,24,m,TrialSpatialSpan,3300.021984,2.683363,1,1
1686,214,dan_pilot,24,m,TrialSpatialSpan,3315.2918640000003,2.381793,1,2
1687,215,dan_pilot,24,m,TrialSpatialSpan,3330.311406,1.630354,1,1
1688,216,dan_pilot,24,m,TrialSpatialSpan,3343.8410089999998,2.113955,2,1
1689,217,dan_pilot,24,m,TrialSpatialSpan,3358.470046,1.103104,1,2
1690,218,dan_pilot,24,m,TrialSpatialSpan,3371.3477090000006,2.4090740000000004,1,1
2,1,gus_pilot,26,m,TrialDigitSpan,285.7335784,2.5276183999999997,2,2
41,2,gus_pilot,26,m,TrialDigitSpan,300.6512995,2.0514563999999997,2,2
42,3,gus_pilot,26,m,TrialDigitSpan,314.93759869999997,1.3853591,2,2
43,4,gus_pilot,26,m,TrialDigitSpan,327.6580284,1.3595388000000002,0,0
44,5,gus_pilot,26,m,TrialDigitSpan,340.5212939,1.7449278000000001,2,2
45,6,gus_pilot,26,m,TrialDigitSpan,354.67764139999997,,-1,2
46,7,gus_pilot,26,m,TrialDigitSpan,364.6680861,2.8832505,2,2
47,8,gus_pilot,26,m,TrialDigitSpan,380.8333697,2.2424603,0,0
48,9,gus_pilot,26,m,TrialDigitSpan,395.7187173,2.6298703999999997,0,0
49,10,gus_pilot,26,m,TrialDigitSpan,411.3917439,1.8148656000000003,1,1
50,11,gus_pilot,26,m,TrialDigitSpan,426.2109261,1.5450443999999999,1,1
51,12,gus_pilot,26,m,TrialDigitSpan,439.9599586,1.3421764999999999,2,2
52,13,gus_pilot,26,m,TrialDigitSpan,453.7544529,1.1933751,0,0
53,14,gus_pilot,26,m,TrialDigitSpan,467.0270784,2.3936987000000003,2,2
54,15,gus_pilot,26,m,TrialDigitSpan,482.6472423,2.1511549999999997,1,1
55,16,gus_pilot,26,m,TrialDigitSpan,497.3739915,1.2514087999999999,0,0
56,17,gus_pilot,26,m,TrialDigitSpan,511.1538744,1.9790419999999997,2,2
57,18,gus_pilot,26,m,TrialDigitSpan,525.5864971,1.6774726000000002,1,1
58,19,gus_pilot,26,m,TrialDigitSpan,540.4422572000001,2.0771668,2,2
59,20,gus_pilot,26,m,TrialDigitSpan,555.5292196,1.284641,0,0
60,21,gus_pilot,26,m,TrialDigitSpan,569.185432,1.2811687,0,0
61,22,gus_pilot,26,m,TrialDigitSpan,816.0235765,1.3730759,2,2
192,23,gus_pilot,26,m,TrialDigitSpan,829.6140714,1.3515975,0,0
193,24,gus_pilot,26,m,TrialDigitSpan,843.5381574999999,1.2231372,2,2
194,25,gus_pilot,26,m,TrialDigitSpan,857.1945372000001,1.7860952,2,2
195,26,gus_pilot,26,m,TrialDigitSpan,872.0700965,1.204782,0,0
196,27,gus_pilot,26,m,TrialDigitSpan,885.3799528999999,1.4746122,1,1
197,28,gus_pilot,26,m,TrialDigitSpan,898.6961513,2.3505431,0,0
198,29,gus_pilot,26,m,TrialDigitSpan,1034.4869210000002,1.666063,0,0
199,30,gus_pilot,26,m,TrialDigitSpan,1048.1919380000002,1.649199,2,2
200,31,gus_pilot,26,m,TrialDigitSpan,1062.1821009999999,2.51125,0,0
201,32,gus_pilot,26,m,TrialDigitSpan,1077.18961,1.026224,0,0
202,33,gus_pilot,26,m,TrialDigitSpan,1089.76121,1.7677470000000002,2,2
203,34,gus_pilot,26,m,TrialDigitSpan,1103.928965,0.859072,1,1
204,35,gus_pilot,26,m,TrialDigitSpan,1116.341379,2.112963,0,0
205,36,gus_pilot,26,m,TrialDigitSpan,1131.218415,1.8535529999999998,0,0
206,37,gus_pilot,26,m,TrialDigitSpan,2081.078578,1.409139,2,2
333,38,gus_pilot,26,m,TrialDigitSpan,2094.169516,1.678465,0,0
334,39,gus_pilot,26,m,TrialDigitSpan,2107.838832,1.9537779999999998,1,1
335,40,gus_pilot,26,m,TrialDigitSpan,2121.912862,1.609025,2,2
336,41,gus_pilot,26,m,TrialDigitSpan,2135.6470670000003,1.3863219999999998,2,2
337,42,gus_pilot,26,m,TrialDigitSpan,2149.317821,1.6883849999999998,0,0
338,43,gus_pilot,26,m,TrialDigitSpan,2163.478643,1.6616,0,0
339,44,gus_pilot,26,m,TrialDigitSpan,2177.761464,1.590178,2,2
340,45,gus_pilot,26,m,TrialDigitSpan,2191.427266,1.631345,2,2
341,46,gus_pilot,26,m,TrialDigitSpan,2204.94179,1.327793,1,1
342,47,gus_pilot,26,m,TrialDigitSpan,2217.6622190000003,1.8381779999999999,2,2
343,48,gus_pilot,26,m,TrialDigitSpan,2231.409366,1.140801,1,1
344,49,gus_pilot,26,m,TrialDigitSpan,2243.8827850000002,2.130322,0,0
345,50,gus_pilot,26,m,TrialDigitSpan,2257.982094,2.073778,1,1
346,51,gus_pilot,26,m,TrialDigitSpan,2272.844748,2.162067,2,2
347,52,gus_pilot,26,m,TrialDigitSpan,2287.8219879999997,1.7369919999999999,1,1
348,53,gus_pilot,26,m,TrialDigitSpan,2301.637573,1.6556490000000001,0,0
349,54,gus_pilot,26,m,TrialDigitSpan,2619.969666,1.8173439999999998,2,2
463,55,gus_pilot,26,m,TrialDigitSpan,2633.488185,1.368961,0,0
464,56,gus_pilot,26,m,TrialDigitSpan,2646.100952,1.250944,1,1
465,57,gus_pilot,26,m,TrialDigitSpan,2658.752932,1.887282,2,2
466,58,gus_pilot,26,m,TrialDigitSpan,2672.837858,1.429474,2,2
467,59,gus_pilot,26,m,TrialDigitSpan,2685.976925,1.316881,0,0
468,60,gus_pilot,26,m,TrialDigitSpan,2699.0237079999997,1.291554,1,1
469,61,gus_pilot,26,m,TrialDigitSpan,2712.138999,1.0678889999999999,0,0
470,62,gus_pilot,26,m,TrialDigitSpan,2724.363878,1.772209,2,2
471,63,gus_pilot,26,m,TrialDigitSpan,2861.8403129999997,2.05893,0,0
472,64,gus_pilot,26,m,TrialDigitSpan,2876.5685559999997,1.70875,1,1
473,65,gus_pilot,26,m,TrialDigitSpan,2890.708532,1.684913,0,0
474,66,gus_pilot,26,m,TrialDigitSpan,2904.572251,2.758724,1,1
475,67,gus_pilot,26,m,TrialDigitSpan,2920.406106,1.9344029999999999,0,0
476,68,gus_pilot,26,m,TrialDigitSpan,2934.92353,2.162066,1,1
477,69,gus_pilot,26,m,TrialDigitSpan,2949.579322,1.7781630000000002,0,0
478,70,gus_pilot,26,m,TrialDigitSpan,2963.778326,,-1,1
479,71,gus_pilot,26,m,TrialDigitSpan,2974.1640859999998,2.315329,0,0
480,72,gus_pilot,26,m,TrialDigitSpan,2989.008379,1.520737,0,0
571,73,gus_pilot,26,m,TrialSpatialRotation,582.680392,,-1,2
613,74,gus_pilot,26,m,TrialSpatialRotation,592.8644919,,-1,1
614,75,gus_pilot,26,m,TrialSpatialRotation,603.1917176,1.9830098000000003,0,0
615,76,gus_pilot,26,m,TrialSpatialRotation,618.6456037,1.9482253,1,0
616,77,gus_pilot,26,m,TrialSpatialRotation,633.0471463,2.0960973999999997,0,2
617,78,gus_pilot,26,m,TrialSpatialRotation,648.688571,1.9959063999999997,0,0
618,79,gus_pilot,26,m,TrialSpatialRotation,663.5281892,,-1,1
619,80,gus_pilot,26,m,TrialSpatialRotation,674.1450782000001,2.8807705,2,2
620,81,gus_pilot,26,m,TrialSpatialRotation,691.3668363,1.7836172,1,1
621,82,gus_pilot,26,m,TrialSpatialRotation,706.0146866,1.331291,2,2
622,83,gus_pilot,26,m,TrialSpatialRotation,719.73137,1.9383689999999998,1,1
623,84,gus_pilot,26,m,TrialSpatialRotation,734.1577711,,-1,1
624,85,gus_pilot,26,m,TrialSpatialRotation,744.5574536,2.3718738,1,1
625,86,gus_pilot,26,m,TrialSpatialRotation,759.8317377999999,1.9969075,2,2
626,87,gus_pilot,26,m,TrialSpatialRotation,774.4195123,1.7141798,0,0
627,88,gus_pilot,26,m,TrialSpatialRotation,789.0698717,1.3535829,0,0
628,89,gus_pilot,26,m,TrialSpatialRotation,802.3552611,1.4180646000000001,2,2
629,90,gus_pilot,26,m,TrialSpatialRotation,1434.0113099999999,2.159585,0,0
755,91,gus_pilot,26,m,TrialSpatialRotation,1448.963246,2.431394,0,0
756,92,gus_pilot,26,m,TrialSpatialRotation,1463.72124,2.57077,1,1
757,93,gus_pilot,26,m,TrialSpatialRotation,1479.2842449999998,,-1,2
758,94,gus_pilot,26,m,TrialSpatialRotation,1490.360431,2.344097,2,0
759,95,gus_pilot,26,m,TrialSpatialRotation,1505.9309449999998,1.6591200000000002,2,2
760,96,gus_pilot,26,m,TrialSpatialRotation,1519.220226,2.196784,0,0
761,97,gus_pilot,26,m,TrialSpatialRotation,1534.318481,2.3589759999999997,0,0
762,98,gus_pilot,26,m,TrialSpatialRotation,1549.8120800000002,,-1,1
763,99,gus_pilot,26,m,TrialSpatialRotation,1559.585789,1.584225,1,1
764,100,gus_pilot,26,m,TrialSpatialRotation,1573.007154,1.619441,2,2
765,101,gus_pilot,26,m,TrialSpatialRotation,1586.714549,2.595075,1,1
766,102,gus_pilot,26,m,TrialSpatialRotation,1602.21804,2.4552,1,1
767,103,gus_pilot,26,m,TrialSpatialRotation,1617.52511,1.426499,2,2
768,104,gus_pilot,26,m,TrialSpatialRotation,1631.000445,1.9279549999999999,0,0
769,105,gus_pilot,26,m,TrialSpatialRotation,1644.963357,2.027154,2,2
770,106,gus_pilot,26,m,TrialSpatialRotation,1659.223886,1.8758720000000002,1,1
771,107,gus_pilot,26,m,TrialSpatialRotation,1673.386726,2.108001,2,2
772,108,gus_pilot,26,m,TrialSpatialRotation,1687.712641,2.6610419999999997,1,1
773,109,gus_pilot,26,m,TrialSpatialRotation,1702.940858,,-1,1
774,110,gus_pilot,26,m,TrialSpatialRotation,2318.662292,1.840164,0,0
898,111,gus_pilot,26,m,TrialSpatialRotation,2332.214016,2.854484,1,0
899,112,gus_pilot,26,m,TrialSpatialRotation,2348.681241,1.847602,2,2
900,113,gus_pilot,26,m,TrialSpatialRotation,2362.643643,1.927457,0,0
901,114,gus_pilot,26,m,TrialSpatialRotation,2376.702279,1.9740810000000002,1,1
902,115,gus_pilot,26,m,TrialSpatialRotation,2390.895352,2.472065,0,0
903,116,gus_pilot,26,m,TrialSpatialRotation,2406.061043,2.1005599999999998,2,2
904,117,gus_pilot,26,m,TrialSpatialRotation,2420.301712,1.488497,0,0
905,118,gus_pilot,26,m,TrialSpatialRotation,2433.923867,,-1,2
906,119,gus_pilot,26,m,TrialSpatialRotation,2444.4797489999996,1.900145,2,2
907,120,gus_pilot,26,m,TrialSpatialRotation,2458.9044329999997,2.8653939999999998,2,2
908,121,gus_pilot,26,m,TrialSpatialRotation,2474.484311,2.12834,1,1
909,122,gus_pilot,26,m,TrialSpatialRotation,2489.2685899999997,2.167027,0,0
910,123,gus_pilot,26,m,TrialSpatialRotation,2503.858938,2.339634,0,0
911,124,gus_pilot,26,m,TrialSpatialRotation,2519.18039,2.0559529999999997,0,0
912,125,gus_pilot,26,m,TrialSpatialRotation,2533.939888,,-1,2
913,126,gus_pilot,26,m,TrialSpatialRotation,2543.753247,1.7250889999999999,1,1
914,127,gus_pilot,26,m,TrialSpatialRotation,2557.9205079999997,1.454273,1,1
915,128,gus_pilot,26,m,TrialSpatialRotation,2570.749557,2.264738,1,2
916,129,gus_pilot,26,m,TrialSpatialRotation,2586.0859,2.647155,0,2
917,130,gus_pilot,26,m,TrialSpatialRotation,2601.95394,2.165537,2,2
918,131,gus_pilot,26,m,TrialSpatialRotation,3239.681302,2.061875,1,1
1046,132,gus_pilot,26,m,TrialSpatialRotation,3253.8936949999998,1.5931549999999999,0,0
1047,133,gus_pilot,26,m,TrialSpatialRotation,3267.0952429999998,2.130322,1,1
1048,134,gus_pilot,26,m,TrialSpatialRotation,3281.794215,1.596624,0,0
1049,135,gus_pilot,26,m,TrialSpatialRotation,3295.147043,2.848529,0,0
1050,136,gus_pilot,26,m,TrialSpatialRotation,3311.217022,2.0018580000000004,2,2
1051,137,gus_pilot,26,m,TrialSpatialRotation,3325.945203,2.0152509999999997,0,0
1052,138,gus_pilot,26,m,TrialSpatialRotation,3340.1908320000002,2.7012169999999998,0,0
1053,139,gus_pilot,26,m,TrialSpatialRotation,3355.462686,1.9716,2,2
1054,140,gus_pilot,26,m,TrialSpatialRotation,3370.132911,2.275122,2,2
1055,141,gus_pilot,26,m,TrialSpatialRotation,3384.550631,2.160577,2,2
1056,142,gus_pilot,26,m,TrialSpatialRotation,3398.9311909999997,2.0301299999999998,0,0
1057,143,gus_pilot,26,m,TrialSpatialRotation,3413.1505079999997,2.586675,2,2
1058,144,gus_pilot,26,m,TrialSpatialRotation,3428.843472,,-1,2
1059,145,gus_pilot,26,m,TrialSpatialRotation,3438.590878,1.8173439999999998,0,0
1060,146,gus_pilot,26,m,TrialSpatialRotation,3452.1639210000003,1.914561,2,2
1061,147,gus_pilot,26,m,TrialSpatialRotation,3466.6605270000005,1.683923,0,0
1062,148,gus_pilot,26,m,TrialSpatialRotation,3480.027241,2.460657,2,2
1063,149,gus_pilot,26,m,TrialSpatialRotation,3495.1210560000004,2.045505,1,1
1064,150,gus_pilot,26,m,TrialSpatialRotation,3509.9499549999996,1.541073,0,0
1182,151,gus_pilot,26,m,TrialSpatialSpan,24.82879186,1.8119216,2,2
1259,152,gus_pilot,26,m,TrialSpatialSpan,38.47426367,,-1,2
1260,153,gus_pilot,26,m,TrialSpatialSpan,48.73415709,1.62687946,1,1
1261,154,gus_pilot,26,m,TrialSpatialSpan,62.21604824,2.19480228,1,1
1262,155,gus_pilot,26,m,TrialSpatialSpan,77.13638806,,-1,1
1263,156,gus_pilot,26,m,TrialSpatialSpan,87.35251856,1.95622683,1,1
1264,157,gus_pilot,26,m,TrialSpatialSpan,101.92352009999999,1.7340179,0,0
1265,158,gus_pilot,26,m,TrialSpatialSpan,115.7123253,2.5762259999999997,1,0
1266,159,gus_pilot,26,m,TrialSpatialSpan,130.8914304,2.3396328,1,1
1267,160,gus_pilot,26,m,TrialSpatialSpan,145.516665,2.068322,1,1
1268,161,gus_pilot,26,m,TrialSpatialSpan,160.124373,2.5043056,1,2
1269,162,gus_pilot,26,m,TrialSpatialSpan,174.94983430000002,2.4894255000000003,1,0
1270,163,gus_pilot,26,m,TrialSpatialSpan,190.6819687,,-1,0
1271,164,gus_pilot,26,m,TrialSpatialSpan,201.0251045,2.1501598,2,2
1272,165,gus_pilot,26,m,TrialSpatialSpan,215.32582119999998,1.7617946,2,0
1273,166,gus_pilot,26,m,TrialSpatialSpan,229.5218537,1.2226403000000001,0,0
1274,167,gus_pilot,26,m,TrialSpatialSpan,242.6753085,1.9780468999999998,0,1
1275,168,gus_pilot,26,m,TrialSpatialSpan,257.1813142,2.0385598999999996,2,2
1276,169,gus_pilot,26,m,TrialSpatialSpan,271.2702057,2.1615683999999997,2,1
1277,170,gus_pilot,26,m,TrialSpatialSpan,1148.600255,2.074272,0,0
1407,171,gus_pilot,26,m,TrialSpatialSpan,1163.324027,2.539028,1,1
1408,172,gus_pilot,26,m,TrialSpatialSpan,1179.206956,2.565315,0,0
1409,173,gus_pilot,26,m,TrialSpatialSpan,1195.052183,2.50133,1,1
1410,174,gus_pilot,26,m,TrialSpatialSpan,1210.5318630000002,1.6244020000000001,2,2
1411,175,gus_pilot,26,m,TrialSpatialSpan,1223.5662630000002,2.324754,2,2
1412,176,gus_pilot,26,m,TrialSpatialSpan,1238.338143,1.7598080000000003,0,2
1413,177,gus_pilot,26,m,TrialSpatialSpan,1252.566906,1.68293,2,2
1414,178,gus_pilot,26,m,TrialSpatialSpan,1266.041257,1.821807,1,1
1415,179,gus_pilot,26,m,TrialSpatialSpan,1279.9942720000001,1.562898,1,0
1416,180,gus_pilot,26,m,TrialSpatialSpan,1293.561839,2.882258,0,0
1417,181,gus_pilot,26,m,TrialSpatialSpan,1309.054414,2.917939,2,1
1418,182,gus_pilot,26,m,TrialSpatialSpan,1325.436813,1.8004810000000002,1,1
1419,183,gus_pilot,26,m,TrialSpatialSpan,1339.723608,2.797444,2,2
1420,184,gus_pilot,26,m,TrialSpatialSpan,1355.360025,1.4111200000000002,0,0
1421,185,gus_pilot,26,m,TrialSpatialSpan,1368.215858,2.801908,1,1
1422,186,gus_pilot,26,m,TrialSpatialSpan,1383.654866,2.915984,0,0
1423,187,gus_pilot,26,m,TrialSpatialSpan,1399.410817,2.9621150000000003,1,1
1424,188,gus_pilot,26,m,TrialSpatialSpan,1415.851743,2.257796,2,2
1425,189,gus_pilot,26,m,TrialSpatialSpan,1712.942695,1.7657669999999999,1,0
1550,190,gus_pilot,26,m,TrialSpatialSpan,1727.108466,2.9457459999999998,2,1
1551,191,gus_pilot,26,m,TrialSpatialSpan,1743.350499,2.547457,1,1
1552,192,gus_pilot,26,m,TrialSpatialSpan,1758.648642,2.855971,2,2
1553,193,gus_pilot,26,m,TrialSpatialSpan,1774.4412969999998,1.5867069999999999,1,1
1554,194,gus_pilot,26,m,TrialSpatialSpan,1788.0341850000002,1.91208,0,0
1555,195,gus_pilot,26,m,TrialSpatialSpan,1802.327482,1.587696,0,0
1556,196,gus_pilot,26,m,TrialSpatialSpan,1815.346347,1.859505,2,2
1557,197,gus_pilot,26,m,TrialSpatialSpan,1949.5233859999998,2.295028,1,1
1558,198,gus_pilot,26,m,TrialSpatialSpan,1964.848327,1.907619,0,0
1559,199,gus_pilot,26,m,TrialSpatialSpan,1978.942165,2.3772990000000003,1,1
1560,200,gus_pilot,26,m,TrialSpatialSpan,1993.7264489999998,2.207199,0,0
1561,201,gus_pilot,26,m,TrialSpatialSpan,2007.9204969999998,2.300451,0,0
1562,202,gus_pilot,26,m,TrialSpatialSpan,2022.300045,,-1,1
1563,203,gus_pilot,26,m,TrialSpatialSpan,2032.0261460000002,2.662532,0,1
1564,204,gus_pilot,26,m,TrialSpatialSpan,2047.7399079999998,1.9363860000000002,0,0
1565,205,gus_pilot,26,m,TrialSpatialSpan,2061.9141219999997,2.704193,2,0
1566,206,gus_pilot,26,m,TrialSpatialSpan,3002.189097,2.2086900000000003,1,1
1691,207,gus_pilot,26,m,TrialSpatialSpan,3017.046292,2.559889,2,0
1692,208,gus_pilot,26,m,TrialSpatialSpan,3032.031966,2.8043869999999997,2,0
