write_time,experiment_name,experiment_version,participant_id,participant_session,participant_age,participant_gender,cue_length,trial_py_version,type,target_ans,participant_ans,time_start,time_stimulus_start,time_stimulus_end,time_response_enabled,time_response_submitted,time_response_disabled,time_trial_logged
2020-09-25T07:51:38.575260,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialDigitSpan,1,-1,369.32124757766724,369.32124757766724,373.96937346458435,374.20937156677246,-1,377.2205238342285,377.2205238342285
2020-09-25T07:51:46.787080,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialDigitSpan,2,-1,377.5454535484314,377.5454535484314,382.18925499916077,382.4218282699585,-1,385.4323444366455,385.4323444366455
2020-09-25T07:51:55.310473,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialDigitSpan,2,-1,386.06635880470276,386.06635880470276,390.6919593811035,390.93541622161865,-1,393.945725440979,393.9557373523712
2020-09-25T07:52:05.247330,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,394.5102229118347,394.5102229118347,400.6473693847656,400.87335562705994,-1,403.8925938606262,403.8925938606262
2020-09-25T07:52:15.540232,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,1,-1,404.7590594291687,404.7590594291687,410.9250385761261,411.16506004333496,-1,414.1844971179962,414.1854958534241
2020-09-25T07:52:25.206308,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,414.4540376663208,414.4540376663208,420.61097979545593,420.8509783744812,-1,423.8515717983246,423.8515717983246
2020-09-25T07:52:35.287817,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,0,-1,424.5210065841675,424.5210065841675,430.67948603630066,430.9209759235382,-1,433.9310610294342,433.93308091163635
2020-09-25T07:52:45.771408,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,0,-1,434.9983079433441,434.9983079433441,441.1612322330475,441.4012475013733,-1,444.40667176246643,444.41667199134827
2020-09-25T07:52:55.612816,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,0,-1,444.89214539527893,444.89214539527893,451.00282049179077,451.2437915802002,-1,454.2580797672272,454.2580797672272
2020-09-25T07:53:05.454155,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,1,-1,454.72671341896057,454.72671341896057,460.8366734981537,461.08741903305054,-1,464.0994186401367,464.0994186401367
2020-09-25T07:53:15.473844,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,0,-1,464.68430042266846,464.68430042266846,470.8717591762543,471.1017611026764,-1,474.11910820007324,474.11910820007324
2020-09-25T07:53:25.165562,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,474.42009830474854,474.42009830474854,480.5441401004791,480.794141292572,-1,483.81082582473755,483.81082582473755
2020-09-25T07:53:38.646895,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,2,-1,487.8657946586609,487.8657946586609,494.0554344654083,494.28087067604065,-1,497.2900824546814,497.2921588420868
2020-09-25T07:53:48.589070,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,2,-1,497.79581665992737,497.79581665992737,503.9783709049225,504.2183701992035,-1,507.234334230423,507.234334230423
2020-09-25T07:53:58.978741,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,1,-1,508.1282103061676,508.1282103061676,514.3635461330414,514.6110622882843,-1,517.6240050792694,517.6240050792694
2020-09-25T07:54:09.287847,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,2,-1,518.5131969451904,518.5131969451904,524.6864514350891,524.9199106693268,-1,527.9331114292145,527.9331114292145
2020-09-25T07:54:19.627292,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,1,-1,528.7776417732239,528.7776417732239,535.0029547214508,535.2433910369873,-1,538.2725558280945,538.2725558280945
2020-09-25T07:54:29.820195,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,2,-1,538.9787299633026,538.9787299633026,545.1894705295563,545.4494438171387,-1,548.4654595851898,548.4654595851898
2020-09-25T07:54:39.617772,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,0,-1,548.8399238586426,548.8399238586426,555.0121529102325,555.2488522529602,-1,558.2630364894867,558.2630364894867
2020-09-25T07:54:49.442995,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,0,-1,558.6335391998291,558.6335391998291,564.8243856430054,565.0689594745636,-1,568.0882589817047,568.0882589817047
2020-09-25T07:54:59.976512,ExperimentTaskSwitch,v0.0.8,,,,,4,v0.0.2,TrialSpatialRotation,2,-1,569.1860208511353,569.1860208511353,575.3712058067322,575.611204624176,-1,578.621776342392,578.621776342392
2020-09-25T07:55:09.952336,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,1,-1,579.2011675834656,579.2011675834656,585.3546261787415,585.5917932987213,-1,588.5975997447968,588.5975997447968
2020-09-25T07:55:20.378552,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,1,-1,589.610570192337,589.610570192337,595.7437405586243,596.0042004585266,-1,599.0238156318665,599.0238156318665
2020-09-25T07:55:30.284721,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,599.5546758174896,599.5546758174896,605.6539404392242,605.9139411449432,-1,608.9199841022491,608.9299852848053
2020-09-25T07:55:40.479386,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,0,-1,609.7556364536285,609.7556364536285,615.8533918857574,616.107638835907,-1,619.1246497631073,619.1246497631073
2020-09-25T07:55:50.796849,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,620.0468635559082,620.0468635559082,626.1832308769226,626.4227519035339,-1,629.4421126842499,629.4421126842499
2020-09-25T07:56:00.419425,ExperimentTaskSwitch,v0.0.8,,,,,0.5,v0.0.2,TrialSpatialSpan,2,-1,629.6718952655792,629.6718952655792,635.8087887763977,636.0478858947754,-1,639.0626714229584,639.0646886825562
