write_time,experiment_name,experiment_version,participant_id,participant_session,participant_age,participant_gender,cue_length,trial_py_version,type,target_ans,participant_ans,time_start,time_stimulus_start,time_stimulus_end,time_response_enabled,time_response_submitted,time_response_disabled,time_trial_logged
2020-12-09T18:24:21.294972,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,0,1,3.1276681423187256,3.1276681423187256,9.363899946212769,9.62376070022583,10.133489608764648,13.871490240097046,13.871490240097046
2020-12-09T18:24:30.974234,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,1,-1,14.066165447235107,14.066165447235107,20.272478818893433,20.532342433929443,-1,23.55075168609619,23.55075168609619
2020-12-09T18:24:40.856189,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,2,-1,23.994595527648926,23.994595527648926,30.174451112747192,30.414320707321167,-1,33.43270683288574,33.43270683288574
2020-12-09T18:24:50.708222,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,1,-1,33.86663770675659,33.86663770675659,40.036479234695435,40.26635408401489,-1,43.28474020957947,43.28474020957947
2020-12-09T18:25:00.336913,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,1,-1,43.48596549034119,43.48596549034119,49.65517210960388,49.89504551887512,-1,52.91343116760254,52.91343116760254
2020-12-09T18:25:10.568982,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,2,-1,53.70790505409241,53.70790505409241,59.88724160194397,60.12711262702942,-1,63.14550018310547,63.14550018310547
2020-12-09T18:25:20.664378,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,2,-1,63.820035219192505,63.820035219192505,69.99263167381287,70.23250436782837,-1,73.24089622497559,73.24089622497559
2020-12-09T18:25:31.079642,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialSpan,2,-1,74.2411162853241,74.2411162853241,80.40789675712585,80.63777565956116,-1,83.65616011619568,83.65616011619568
2020-12-09T18:25:40.608370,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialRotation,0,-1,83.71765160560608,83.71765160560608,89.93662452697754,90.1665027141571,-1,93.18488764762878,93.18488764762878
2020-12-09T18:25:50.503782,ExperimentTaskSwitch,v0.0.9,,,,,0,v0.0.2,TrialSpatialRotation,1,-1,93.60559153556824,93.60559153556824,99.82204031944275,100.06191229820251,-1,103.08030033111572,103.08030033111572
