write_time,experiment_name,experiment_version,participant_id,participant_session,participant_age,participant_gender,trial_py_version,type,target_ans,participant_ans,time_start,time_stimulus_start,time_stimulus_end,time_response_enabled,time_response_submitted,time_response_disabled,time_trial_logged
2020-02-28T11:45:56.642338,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,2,20.44296646,20.44296646,26.99516797,27.36180472,29.09820771,34.34756732,34.34756732
2020-02-28T11:46:06.885125,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,-1,34.56316185,34.56316185,41.1079011,41.54662037,-1,44.59035444,44.59035444
2020-02-28T11:46:21.368924,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,1,1,45.63175297,45.63175297,52.141994,52.52190304,54.03002644,59.07415342,59.07415342
2020-02-28T11:46:34.820686,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,1,0,59.44564581,59.44564581,65.9501605,66.32690167,67.63326955,72.52591562,72.52591562
2020-02-28T11:46:50.152067,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,2,72.81270742,72.81270742,79.31728721,79.68604493,82.001652,87.85729647,87.85729647
2020-02-28T11:47:03.918784,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,0,88.14604497,88.14604497,94.64154625,95.03310633,96.55945277,101.6240127,101.6240127
2020-02-28T11:47:17.805972,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,2,-1,105.7134469,105.7134469,112.0942914,112.4708371,-1,115.5101593,115.5101593
2020-02-28T11:47:33.469881,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,0,0,115.8362062,115.8362062,122.1935265,122.5960371,125.0946074,131.1751099,131.1751099
2020-02-28T11:47:50.424376,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,1,2,132.1440527,132.1440527,138.4913926,138.8662078,141.7483811,148.1296048,148.1296048
2020-02-28T11:48:07.048432,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,0,1,149.1305861,149.1305861,155.4596672,155.8338413,158.4915812,164.7536612,164.7536612
2020-02-28T11:48:22.080228,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,0,0,165.3929021,165.3929021,171.7798548,172.1596692,174.2158811,179.7854569,179.7854569
2020-02-28T11:48:38.368015,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,1,1,180.3001842,180.3001842,186.6512556,187.0461147,189.7629578,196.0732439,196.0732439
2020-02-28T11:48:49.110032,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,0,-1,197.0297232,197.0297232,203.4100356,203.7922471,-1,206.8152611,206.8152611
2020-02-28T11:49:05.503899,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialSpan,2,1,207.6545722,207.6545722,214.0310042,214.4299319,216.9918647,223.2091279,223.2091279
2020-02-28T11:49:20.976115,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,0,0,223.7980006,223.7980006,230.312114,230.693778,232.9163046,238.6813443,238.6813443
2020-02-28T11:49:31.649800,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,0,-1,239.4545715,239.4545715,245.9635754,246.3334782,-1,249.3550296,249.3550296
2020-02-28T11:49:46.549356,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,1,1,250.1142919,250.1142919,256.6421916,257.01741,258.8638241,264.2545855,264.2545855
2020-02-28T11:49:56.679150,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,0,-1,264.4160182,264.4160182,270.9412298,271.3302515,-1,274.3843796,274.3843796
2020-02-28T11:50:11.061162,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,0,0,275.2698615,275.2698615,281.7499018,282.1265278,283.6808681,288.7663918,288.7663918
2020-02-28T11:50:24.177840,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,1,0,288.9460347,288.9460347,295.4472361,295.8204501,297.0916839,301.8830698,301.8830698
2020-02-28T11:50:40.868218,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,1,302.8196771,302.8196771,309.2729616,309.6453328,312.378788,318.573447,318.573447
2020-02-28T11:50:59.404288,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,1,1,322.671937,322.671937,329.0338995,329.4032893,331.4591222,337.1095171,337.1095171
2020-02-28T11:51:09.595134,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,0,-1,337.5115852,337.5115852,343.8808453,344.2606211,-1,347.3003635,347.3003635
2020-02-28T11:51:24.050130,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,348.1030045,348.1030045,354.4673078,354.9118259,356.5093675,361.7553594,361.7553594
2020-02-28T11:51:39.198002,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,362.1976216,362.1976216,368.5487859,368.9227045,371.1616549,376.9032314,376.9032314
2020-02-28T11:51:55.019407,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,1,1,377.7625632,377.7625632,384.1393077,384.5088639,386.8288019,392.7246363,392.7246363
2020-02-28T11:52:10.530731,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,393.8467238,393.8467238,400.1904719,400.5734262,402.646647,408.2259655,408.2259655
2020-02-28T11:52:25.720132,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,409.1423774,409.1423774,415.4814959,415.8715365,417.8978505,423.4253614,423.4253614
2020-02-28T11:52:42.223450,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,424.4650669,424.4650669,430.8529468,431.2396364,433.7916882,439.928679,439.928679
2020-02-28T11:52:56.503753,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialDigitSpan,2,2,440.9873672,440.9873672,447.3507476,447.7206843,449.1897278,454.208982,454.208982
2020-02-28T11:53:14.906893,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,1,1,458.3078127,458.308234,464.8151152,465.2010431,467.1443508,472.6111221,472.6121223
2020-02-28T11:53:30.670334,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,2,473.7010677,473.7010677,480.2297525,480.6008589,482.7294354,488.3755634,488.3755634
2020-02-28T11:53:46.297700,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,2,489.0644526,489.0644526,495.5796895,495.9577582,498.2323954,504.0029292,504.0029292
2020-02-28T11:54:01.961712,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,0,0,504.8041334,504.8041334,511.3158541,511.6958826,513.8977075,519.6669412,519.6669412
2020-02-28T11:54:18.057454,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,0,519.9520822,519.9520822,526.457201,526.843761,529.5421963,535.7626836,535.7626836
2020-02-28T11:54:32.518963,ExperimentTaskSwitch,v0.0.3,paul_pilot,1,37,m,v0.0.1,TrialSpatialRotation,2,2,536.8475142,536.8475142,543.3650186,543.754967,545.2496774,550.2241929,550.2241929
